Date: 04-17 at 22:12:27, particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: true, best obj: 876.80(4), mean: 912.41, max: 1020.93
Date: 04-17 at 22:12:27, particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: true, best obj: 876.80(4), mean: 896.76, max: 1020.93
Date: 04-17 at 22:12:28, particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: true, best obj: 876.80(4), mean: 1072.35, max: 1223.54
Date: 04-17 at 22:12:29, particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: true, best obj: 876.80(4), mean: 1372.18, max: 1544.79
Date: 04-17 at 22:12:30, particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: true, best obj: 876.80(4), mean: 1591.42, max: 1779.69
Date: 04-17 at 22:12:31, particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: true, best obj: 876.80(4), mean: 1075.88, max: 1204.13
Date: 04-17 at 22:12:32, particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: true, best obj: 869.47(4), mean: 903.43, max: 1028.92
Date: 04-17 at 22:12:32, particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: true, best obj: 850.11(4), mean: 1142.25, max: 1286.18
Date: 04-17 at 22:12:33, particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: true, best obj: 850.11(4), mean: 1287.53, max: 1441.84
Date: 04-17 at 22:12:34, particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: true, best obj: 850.11(4), mean: 1587.37, max: 1763.09
Date: 04-17 at 22:12:36, particle: 15, iter: 12, fix: false, local: true, cut car: true, new generate: true, best obj: 850.11(4), mean: 1887.20, max: 2084.35
Date: 04-17 at 22:12:39, particle: 15, iter: 13, fix: false, local: true, cut car: true, new generate: true, best obj: 850.11(4), mean: 2187.04, max: 2405.60
Date: 04-17 at 22:12:43, particle: 15, iter: 15, fix: false, local: true, cut car: true, new generate: true, best obj: 850.11(4), mean: 1069.74, max: 1169.75
Date: 04-17 at 22:12:44, particle: 15, iter: 16, fix: false, local: true, cut car: true, new generate: true, best obj: 850.11(4), mean: 912.09, max: 1022.19
Date: 04-17 at 22:12:44, particle: 15, iter: 17, fix: false, local: true, cut car: true, new generate: true, best obj: 850.11(4), mean: 901.56, max: 1020.93
Date: 04-17 at 22:12:45, particle: 15, iter: 18, fix: false, local: true, cut car: true, new generate: true, best obj: 850.11(4), mean: 1139.70, max: 1276.08
Date: 04-17 at 22:12:45, particle: 15, iter: 20, fix: false, local: true, cut car: true, new generate: true, best obj: 850.11(4), mean: 1069.74, max: 1169.75
Date: 04-17 at 22:12:46, particle: 15, iter: 21, fix: false, local: true, cut car: true, new generate: true, best obj: 850.11(4), mean: 911.64, max: 1020.93
Date: 04-17 at 22:12:47, particle: 15, iter: 22, fix: false, local: true, cut car: true, new generate: true, best obj: 850.11(4), mean: 1211.48, max: 1342.19
Date: 04-17 at 22:12:48, particle: 15, iter: 23, fix: false, local: true, cut car: true, new generate: true, best obj: 850.11(4), mean: 1449.61, max: 1597.33
Date: 04-17 at 22:12:49, particle: 15, iter: 25, fix: false, local: true, cut car: true, new generate: true, best obj: 850.11(4), mean: 1069.74, max: 1169.75
Date: 04-17 at 22:12:50, particle: 15, iter: 26, fix: false, local: true, cut car: true, new generate: true, best obj: 850.11(4), mean: 1307.88, max: 1424.90
Date: 04-17 at 22:12:51, particle: 15, iter: 27, fix: false, local: true, cut car: true, new generate: true, best obj: 850.11(4), mean: 1607.71, max: 1746.15
