Date: 04-28 at 14:31:46, particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: true, best obj: 563.57(2), mean: 750.37, max: 1185.79
Date: 04-28 at 14:31:47, particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: true, best obj: 549.60(2), mean: 754.37, max: 1326.02
Date: 04-28 at 14:31:48, particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: true, best obj: 548.80(2), mean: 790.21, max: 1505.69
Date: 04-28 at 14:31:50, particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: true, best obj: 548.80(2), mean: 864.04, max: 1874.82
Date: 04-28 at 14:31:51, particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: true, best obj: 548.80(2), mean: 899.97, max: 2054.49
Date: 04-28 at 14:31:54, particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: true, best obj: 548.80(2), mean: 973.79, max: 2423.61
Date: 04-28 at 14:31:57, particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: true, best obj: 548.80(2), mean: 1047.62, max: 2792.74
Date: 04-28 at 14:32:02, particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: true, best obj: 548.80(2), mean: 870.70, max: 1002.32
Date: 04-28 at 14:32:04, particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: true, best obj: 448.43(2), mean: 679.77, max: 1085.44
Date: 04-28 at 14:32:05, particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: true, best obj: 448.43(2), mean: 699.80, max: 1354.20
Date: 04-28 at 14:32:06, particle: 15, iter: 12, fix: false, local: true, cut car: true, new generate: true, best obj: 448.43(2), mean: 729.33, max: 1622.96
Date: 04-28 at 14:32:08, particle: 15, iter: 13, fix: false, local: true, cut car: true, new generate: true, best obj: 448.43(2), mean: 759.83, max: 1891.72
Date: 04-28 at 14:32:10, particle: 15, iter: 14, fix: false, local: true, cut car: true, new generate: true, best obj: 448.43(2), mean: 755.25, max: 2071.39
Date: 04-28 at 14:32:13, particle: 15, iter: 16, fix: false, local: true, cut car: true, new generate: true, best obj: 448.43(2), mean: 870.49, max: 1002.32
Date: 04-28 at 14:32:14, particle: 15, iter: 17, fix: false, local: true, cut car: true, new generate: true, best obj: 448.43(2), mean: 643.72, max: 778.43
Date: 04-28 at 14:32:15, particle: 15, iter: 18, fix: false, local: true, cut car: true, new generate: true, best obj: 448.43(2), mean: 617.08, max: 762.58
Date: 04-28 at 14:32:16, particle: 15, iter: 19, fix: false, local: true, cut car: true, new generate: true, best obj: 448.43(2), mean: 591.43, max: 762.39
Date: 04-28 at 14:32:17, particle: 15, iter: 21, fix: false, local: true, cut car: true, new generate: true, best obj: 446.77(2), mean: 862.65, max: 1002.32
Date: 04-28 at 14:32:19, particle: 15, iter: 22, fix: false, local: true, cut car: true, new generate: true, best obj: 446.77(2), mean: 653.86, max: 762.44
Date: 04-28 at 14:32:20, particle: 15, iter: 23, fix: false, local: true, cut car: true, new generate: true, best obj: 446.77(2), mean: 635.29, max: 762.22
Date: 04-28 at 14:32:21, particle: 15, iter: 24, fix: false, local: true, cut car: true, new generate: true, best obj: 446.77(2), mean: 650.47, max: 980.39
Date: 04-28 at 14:32:22, particle: 15, iter: 26, fix: false, local: true, cut car: true, new generate: true, best obj: 446.77(2), mean: 870.38, max: 1002.32
Date: 04-28 at 14:32:23, particle: 15, iter: 27, fix: false, local: true, cut car: true, new generate: true, best obj: 446.77(2), mean: 667.49, max: 1085.73
Date: 04-28 at 14:32:24, particle: 15, iter: 28, fix: false, local: true, cut car: true, new generate: true, best obj: 446.77(2), mean: 628.63, max: 1265.70
