Date: 04-18 at 21:53:16, particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: true, best obj: 578.81(3), mean: 1241.93, max: 1444.23
Date: 04-18 at 21:53:17, particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: true, best obj: 560.36(3), mean: 1240.53, max: 1444.23
Date: 04-18 at 21:53:18, particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: true, best obj: 556.90(3), mean: 1317.00, max: 1535.01
Date: 04-18 at 21:53:18, particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: true, best obj: 556.90(3), mean: 1395.68, max: 1625.78
Date: 04-18 at 21:53:20, particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: true, best obj: 556.90(3), mean: 1719.74, max: 1999.70
Date: 04-18 at 21:53:23, particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: true, best obj: 556.90(3), mean: 2043.80, max: 2373.61
Date: 04-18 at 21:53:27, particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: true, best obj: 556.90(3), mean: 2367.86, max: 2747.53
Date: 04-18 at 21:53:33, particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: true, best obj: 556.90(3), mean: 1055.70, max: 1204.13
Date: 04-18 at 21:53:34, particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: true, best obj: 462.88(3), mean: 659.31, max: 1138.81
Date: 04-18 at 21:53:35, particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: true, best obj: 421.14(3), mean: 657.50, max: 1277.08
Date: 04-18 at 21:53:36, particle: 15, iter: 12, fix: false, local: true, cut car: true, new generate: true, best obj: 392.26(3), mean: 642.60, max: 1381.34
Date: 04-18 at 21:53:37, particle: 15, iter: 13, fix: false, local: true, cut car: true, new generate: true, best obj: 388.30(3), mean: 655.51, max: 1485.61
Date: 04-18 at 21:53:38, particle: 15, iter: 14, fix: false, local: true, cut car: true, new generate: true, best obj: 388.30(3), mean: 674.30, max: 1589.88
Date: 04-18 at 21:53:40, particle: 15, iter: 15, fix: false, local: true, cut car: true, new generate: true, best obj: 388.30(3), mean: 689.41, max: 1694.15
Date: 04-18 at 21:53:41, particle: 15, iter: 16, fix: false, local: true, cut car: true, new generate: true, best obj: 388.30(3), mean: 710.24, max: 1798.42
Date: 04-18 at 21:53:43, particle: 15, iter: 17, fix: false, local: true, cut car: true, new generate: true, best obj: 388.30(3), mean: 785.84, max: 1994.01
Date: 04-18 at 21:53:45, particle: 15, iter: 19, fix: false, local: true, cut car: true, new generate: true, best obj: 388.30(3), mean: 1044.45, max: 1204.13
Date: 04-18 at 21:53:46, particle: 15, iter: 20, fix: false, local: true, cut car: true, new generate: true, best obj: 388.30(3), mean: 688.45, max: 1243.08
Date: 04-18 at 21:53:48, particle: 15, iter: 21, fix: false, local: true, cut car: true, new generate: true, best obj: 388.30(3), mean: 658.38, max: 1438.67
Date: 04-18 at 21:53:49, particle: 15, iter: 22, fix: false, local: true, cut car: true, new generate: true, best obj: 388.30(3), mean: 709.77, max: 1634.27
Date: 04-18 at 21:53:50, particle: 15, iter: 24, fix: false, local: true, cut car: true, new generate: true, best obj: 388.30(3), mean: 1044.45, max: 1204.13
Date: 04-18 at 21:53:51, particle: 15, iter: 25, fix: false, local: true, cut car: true, new generate: true, best obj: 388.30(3), mean: 726.93, max: 1243.08
Date: 04-18 at 21:53:52, particle: 15, iter: 26, fix: false, local: true, cut car: true, new generate: true, best obj: 388.30(3), mean: 671.57, max: 1331.52
Date: 04-18 at 21:53:53, particle: 15, iter: 27, fix: false, local: true, cut car: true, new generate: true, best obj: 388.30(3), mean: 688.91, max: 1435.79
Date: 04-18 at 21:53:55, particle: 15, iter: 29, fix: false, local: true, cut car: true, new generate: true, best obj: 388.30(3), mean: 1044.45, max: 1204.13
Date: 04-18 at 21:53:55, particle: 15, iter: 30, fix: false, local: true, cut car: true, new generate: true, best obj: 388.30(3), mean: 1227.00, max: 1399.72
Date: 04-18 at 21:53:56, particle: 15, iter: 31, fix: false, local: true, cut car: true, new generate: true, best obj: 388.30(3), mean: 1309.54, max: 1488.16
