Date: 07-04 at 14:54:22, iter: 1, fix: false, local: true, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1642.48(21) mean: 2591.05, max: 2911.24
Date: 07-04 at 14:56:25, iter: 2, fix: false, local: true, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1606.64(20) mean: 2195.67, max: 2908.79
Date: 07-04 at 14:58:30, iter: 3, fix: false, local: true, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1584.28(20) mean: 2209.22, max: 2925.87
Date: 07-04 at 15:00:29, iter: 4, fix: false, local: true, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1584.09(20) mean: 2209.19, max: 2878.47
Date: 07-04 at 15:02:34, iter: 5, fix: false, local: true, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1566.49(20) mean: 2009.10, max: 2870.61
Date: 07-04 at 15:04:33, iter: 6, fix: false, local: true, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1548.13(20) mean: 1883.32, max: 2845.43
Date: 07-04 at 15:06:33, iter: 7, fix: false, local: true, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1546.87(20) mean: 1841.69, max: 2837.83
Date: 07-04 at 15:08:39, iter: 8, fix: false, local: true, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1546.87(20) mean: 1775.35, max: 2806.04
Date: 07-04 at 15:10:41, iter: 9, fix: false, local: true, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1546.87(20) mean: 1746.60, max: 2806.28
Date: 07-04 at 15:12:46, iter: 10, fix: false, local: true, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1546.87(20) mean: 1714.99, max: 2826.90
Date: 07-04 at 15:14:44, iter: 11, fix: false, local: true, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1524.42(19) mean: 1705.36, max: 2761.82
Date: 07-04 at 15:16:43, iter: 12, fix: false, local: true, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1517.45(19) mean: 1604.73, max: 1710.56
Date: 07-04 at 15:18:43, iter: 13, fix: false, local: true, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1517.45(19) mean: 1624.63, max: 1764.00
Date: 07-04 at 15:20:42, iter: 14, fix: false, local: true, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1517.45(19) mean: 1657.31, max: 1738.82
Date: 07-04 at 15:22:41, iter: 15, fix: false, local: true, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1517.45(19) mean: 1622.36, max: 1760.31
Date: 07-04 at 15:24:36, iter: 16, fix: false, local: true, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1511.04(19) mean: 1594.05, max: 1692.84
Date: 07-04 at 15:26:35, iter: 17, fix: false, local: true, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1511.04(19) mean: 1626.66, max: 1737.78
Date: 07-04 at 15:28:29, iter: 18, fix: false, local: true, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1511.04(19) mean: 1595.27, max: 1673.99
Date: 07-04 at 15:30:30, iter: 19, fix: false, local: true, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1511.04(19) mean: 1591.76, max: 1679.81
Date: 07-04 at 15:32:25, iter: 20, fix: false, local: true, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1511.04(19) mean: 1577.10, max: 1668.35
Date: 07-04 at 15:34:22, iter: 21, fix: false, local: true, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1511.04(19) mean: 1571.22, max: 1702.23
Date: 07-04 at 15:36:16, iter: 22, fix: false, local: true, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1511.04(19) mean: 1555.07, max: 1594.64
Date: 07-04 at 15:38:13, iter: 23, fix: false, local: true, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1511.04(19) mean: 1556.63, max: 1646.50
Date: 07-04 at 15:40:08, iter: 24, fix: false, local: true, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1511.04(19) mean: 1546.79, max: 1593.49
Date: 07-04 at 15:42:05, iter: 25, fix: false, local: true, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1511.04(19) mean: 1548.05, max: 1601.26
Date: 07-04 at 15:44:00, iter: 26, fix: false, local: true, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1511.04(19) mean: 1583.80, max: 1640.30
Date: 07-04 at 15:46:00, iter: 27, fix: false, local: true, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1511.04(19) mean: 1569.03, max: 1642.28
Date: 07-04 at 15:47:53, iter: 28, fix: false, local: true, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1511.04(19) mean: 1559.06, max: 1653.65
Date: 07-04 at 15:49:47, iter: 29, fix: false, local: true, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1511.04(19) mean: 1555.35, max: 1595.39
Date: 07-04 at 15:51:46, iter: 30, fix: false, local: true, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1511.04(19) mean: 1581.31, max: 1633.43
Date: 07-04 at 15:53:41, iter: 31, fix: false, local: true, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1511.04(19) mean: 1547.34, max: 1588.70
Date: 07-04 at 15:55:26, iter: 32, fix: false, local: true, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1511.04(19) mean: 1551.25, max: 1622.03
Date: 07-04 at 15:57:14, iter: 33, fix: false, local: true, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1511.04(19) mean: 1544.28, max: 1611.88
Date: 07-04 at 15:59:09, iter: 34, fix: false, local: true, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1511.04(19) mean: 1565.94, max: 1648.34
Date: 07-04 at 16:00:53, iter: 35, fix: false, local: true, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1511.04(19) mean: 1538.17, max: 1592.28
Date: 07-04 at 16:02:47, iter: 36, fix: false, local: true, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1511.04(19) mean: 1556.64, max: 1609.81
Date: 07-04 at 16:04:39, iter: 37, fix: false, local: true, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1511.04(19) mean: 1547.55, max: 1603.52
Date: 07-04 at 16:06:37, iter: 38, fix: false, local: true, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1511.04(19) mean: 1544.35, max: 1636.72
