Date: 07-04 at 19:25:57, iter: 1, fix: false, local: true, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1686.77(21) mean: 2544.53, max: 2868.21
Date: 07-04 at 19:27:57, iter: 2, fix: false, local: true, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1581.69(20) mean: 2133.90, max: 2811.48
Date: 07-04 at 19:29:51, iter: 3, fix: false, local: true, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1563.05(20) mean: 1829.52, max: 2664.06
Date: 07-04 at 19:31:53, iter: 4, fix: false, local: true, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1562.08(20) mean: 1837.88, max: 2659.01
Date: 07-04 at 19:33:54, iter: 5, fix: false, local: true, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1562.08(20) mean: 1830.08, max: 2635.95
Date: 07-04 at 19:35:55, iter: 6, fix: false, local: true, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1562.08(20) mean: 1766.58, max: 2649.65
Date: 07-04 at 19:37:57, iter: 7, fix: false, local: true, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1562.08(20) mean: 1796.88, max: 2630.59
Date: 07-04 at 19:39:56, iter: 8, fix: false, local: true, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1562.08(20) mean: 1788.75, max: 2613.05
Date: 07-04 at 19:41:55, iter: 9, fix: false, local: true, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1553.52(20) mean: 1762.11, max: 2614.69
Date: 07-04 at 19:43:54, iter: 10, fix: false, local: true, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1540.92(20) mean: 1718.88, max: 2574.97
Date: 07-04 at 19:45:53, iter: 11, fix: false, local: true, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1534.31(20) mean: 1711.75, max: 2560.29
Date: 07-04 at 19:47:54, iter: 12, fix: false, local: true, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1528.68(20) mean: 1586.94, max: 1695.81
Date: 07-04 at 19:49:46, iter: 13, fix: false, local: true, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1527.39(20) mean: 1628.20, max: 1726.89
Date: 07-04 at 19:51:43, iter: 14, fix: false, local: true, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1527.39(20) mean: 1594.97, max: 1775.61
Date: 07-04 at 19:53:36, iter: 15, fix: false, local: true, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1527.39(20) mean: 1594.18, max: 1653.13
Date: 07-04 at 19:55:31, iter: 16, fix: false, local: true, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1527.39(20) mean: 1577.76, max: 1652.23
Date: 07-04 at 19:57:22, iter: 17, fix: false, local: true, cut car: false, new generate: false, Khoo: 1454.68 best obj: 1527.39(20) mean: 1571.75, max: 1680.34
