Date: 01-02 at 13:41:23, #particle: 15, iter: 1, fix: false, local: false, cut car: true, new generate: false, Khoo: 1239.37, best obj: 1566.41(17), mean: 2368.51, max: 2904.30
Date: 01-02 at 13:42:21, #particle: 15, iter: 2, fix: false, local: false, cut car: true, new generate: false, Khoo: 1239.37, best obj: 1488.61(17), mean: 2318.89, max: 2954.98
Date: 01-02 at 13:43:23, #particle: 15, iter: 3, fix: false, local: false, cut car: true, new generate: false, Khoo: 1239.37, best obj: 1416.95(16), mean: 2309.48, max: 2918.22
Date: 01-02 at 13:44:17, #particle: 15, iter: 4, fix: false, local: false, cut car: true, new generate: false, Khoo: 1239.37, best obj: 1404.35(16), mean: 2258.39, max: 2923.77
Date: 01-02 at 13:45:22, #particle: 15, iter: 5, fix: false, local: false, cut car: true, new generate: false, Khoo: 1239.37, best obj: 1404.05(16), mean: 2097.28, max: 2953.42
Date: 01-02 at 13:46:36, #particle: 15, iter: 6, fix: false, local: false, cut car: true, new generate: false, Khoo: 1239.37, best obj: 1404.05(16), mean: 1487.90, max: 1573.61
Date: 01-02 at 13:47:31, #particle: 15, iter: 7, fix: false, local: false, cut car: true, new generate: false, Khoo: 1239.37, best obj: 1392.26(17), mean: 1514.41, max: 1605.03
Date: 01-02 at 13:48:29, #particle: 15, iter: 8, fix: false, local: false, cut car: true, new generate: false, Khoo: 1239.37, best obj: 1382.84(17), mean: 1518.09, max: 1645.97
Date: 01-02 at 13:49:39, #particle: 15, iter: 9, fix: false, local: false, cut car: true, new generate: false, Khoo: 1239.37, best obj: 1382.84(17), mean: 1464.27, max: 1654.92
Date: 01-02 at 13:50:35, #particle: 15, iter: 10, fix: false, local: false, cut car: true, new generate: false, Khoo: 1239.37, best obj: 1382.84(17), mean: 1486.93, max: 1698.87
Date: 01-02 at 13:51:37, #particle: 15, iter: 11, fix: false, local: false, cut car: true, new generate: false, Khoo: 1239.37, best obj: 1382.84(17), mean: 1496.09, max: 1655.47
Date: 01-02 at 13:52:42, #particle: 15, iter: 12, fix: false, local: false, cut car: true, new generate: false, Khoo: 1239.37, best obj: 1382.84(17), mean: 1486.95, max: 1586.95
Date: 01-02 at 13:53:38, #particle: 15, iter: 14, fix: false, local: false, cut car: true, new generate: false, Khoo: 1239.37, best obj: 1382.84(17), mean: 1568.97, max: 1777.91
Date: 01-02 at 13:54:33, #particle: 15, iter: 15, fix: false, local: false, cut car: true, new generate: false, Khoo: 1239.37, best obj: 1382.84(17), mean: 1614.38, max: 1832.37
Date: 01-02 at 13:55:34, #particle: 15, iter: 16, fix: false, local: false, cut car: true, new generate: false, Khoo: 1239.37, best obj: 1382.19(17), mean: 1552.61, max: 1747.75
Date: 01-02 at 13:56:33, #particle: 15, iter: 17, fix: false, local: false, cut car: true, new generate: false, Khoo: 1239.37, best obj: 1354.70(16), mean: 1550.91, max: 1755.75
Date: 01-02 at 13:57:32, #particle: 15, iter: 18, fix: false, local: false, cut car: true, new generate: false, Khoo: 1239.37, best obj: 1343.37(16), mean: 1557.37, max: 1810.19
Date: 01-02 at 13:58:32, #particle: 15, iter: 19, fix: false, local: false, cut car: true, new generate: false, Khoo: 1239.37, best obj: 1343.37(16), mean: 1519.93, max: 1745.10
Date: 01-02 at 13:59:23, #particle: 15, iter: 20, fix: false, local: false, cut car: true, new generate: false, Khoo: 1239.37, best obj: 1343.37(16), mean: 1545.75, max: 1769.44
Date: 01-02 at 14:00:28, #particle: 15, iter: 21, fix: false, local: false, cut car: true, new generate: false, Khoo: 1239.37, best obj: 1343.37(16), mean: 1491.73, max: 1761.44
Date: 01-02 at 14:01:26, #particle: 15, iter: 22, fix: false, local: false, cut car: true, new generate: false, Khoo: 1239.37, best obj: 1343.37(16), mean: 1437.20, max: 1522.49
Date: 01-02 at 14:02:31, #particle: 15, iter: 24, fix: false, local: false, cut car: true, new generate: false, Khoo: 1239.37, best obj: 1343.37(16), mean: 1473.20, max: 1684.54
Date: 01-02 at 14:03:27, #particle: 15, iter: 25, fix: false, local: false, cut car: true, new generate: false, Khoo: 1239.37, best obj: 1343.37(16), mean: 1484.32, max: 1732.80
Date: 01-02 at 14:04:27, #particle: 15, iter: 26, fix: false, local: false, cut car: true, new generate: false, Khoo: 1239.37, best obj: 1343.37(16), mean: 1509.52, max: 1759.80
Date: 01-02 at 14:05:19, #particle: 15, iter: 27, fix: false, local: false, cut car: true, new generate: false, Khoo: 1239.37, best obj: 1343.37(16), mean: 1527.83, max: 1762.46
Date: 01-02 at 14:06:23, #particle: 15, iter: 29, fix: false, local: false, cut car: true, new generate: false, Khoo: 1239.37, best obj: 1343.13(17), mean: 1459.28, max: 1595.78
Date: 01-02 at 14:07:18, #particle: 15, iter: 30, fix: false, local: false, cut car: true, new generate: false, Khoo: 1239.37, best obj: 1318.05(15), mean: 1392.43, max: 1562.44
