Date: 12-15 at 18:52:35, #particle: 15, iter: 1, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 1264.11(5), mean: 3346.45, max: 3890.83
Date: 12-15 at 18:53:27, #particle: 15, iter: 2, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 985.24(4), mean: 2901.75, max: 3497.63
Date: 12-15 at 18:54:22, #particle: 15, iter: 3, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 841.03(4), mean: 2742.40, max: 3301.01
Date: 12-15 at 18:55:13, #particle: 15, iter: 4, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 839.00(4), mean: 2006.64, max: 2352.57
Date: 12-15 at 18:56:09, #particle: 15, iter: 5, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 839.00(4), mean: 1034.47, max: 1203.06
Date: 12-15 at 18:57:03, #particle: 15, iter: 6, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 839.00(4), mean: 969.93, max: 1147.24
Date: 12-15 at 18:57:56, #particle: 15, iter: 7, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 839.00(4), mean: 900.29, max: 1013.89
Date: 12-15 at 18:58:52, #particle: 15, iter: 8, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 839.00(4), mean: 960.67, max: 1075.14
Date: 12-15 at 18:59:52, #particle: 15, iter: 10, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 813.48(4), mean: 920.83, max: 1506.15
Date: 12-15 at 19:00:44, #particle: 15, iter: 11, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 809.43(4), mean: 877.44, max: 1060.04
Date: 12-15 at 19:01:38, #particle: 15, iter: 12, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 809.32(4), mean: 857.18, max: 1053.05
Date: 12-15 at 19:02:25, #particle: 15, iter: 13, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 809.32(4), mean: 858.06, max: 1016.38
Date: 12-15 at 19:03:16, #particle: 15, iter: 14, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 809.32(4), mean: 825.80, max: 911.62
Date: 12-15 at 19:04:10, #particle: 15, iter: 15, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 809.32(4), mean: 822.16, max: 891.34
Date: 12-15 at 19:05:00, #particle: 15, iter: 16, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 809.32(4), mean: 826.08, max: 947.61
Date: 12-15 at 19:06:02, #particle: 15, iter: 18, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 809.32(4), mean: 860.15, max: 1204.83
Date: 12-15 at 19:06:53, #particle: 15, iter: 19, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 809.32(4), mean: 866.75, max: 1216.40
Date: 12-15 at 19:07:47, #particle: 15, iter: 20, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 809.32(4), mean: 869.02, max: 1202.50
Date: 12-15 at 19:08:37, #particle: 15, iter: 21, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 809.32(4), mean: 840.48, max: 958.14
Date: 12-15 at 19:09:37, #particle: 15, iter: 23, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 809.32(4), mean: 861.71, max: 1208.85
Date: 12-15 at 19:10:29, #particle: 15, iter: 24, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 809.32(4), mean: 855.33, max: 1105.52
