Date: 12-15 at 20:51:47, #particle: 15, iter: 1, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 1280.83(5), mean: 3151.13, max: 3469.60
Date: 12-15 at 20:52:41, #particle: 15, iter: 2, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 1021.78(6), mean: 2480.09, max: 2960.12
Date: 12-15 at 20:53:33, #particle: 15, iter: 3, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 869.33(6), mean: 2051.27, max: 2539.02
Date: 12-15 at 20:54:23, #particle: 15, iter: 4, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 773.88(6), mean: 2011.31, max: 2502.60
Date: 12-15 at 20:55:17, #particle: 15, iter: 5, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 773.75(6), mean: 1748.89, max: 2304.36
Date: 12-15 at 20:56:12, #particle: 15, iter: 6, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 772.94(6), mean: 1687.33, max: 2185.41
Date: 12-15 at 20:57:08, #particle: 15, iter: 7, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 772.94(6), mean: 1705.64, max: 2201.46
Date: 12-15 at 20:58:07, #particle: 15, iter: 8, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 772.94(6), mean: 992.74, max: 1131.53
Date: 12-15 at 20:59:04, #particle: 15, iter: 9, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 772.94(6), mean: 937.86, max: 1102.91
Date: 12-15 at 20:59:54, #particle: 15, iter: 10, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 772.94(6), mean: 945.77, max: 1156.66
Date: 12-15 at 21:00:49, #particle: 15, iter: 12, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 772.94(6), mean: 981.84, max: 1121.03
Date: 12-15 at 21:01:45, #particle: 15, iter: 13, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 747.62(5), mean: 825.27, max: 1048.94
Date: 12-15 at 21:02:35, #particle: 15, iter: 14, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 733.95(5), mean: 823.71, max: 942.71
Date: 12-15 at 21:03:28, #particle: 15, iter: 15, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 704.99(4), mean: 731.03, max: 770.75
Date: 12-15 at 21:04:19, #particle: 15, iter: 16, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 704.99(4), mean: 720.72, max: 741.11
Date: 12-15 at 21:05:08, #particle: 15, iter: 17, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 703.83(5), mean: 718.80, max: 736.05
Date: 12-15 at 21:05:58, #particle: 15, iter: 18, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 703.83(5), mean: 704.77, max: 707.33
Date: 12-15 at 21:06:51, #particle: 15, iter: 19, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 703.83(5), mean: 703.83, max: 703.83
Date: 12-15 at 21:07:42, #particle: 15, iter: 20, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 703.83(5), mean: 703.83, max: 703.83
Date: 12-15 at 21:08:30, #particle: 15, iter: 21, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 703.83(5), mean: 703.83, max: 703.83
Date: 12-15 at 21:09:21, #particle: 15, iter: 23, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 703.83(5), mean: 813.03, max: 1033.72
Date: 12-15 at 21:10:14, #particle: 15, iter: 24, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 665.87(4), mean: 782.38, max: 997.71
Date: 12-15 at 21:11:04, #particle: 15, iter: 25, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 665.87(4), mean: 718.63, max: 879.48
Date: 12-15 at 21:11:54, #particle: 15, iter: 26, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 665.87(4), mean: 686.62, max: 794.18
Date: 12-15 at 21:12:44, #particle: 15, iter: 27, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 665.87(4), mean: 691.61, max: 800.16
Date: 12-15 at 21:13:38, #particle: 15, iter: 28, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 665.87(4), mean: 687.45, max: 866.49
Date: 12-15 at 21:14:45, #particle: 15, iter: 30, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 665.87(4), mean: 697.90, max: 795.57
Date: 12-15 at 21:15:35, #particle: 15, iter: 31, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 665.87(4), mean: 681.94, max: 746.25
Date: 12-15 at 21:16:26, #particle: 15, iter: 32, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 665.87(4), mean: 665.87, max: 665.87
Date: 12-15 at 21:17:18, #particle: 15, iter: 33, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 665.87(4), mean: 665.87, max: 665.87
Date: 12-15 at 21:18:15, #particle: 15, iter: 35, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 665.87(4), mean: 754.95, max: 1386.26
Date: 12-15 at 21:19:04, #particle: 15, iter: 36, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 665.87(4), mean: 740.02, max: 1296.26
