Date: 11-15 at 10:09:33, #particle: 15, iter: 1, fix: false, local: false, cut car: false, new generate: false, Khoo: 1157.55, best obj: 1707.11(13), mean: 3630.18, max: 4390.65
Date: 11-15 at 10:10:51, #particle: 15, iter: 2, fix: false, local: false, cut car: false, new generate: false, Khoo: 1157.55, best obj: 1534.97(12), mean: 3410.40, max: 4318.35
Date: 11-15 at 10:12:02, #particle: 15, iter: 3, fix: false, local: false, cut car: false, new generate: false, Khoo: 1157.55, best obj: 1517.65(12), mean: 3416.09, max: 4290.84
Date: 11-15 at 10:13:21, #particle: 15, iter: 4, fix: false, local: false, cut car: false, new generate: false, Khoo: 1157.55, best obj: 1498.17(11), mean: 2938.81, max: 3972.18
Date: 11-15 at 10:14:43, #particle: 15, iter: 5, fix: false, local: false, cut car: false, new generate: false, Khoo: 1157.55, best obj: 1497.10(11), mean: 2840.23, max: 3844.48
Date: 11-15 at 10:16:05, #particle: 15, iter: 6, fix: false, local: false, cut car: false, new generate: false, Khoo: 1157.55, best obj: 1496.95(11), mean: 2702.07, max: 3482.27
Date: 11-15 at 10:17:21, #particle: 15, iter: 7, fix: false, local: false, cut car: false, new generate: false, Khoo: 1157.55, best obj: 1496.95(11), mean: 2430.44, max: 3149.49
Date: 11-15 at 10:18:51, #particle: 15, iter: 8, fix: false, local: false, cut car: false, new generate: false, Khoo: 1157.55, best obj: 1496.95(11), mean: 1576.73, max: 1711.43
Date: 11-15 at 10:20:12, #particle: 15, iter: 9, fix: false, local: false, cut car: false, new generate: false, Khoo: 1157.55, best obj: 1496.95(11), mean: 1631.63, max: 1799.92
Date: 11-15 at 10:21:25, #particle: 15, iter: 10, fix: false, local: false, cut car: false, new generate: false, Khoo: 1157.55, best obj: 1496.95(11), mean: 1713.34, max: 1901.48
Date: 11-15 at 10:22:55, #particle: 15, iter: 11, fix: false, local: false, cut car: false, new generate: false, Khoo: 1157.55, best obj: 1425.17(12), mean: 1538.51, max: 1676.76
Date: 11-15 at 10:24:14, #particle: 15, iter: 12, fix: false, local: false, cut car: false, new generate: false, Khoo: 1157.55, best obj: 1397.68(12), mean: 1499.84, max: 1609.50
Date: 11-15 at 10:25:34, #particle: 15, iter: 13, fix: false, local: false, cut car: false, new generate: false, Khoo: 1157.55, best obj: 1391.44(12), mean: 1537.72, max: 1670.53
Date: 11-15 at 10:26:59, #particle: 15, iter: 14, fix: false, local: false, cut car: false, new generate: false, Khoo: 1157.55, best obj: 1389.02(12), mean: 1596.52, max: 1730.30
Date: 11-15 at 10:28:18, #particle: 15, iter: 15, fix: false, local: false, cut car: false, new generate: false, Khoo: 1157.55, best obj: 1389.02(12), mean: 1637.24, max: 1833.29
Date: 11-15 at 10:29:43, #particle: 15, iter: 16, fix: false, local: false, cut car: false, new generate: false, Khoo: 1157.55, best obj: 1389.02(12), mean: 1614.43, max: 1820.37
Date: 11-15 at 10:31:11, #particle: 15, iter: 17, fix: false, local: false, cut car: false, new generate: false, Khoo: 1157.55, best obj: 1389.02(12), mean: 1515.97, max: 1672.14
Date: 11-15 at 10:32:34, #particle: 15, iter: 18, fix: false, local: false, cut car: false, new generate: false, Khoo: 1157.55, best obj: 1389.02(12), mean: 1522.37, max: 1724.04
Date: 11-15 at 10:34:00, #particle: 15, iter: 19, fix: false, local: false, cut car: false, new generate: false, Khoo: 1157.55, best obj: 1389.02(12), mean: 1534.63, max: 1697.32
Date: 11-15 at 10:35:17, #particle: 15, iter: 20, fix: false, local: false, cut car: false, new generate: false, Khoo: 1157.55, best obj: 1389.02(12), mean: 1558.70, max: 1729.05
Date: 11-15 at 10:36:43, #particle: 15, iter: 21, fix: false, local: false, cut car: false, new generate: false, Khoo: 1157.55, best obj: 1389.02(12), mean: 1457.21, max: 1557.66
Date: 11-15 at 10:38:07, #particle: 15, iter: 22, fix: false, local: false, cut car: false, new generate: false, Khoo: 1157.55, best obj: 1389.02(12), mean: 1493.77, max: 1605.57
Date: 11-15 at 10:39:25, #particle: 15, iter: 23, fix: false, local: false, cut car: false, new generate: false, Khoo: 1157.55, best obj: 1389.02(12), mean: 1498.91, max: 1642.01
Date: 11-15 at 10:40:44, #particle: 15, iter: 24, fix: false, local: false, cut car: false, new generate: false, Khoo: 1157.55, best obj: 1389.02(12), mean: 1590.94, max: 1749.48
