Date: 11-15 at 11:58:07, #particle: 15, iter: 1, fix: false, local: false, cut car: false, new generate: false, Khoo: 753.15, best obj: 1116.01(4), mean: 2901.37, max: 3791.83
Date: 11-15 at 11:59:24, #particle: 15, iter: 2, fix: false, local: false, cut car: false, new generate: false, Khoo: 753.15, best obj: 1010.27(7), mean: 2491.67, max: 3568.36
Date: 11-15 at 12:00:45, #particle: 15, iter: 3, fix: false, local: false, cut car: false, new generate: false, Khoo: 753.15, best obj: 946.14(7), mean: 2168.02, max: 3475.82
Date: 11-15 at 12:02:04, #particle: 15, iter: 4, fix: false, local: false, cut car: false, new generate: false, Khoo: 753.15, best obj: 938.41(7), mean: 2078.10, max: 3331.76
Date: 11-15 at 12:03:28, #particle: 15, iter: 5, fix: false, local: false, cut car: false, new generate: false, Khoo: 753.15, best obj: 921.85(9), mean: 1015.85, max: 1096.92
Date: 11-15 at 12:04:47, #particle: 15, iter: 6, fix: false, local: false, cut car: false, new generate: false, Khoo: 753.15, best obj: 919.32(9), mean: 994.83, max: 1139.72
Date: 11-15 at 12:05:57, #particle: 15, iter: 7, fix: false, local: false, cut car: false, new generate: false, Khoo: 753.15, best obj: 919.32(9), mean: 1031.94, max: 1172.72
Date: 11-15 at 12:07:10, #particle: 15, iter: 8, fix: false, local: false, cut car: false, new generate: false, Khoo: 753.15, best obj: 919.32(9), mean: 1053.74, max: 1178.48
Date: 11-15 at 12:08:23, #particle: 15, iter: 9, fix: false, local: false, cut car: false, new generate: false, Khoo: 753.15, best obj: 919.32(9), mean: 1086.49, max: 1204.44
Date: 11-15 at 12:09:42, #particle: 15, iter: 10, fix: false, local: false, cut car: false, new generate: false, Khoo: 753.15, best obj: 919.32(9), mean: 1055.94, max: 1183.51
Date: 11-15 at 12:11:06, #particle: 15, iter: 11, fix: false, local: false, cut car: false, new generate: false, Khoo: 753.15, best obj: 919.32(9), mean: 982.74, max: 1036.66
Date: 11-15 at 12:12:26, #particle: 15, iter: 12, fix: false, local: false, cut car: false, new generate: false, Khoo: 753.15, best obj: 919.32(9), mean: 991.35, max: 1060.47
Date: 11-15 at 12:13:43, #particle: 15, iter: 13, fix: false, local: false, cut car: false, new generate: false, Khoo: 753.15, best obj: 919.32(9), mean: 1017.77, max: 1121.80
Date: 11-15 at 12:15:02, #particle: 15, iter: 14, fix: false, local: false, cut car: false, new generate: false, Khoo: 753.15, best obj: 919.32(9), mean: 989.26, max: 1099.41
Date: 11-15 at 12:16:22, #particle: 15, iter: 15, fix: false, local: false, cut car: false, new generate: false, Khoo: 753.15, best obj: 919.32(9), mean: 997.38, max: 1074.97
Date: 11-15 at 12:17:37, #particle: 15, iter: 16, fix: false, local: false, cut car: false, new generate: false, Khoo: 753.15, best obj: 919.32(9), mean: 980.74, max: 1032.05
