Date: 11-15 at 13:53:22, #particle: 15, iter: 1, fix: false, local: false, cut car: false, new generate: false, Khoo: 753.15, best obj: 1090.21(4), mean: 2325.53, max: 3401.95
Date: 11-15 at 13:54:35, #particle: 15, iter: 2, fix: false, local: false, cut car: false, new generate: false, Khoo: 753.15, best obj: 1040.88(4), mean: 1819.52, max: 2848.44
Date: 11-15 at 13:55:43, #particle: 15, iter: 3, fix: false, local: false, cut car: false, new generate: false, Khoo: 753.15, best obj: 1016.20(4), mean: 1767.08, max: 2804.01
Date: 11-15 at 13:56:50, #particle: 15, iter: 4, fix: false, local: false, cut car: false, new generate: false, Khoo: 753.15, best obj: 1002.74(4), mean: 1484.80, max: 2113.10
Date: 11-15 at 13:58:01, #particle: 15, iter: 5, fix: false, local: false, cut car: false, new generate: false, Khoo: 753.15, best obj: 1001.02(4), mean: 1472.25, max: 1999.57
Date: 11-15 at 13:59:14, #particle: 15, iter: 6, fix: false, local: false, cut car: false, new generate: false, Khoo: 753.15, best obj: 1001.02(4), mean: 1474.78, max: 2048.88
Date: 11-15 at 14:00:29, #particle: 15, iter: 7, fix: false, local: false, cut car: false, new generate: false, Khoo: 753.15, best obj: 1001.02(4), mean: 1074.62, max: 1138.13
Date: 11-15 at 14:01:38, #particle: 15, iter: 8, fix: false, local: false, cut car: false, new generate: false, Khoo: 753.15, best obj: 1001.02(4), mean: 1183.42, max: 1274.87
Date: 11-15 at 14:02:52, #particle: 15, iter: 9, fix: false, local: false, cut car: false, new generate: false, Khoo: 753.15, best obj: 1001.02(4), mean: 1150.83, max: 1328.20
Date: 11-15 at 14:04:04, #particle: 15, iter: 10, fix: false, local: false, cut car: false, new generate: false, Khoo: 753.15, best obj: 1001.02(4), mean: 1111.23, max: 1223.41
Date: 11-15 at 14:05:13, #particle: 15, iter: 11, fix: false, local: false, cut car: false, new generate: false, Khoo: 753.15, best obj: 1001.02(4), mean: 1206.73, max: 1347.13
Date: 11-15 at 14:06:28, #particle: 15, iter: 12, fix: false, local: false, cut car: false, new generate: false, Khoo: 753.15, best obj: 990.87(7), mean: 1194.55, max: 1402.68
Date: 11-15 at 14:07:35, #particle: 15, iter: 13, fix: false, local: false, cut car: false, new generate: false, Khoo: 753.15, best obj: 982.91(7), mean: 1228.49, max: 1445.39
Date: 11-15 at 14:08:46, #particle: 15, iter: 14, fix: false, local: false, cut car: false, new generate: false, Khoo: 753.15, best obj: 965.66(6), mean: 1294.16, max: 1503.37
Date: 11-15 at 14:09:59, #particle: 15, iter: 15, fix: false, local: false, cut car: false, new generate: false, Khoo: 753.15, best obj: 965.14(6), mean: 1268.77, max: 1465.47
Date: 11-15 at 14:11:14, #particle: 15, iter: 16, fix: false, local: false, cut car: false, new generate: false, Khoo: 753.15, best obj: 965.14(6), mean: 1251.36, max: 1487.48
Date: 11-15 at 14:12:31, #particle: 15, iter: 17, fix: false, local: false, cut car: false, new generate: false, Khoo: 753.15, best obj: 965.14(6), mean: 1064.96, max: 1135.39
Date: 11-15 at 14:13:41, #particle: 15, iter: 18, fix: false, local: false, cut car: false, new generate: false, Khoo: 753.15, best obj: 965.14(6), mean: 1087.95, max: 1189.97
