Date: 07-06 at 01:41:39, iter: 1, fix: false, local: true, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1705.27(20) mean: 2687.47, max: 2931.86
Date: 07-06 at 01:43:05, iter: 2, fix: false, local: true, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1630.87(20) mean: 2699.81, max: 2928.33
Date: 07-06 at 01:44:34, iter: 3, fix: false, local: true, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1584.45(20) mean: 2475.85, max: 2938.63
Date: 07-06 at 01:46:10, iter: 4, fix: false, local: true, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1584.45(20) mean: 2479.27, max: 2939.70
Date: 07-06 at 01:47:38, iter: 5, fix: false, local: true, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1584.45(20) mean: 2414.84, max: 2950.80
Date: 07-06 at 01:49:07, iter: 6, fix: false, local: true, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1584.45(20) mean: 2220.70, max: 2973.10
Date: 07-06 at 01:50:41, iter: 7, fix: false, local: true, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1584.45(20) mean: 2217.96, max: 2981.36
Date: 07-06 at 01:52:11, iter: 9, fix: false, local: true, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1584.45(20) mean: 2093.40, max: 2913.72
Date: 07-06 at 01:53:41, iter: 10, fix: false, local: true, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1584.45(20) mean: 1830.05, max: 2550.06
Date: 07-06 at 01:55:11, iter: 11, fix: false, local: true, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1573.71(20) mean: 1653.71, max: 1784.82
Date: 07-06 at 01:56:34, iter: 12, fix: false, local: true, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1551.79(19) mean: 1691.74, max: 1839.90
Date: 07-06 at 01:58:00, iter: 13, fix: false, local: true, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1530.45(19) mean: 1734.16, max: 1892.19
Date: 07-06 at 01:59:20, iter: 14, fix: false, local: true, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1530.45(19) mean: 1773.23, max: 1934.04
Date: 07-06 at 02:01:00, iter: 15, fix: false, local: true, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1530.45(19) mean: 1621.76, max: 1681.24
Date: 07-06 at 02:02:26, iter: 16, fix: false, local: true, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1530.45(19) mean: 1619.32, max: 1710.51
Date: 07-06 at 02:03:57, iter: 17, fix: false, local: true, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1530.45(19) mean: 1624.73, max: 1730.55
Date: 07-06 at 02:05:33, iter: 19, fix: false, local: true, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1530.45(19) mean: 1649.06, max: 1753.18
Date: 07-06 at 02:07:08, iter: 20, fix: false, local: true, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1530.45(19) mean: 1614.61, max: 1748.67
Date: 07-06 at 02:08:37, iter: 21, fix: false, local: true, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1530.45(19) mean: 1595.92, max: 1737.65
