Date: 06-29 at 12:19:10, iter: 1, fix: false, local: false, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1860.14(23) mean: 2473.69, max: 2810.21
Date: 06-29 at 12:20:27, iter: 2, fix: false, local: false, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1784.11(23) mean: 2432.39, max: 2836.82
Date: 06-29 at 12:21:45, iter: 3, fix: false, local: false, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1748.32(22) mean: 2323.81, max: 2838.17
Date: 06-29 at 12:23:15, iter: 4, fix: false, local: false, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1732.30(22) mean: 2092.14, max: 2769.74
Date: 06-29 at 12:24:53, iter: 5, fix: false, local: false, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1730.46(22) mean: 2076.50, max: 2803.30
Date: 06-29 at 12:26:26, iter: 6, fix: false, local: false, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1727.05(22) mean: 2041.22, max: 2771.48
Date: 06-29 at 12:28:06, iter: 7, fix: false, local: false, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1727.05(22) mean: 2020.40, max: 2779.27
Date: 06-29 at 12:29:48, iter: 8, fix: false, local: false, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1727.05(22) mean: 1950.91, max: 2795.81
Date: 06-29 at 12:31:24, iter: 9, fix: false, local: false, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1701.37(22) mean: 1941.37, max: 2819.69
Date: 06-29 at 12:33:11, iter: 10, fix: false, local: false, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1685.56(21) mean: 1954.64, max: 2835.50
Date: 06-29 at 12:35:03, iter: 11, fix: false, local: false, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1685.56(21) mean: 1867.22, max: 2794.78
Date: 06-29 at 12:36:43, iter: 12, fix: false, local: false, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1685.56(21) mean: 1803.29, max: 1922.05
Date: 06-29 at 12:38:23, iter: 13, fix: false, local: false, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1682.85(21) mean: 1769.67, max: 1921.12
Date: 06-29 at 12:40:02, iter: 14, fix: false, local: false, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1669.47(21) mean: 1748.31, max: 1838.69
Date: 06-29 at 12:41:42, iter: 15, fix: false, local: false, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1667.70(21) mean: 1745.79, max: 1812.83
Date: 06-29 at 12:43:13, iter: 16, fix: false, local: false, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1667.70(21) mean: 1787.86, max: 1877.17
Date: 06-29 at 12:44:43, iter: 17, fix: false, local: false, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1667.70(21) mean: 1810.30, max: 1920.49
Date: 06-29 at 12:46:12, iter: 18, fix: false, local: false, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1667.70(21) mean: 1829.50, max: 1944.52
