Date: 11-23 at 08:24:58, #particle: 15, iter: 1, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 1340.88(13), mean: 3129.53, max: 3789.70
Date: 11-23 at 08:26:01, #particle: 15, iter: 2, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 1253.57(13), mean: 3105.41, max: 3771.27
Date: 11-23 at 08:27:07, #particle: 15, iter: 3, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 1234.02(14), mean: 2583.79, max: 3358.87
Date: 11-23 at 08:28:13, #particle: 15, iter: 4, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 1107.15(15), mean: 2154.08, max: 2952.19
Date: 11-23 at 08:29:18, #particle: 15, iter: 5, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 1045.95(14), mean: 1213.59, max: 1422.10
Date: 11-23 at 08:30:27, #particle: 15, iter: 6, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 1021.86(14), mean: 1094.71, max: 1193.13
Date: 11-23 at 08:31:30, #particle: 15, iter: 7, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 1012.22(14), mean: 1112.07, max: 1232.35
Date: 11-23 at 08:32:34, #particle: 15, iter: 8, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 986.28(13), mean: 1136.43, max: 1267.97
Date: 11-23 at 08:33:37, #particle: 15, iter: 9, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 986.28(13), mean: 1103.62, max: 1275.68
Date: 11-23 at 08:34:42, #particle: 15, iter: 10, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 956.42(13), mean: 1068.51, max: 1174.13
Date: 11-23 at 08:35:45, #particle: 15, iter: 11, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 952.00(13), mean: 1047.51, max: 1127.24
Date: 11-23 at 08:36:46, #particle: 15, iter: 12, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 951.34(13), mean: 1008.15, max: 1070.15
Date: 11-23 at 08:37:50, #particle: 15, iter: 13, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 919.60(12), mean: 965.52, max: 1012.98
Date: 11-23 at 08:38:51, #particle: 15, iter: 14, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 887.96(11), mean: 995.67, max: 1045.94
Date: 11-23 at 08:39:54, #particle: 15, iter: 15, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 887.96(11), mean: 961.24, max: 1047.62
Date: 11-23 at 08:40:57, #particle: 15, iter: 16, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 887.96(11), mean: 936.83, max: 978.11
Date: 11-23 at 08:41:56, #particle: 15, iter: 17, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 887.96(11), mean: 927.70, max: 977.37
Date: 11-23 at 08:42:57, #particle: 15, iter: 18, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 887.96(11), mean: 924.60, max: 977.37
Date: 11-23 at 08:43:55, #particle: 15, iter: 19, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 884.11(11), mean: 890.27, max: 913.33
Date: 11-23 at 08:44:54, #particle: 15, iter: 20, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 855.68(11), mean: 886.98, max: 913.33
Date: 11-23 at 08:45:54, #particle: 15, iter: 21, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 848.94(11), mean: 886.53, max: 913.33
Date: 11-23 at 08:46:54, #particle: 15, iter: 22, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 828.94(10), mean: 885.15, max: 913.33
Date: 11-23 at 08:47:50, #particle: 15, iter: 23, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 828.94(10), mean: 885.15, max: 913.33
Date: 11-23 at 08:48:48, #particle: 15, iter: 24, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 828.94(10), mean: 885.09, max: 912.53
Date: 11-23 at 08:49:43, #particle: 15, iter: 25, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 828.94(10), mean: 885.09, max: 912.53
Date: 11-23 at 08:50:44, #particle: 15, iter: 26, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 828.94(10), mean: 877.19, max: 912.53
Date: 11-23 at 08:51:41, #particle: 15, iter: 27, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 828.94(10), mean: 877.39, max: 918.64
Date: 11-23 at 08:52:43, #particle: 15, iter: 28, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 828.94(10), mean: 861.43, max: 918.23
Date: 11-23 at 08:53:38, #particle: 15, iter: 29, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 828.94(10), mean: 828.94, max: 828.94
Date: 11-23 at 08:54:34, #particle: 15, iter: 30, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 828.94(10), mean: 828.94, max: 828.94
Date: 11-23 at 08:55:29, #particle: 15, iter: 31, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 828.94(10), mean: 828.94, max: 828.94
Date: 11-23 at 08:56:25, #particle: 15, iter: 32, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 828.94(10), mean: 828.94, max: 828.94
