Date: 06-29 at 20:17:41, iter: 1, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1536.18(6) mean: 2732.78, max: 3517.46
Date: 06-29 at 20:18:35, iter: 2, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1405.23(6) mean: 2302.74, max: 3396.40
Date: 06-29 at 20:19:35, iter: 3, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1368.77(12) mean: 2121.65, max: 3347.14
Date: 06-29 at 20:20:43, iter: 4, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1286.98(11) mean: 2125.64, max: 3334.89
Date: 06-29 at 20:21:43, iter: 5, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1285.51(11) mean: 2054.50, max: 3294.40
Date: 06-29 at 20:22:54, iter: 6, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1285.51(11) mean: 1420.89, max: 1580.77
Date: 06-29 at 20:23:47, iter: 7, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1285.51(11) mean: 1437.08, max: 1601.26
Date: 06-29 at 20:24:52, iter: 8, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1285.51(11) mean: 1334.28, max: 1397.17
Date: 06-29 at 20:25:49, iter: 9, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1270.70(12) mean: 1350.29, max: 1430.34
Date: 06-29 at 20:26:40, iter: 10, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1266.68(12) mean: 1368.63, max: 1480.90
Date: 06-29 at 20:27:47, iter: 11, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1266.68(12) mean: 1369.28, max: 1494.53
Date: 06-29 at 20:28:45, iter: 12, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1244.07(11) mean: 1365.55, max: 1464.99
Date: 06-29 at 20:30:04, iter: 13, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1238.10(11) mean: 1305.89, max: 1375.12
Date: 06-29 at 20:31:03, iter: 14, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1238.10(11) mean: 1343.03, max: 1414.26
Date: 06-29 at 20:32:10, iter: 15, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1238.10(11) mean: 1314.50, max: 1410.31
Date: 06-29 at 20:33:09, iter: 16, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1238.10(11) mean: 1291.05, max: 1361.52
Date: 06-29 at 20:34:12, iter: 17, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1238.10(11) mean: 1293.27, max: 1372.12
Date: 06-29 at 20:35:21, iter: 18, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1238.10(11) mean: 1269.32, max: 1307.22
Date: 06-29 at 20:36:27, iter: 19, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1237.37(11) mean: 1273.23, max: 1308.17
Date: 06-29 at 20:37:28, iter: 20, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1237.37(11) mean: 1290.43, max: 1351.97
Date: 06-29 at 20:38:34, iter: 21, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1237.37(11) mean: 1262.78, max: 1301.56
Date: 06-29 at 20:39:38, iter: 22, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1237.37(11) mean: 1282.29, max: 1334.68
Date: 06-29 at 20:40:42, iter: 23, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1236.46(11) mean: 1257.17, max: 1303.98
Date: 06-29 at 20:41:40, iter: 24, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1233.79(11) mean: 1266.33, max: 1318.61
Date: 06-29 at 20:42:45, iter: 25, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1229.93(11) mean: 1278.27, max: 1330.66
Date: 06-29 at 20:43:41, iter: 26, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1229.42(11) mean: 1251.48, max: 1357.76
Date: 06-29 at 20:44:51, iter: 27, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1223.11(11) mean: 1245.15, max: 1306.62
Date: 06-29 at 20:45:48, iter: 28, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1223.11(11) mean: 1248.49, max: 1315.60
Date: 06-29 at 20:46:49, iter: 29, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1223.11(11) mean: 1255.33, max: 1308.73
Date: 06-29 at 20:47:51, iter: 30, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1223.11(11) mean: 1246.74, max: 1338.23
Date: 06-29 at 20:48:51, iter: 31, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1220.72(11) mean: 1235.02, max: 1269.32
Date: 06-29 at 20:49:56, iter: 32, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1220.72(11) mean: 1233.09, max: 1263.28
Date: 06-29 at 20:51:00, iter: 33, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1220.72(11) mean: 1233.73, max: 1276.85
Date: 06-29 at 20:52:00, iter: 34, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1220.72(11) mean: 1251.21, max: 1295.58
Date: 06-29 at 20:53:00, iter: 35, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1220.72(11) mean: 1232.03, max: 1272.98
Date: 06-29 at 20:54:09, iter: 36, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1220.72(11) mean: 1234.57, max: 1280.57
Date: 06-29 at 20:55:11, iter: 37, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1220.72(11) mean: 1230.93, max: 1257.99
Date: 06-29 at 20:56:10, iter: 38, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1220.72(11) mean: 1231.04, max: 1308.76
Date: 06-29 at 20:57:07, iter: 39, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1220.72(11) mean: 1222.29, max: 1237.44
Date: 06-29 at 20:58:13, iter: 40, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1220.72(11) mean: 1220.83, max: 1222.33
Date: 06-29 at 20:59:17, iter: 41, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1220.72(11) mean: 1220.83, max: 1222.33
Date: 06-29 at 21:00:18, iter: 42, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1220.72(11) mean: 1220.72, max: 1220.72
Date: 06-29 at 21:01:20, iter: 43, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1220.72(11) mean: 1220.72, max: 1220.72
Date: 06-29 at 21:02:21, iter: 44, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1220.72(11) mean: 1220.72, max: 1220.72
Date: 06-29 at 21:03:24, iter: 45, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1220.72(11) mean: 1220.72, max: 1220.72
Date: 06-29 at 21:04:30, iter: 46, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1220.72(11) mean: 1220.72, max: 1220.72
Date: 06-29 at 21:05:31, iter: 47, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1220.72(11) mean: 1220.72, max: 1220.72
Date: 06-29 at 21:06:31, iter: 48, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1220.72(11) mean: 1220.72, max: 1220.72
Date: 06-29 at 21:07:53, iter: 49, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1220.72(11) mean: 1220.72, max: 1220.72
Date: 06-29 at 21:09:00, iter: 50, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1220.72(11) mean: 1220.72, max: 1220.72
Date: 06-29 at 21:10:15, iter: 51, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1220.72(11) mean: 1220.72, max: 1220.72
Date: 06-29 at 21:11:19, iter: 52, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1220.72(11) mean: 1220.72, max: 1220.72
Date: 06-29 at 21:12:24, iter: 53, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1220.72(11) mean: 1220.72, max: 1220.72
Date: 06-29 at 21:13:31, iter: 54, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1220.72(11) mean: 1220.72, max: 1220.72
Date: 06-29 at 21:14:31, iter: 55, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1220.72(11) mean: 1220.72, max: 1220.72
Date: 06-29 at 21:15:35, iter: 56, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1220.72(11) mean: 1220.72, max: 1220.72
Date: 06-29 at 21:16:39, iter: 57, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1220.72(11) mean: 1220.72, max: 1220.72
Date: 06-29 at 21:17:53, iter: 58, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1220.72(11) mean: 1220.72, max: 1220.72
Date: 06-29 at 21:18:55, iter: 59, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1220.72(11) mean: 1220.72, max: 1220.72
Date: 06-29 at 21:19:54, iter: 60, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1220.72(11) mean: 1220.72, max: 1220.72
Date: 06-29 at 21:20:45, iter: 61, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1220.72(11) mean: 1220.72, max: 1220.72
Date: 06-29 at 21:21:44, iter: 62, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1220.72(11) mean: 1220.72, max: 1220.72
Date: 06-29 at 21:22:37, iter: 63, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1220.72(11) mean: 1220.72, max: 1220.72
Date: 06-29 at 21:23:42, iter: 64, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1220.72(11) mean: 1220.72, max: 1220.72
Date: 06-29 at 21:24:42, iter: 65, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1220.72(11) mean: 1220.72, max: 1220.72
Date: 06-29 at 21:25:50, iter: 66, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1220.72(11) mean: 1220.72, max: 1220.72
Date: 06-29 at 21:26:49, iter: 67, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1220.72(11) mean: 1220.72, max: 1220.72
Date: 06-29 at 21:28:06, iter: 68, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1220.72(11) mean: 1220.72, max: 1220.72
Date: 06-29 at 21:29:04, iter: 69, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1220.72(11) mean: 1220.72, max: 1220.72
Date: 06-29 at 21:30:05, iter: 70, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1220.72(11) mean: 1220.72, max: 1220.72
Date: 06-29 at 21:30:57, iter: 71, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1220.72(11) mean: 1220.72, max: 1220.72
Date: 06-29 at 21:32:05, iter: 72, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1220.72(11) mean: 1220.72, max: 1220.72
Date: 06-29 at 21:33:06, iter: 73, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1220.72(11) mean: 1220.72, max: 1220.72
Date: 06-29 at 21:34:07, iter: 74, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1220.72(11) mean: 1220.72, max: 1220.72
Date: 06-29 at 21:35:06, iter: 75, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1220.72(11) mean: 1220.72, max: 1220.72
