Date: 06-30 at 01:17:06, iter: 1, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1645.84(11) mean: 2748.84, max: 3520.86
Date: 06-30 at 01:18:17, iter: 2, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1388.20(11) mean: 2456.76, max: 3163.47
Date: 06-30 at 01:19:22, iter: 3, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1343.50(11) mean: 2142.58, max: 3044.20
Date: 06-30 at 01:20:29, iter: 4, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1333.45(11) mean: 2078.17, max: 2940.21
Date: 06-30 at 01:21:41, iter: 5, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1333.45(11) mean: 1907.36, max: 2676.04
Date: 06-30 at 01:22:43, iter: 6, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1321.64(13) mean: 1600.23, max: 2112.53
Date: 06-30 at 01:23:50, iter: 7, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1319.95(13) mean: 1608.68, max: 2123.65
Date: 06-30 at 01:24:59, iter: 8, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1294.20(12) mean: 1405.03, max: 2046.77
Date: 06-30 at 01:26:07, iter: 9, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1262.83(12) mean: 1379.90, max: 1453.42
Date: 06-30 at 01:27:14, iter: 10, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1262.83(12) mean: 1322.27, max: 1407.87
Date: 06-30 at 01:28:29, iter: 11, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1254.47(11) mean: 1307.40, max: 1374.97
Date: 06-30 at 01:29:36, iter: 12, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1254.47(11) mean: 1346.16, max: 1426.54
Date: 06-30 at 01:30:47, iter: 13, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1254.47(11) mean: 1328.70, max: 1424.73
Date: 06-30 at 01:31:46, iter: 14, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1254.47(11) mean: 1296.04, max: 1388.44
Date: 06-30 at 01:33:13, iter: 15, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1254.47(11) mean: 1295.57, max: 1333.43
Date: 06-30 at 01:34:43, iter: 16, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1254.47(11) mean: 1282.61, max: 1318.49
Date: 06-30 at 01:36:00, iter: 17, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1254.47(11) mean: 1315.73, max: 1350.61
Date: 06-30 at 01:37:13, iter: 18, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1254.47(11) mean: 1286.26, max: 1390.91
Date: 06-30 at 01:38:20, iter: 19, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1254.47(11) mean: 1280.38, max: 1342.49
Date: 06-30 at 01:39:40, iter: 20, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1254.47(11) mean: 1277.04, max: 1332.04
Date: 06-30 at 01:40:48, iter: 21, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1254.47(11) mean: 1283.89, max: 1382.85
Date: 06-30 at 01:41:58, iter: 22, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1254.47(11) mean: 1277.36, max: 1354.70
Date: 06-30 at 01:43:15, iter: 23, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1254.47(11) mean: 1277.87, max: 1330.73
Date: 06-30 at 01:44:28, iter: 24, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1254.47(11) mean: 1276.83, max: 1328.25
Date: 06-30 at 01:45:24, iter: 25, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1246.39(11) mean: 1269.20, max: 1305.94
Date: 06-30 at 01:46:30, iter: 26, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1246.39(11) mean: 1281.34, max: 1311.74
Date: 06-30 at 01:47:35, iter: 27, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1246.39(11) mean: 1276.04, max: 1333.39
Date: 06-30 at 01:48:42, iter: 28, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1246.39(11) mean: 1255.48, max: 1270.37
Date: 06-30 at 01:49:58, iter: 29, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1235.89(11) mean: 1250.12, max: 1267.60
Date: 06-30 at 01:51:01, iter: 30, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1235.89(11) mean: 1248.37, max: 1262.79
Date: 06-30 at 01:52:15, iter: 31, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1235.89(11) mean: 1248.35, max: 1262.49
Date: 06-30 at 01:53:21, iter: 32, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1235.89(11) mean: 1248.02, max: 1262.49
Date: 06-30 at 01:54:31, iter: 33, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1235.89(11) mean: 1247.75, max: 1260.42
Date: 06-30 at 01:55:29, iter: 34, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1235.89(11) mean: 1247.61, max: 1260.42
Date: 06-30 at 01:56:30, iter: 35, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1235.89(11) mean: 1247.34, max: 1260.42
Date: 06-30 at 01:57:32, iter: 36, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1235.89(11) mean: 1247.34, max: 1260.42
Date: 06-30 at 01:58:40, iter: 37, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1235.89(11) mean: 1271.07, max: 1279.38
Date: 06-30 at 01:59:49, iter: 38, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1233.87(11) mean: 1253.23, max: 1273.12
Date: 06-30 at 02:00:58, iter: 39, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1233.87(11) mean: 1244.14, max: 1264.69
Date: 06-30 at 02:02:05, iter: 40, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1233.87(11) mean: 1252.76, max: 1323.18
Date: 06-30 at 02:03:19, iter: 41, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1233.87(11) mean: 1242.06, max: 1267.03
Date: 06-30 at 02:04:31, iter: 42, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1233.87(11) mean: 1237.21, max: 1257.87
Date: 06-30 at 02:05:37, iter: 43, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1233.87(11) mean: 1236.08, max: 1244.72
