Date: 07-11 at 20:45:36, iter: 1, fix: false, local: false, cut car: true, new generate: true, Khoo: 591.17 best obj: 1117.97(8) mean: 3470.38, max: 4147.97
Date: 07-11 at 20:46:22, iter: 2, fix: false, local: false, cut car: true, new generate: true, Khoo: 591.17 best obj: 952.61(7) mean: 2837.10, max: 3927.74
Date: 07-11 at 20:47:08, iter: 3, fix: false, local: false, cut car: true, new generate: true, Khoo: 591.17 best obj: 921.36(7) mean: 2368.73, max: 3592.95
Date: 07-11 at 20:47:58, iter: 4, fix: false, local: false, cut car: true, new generate: true, Khoo: 591.17 best obj: 883.12(7) mean: 2128.03, max: 3476.73
Date: 07-11 at 20:48:48, iter: 5, fix: false, local: false, cut car: true, new generate: true, Khoo: 591.17 best obj: 861.94(7) mean: 2144.71, max: 3496.07
Date: 07-11 at 20:49:33, iter: 6, fix: false, local: false, cut car: true, new generate: true, Khoo: 591.17 best obj: 861.94(7) mean: 1821.87, max: 2946.71
Date: 07-11 at 20:50:19, iter: 7, fix: false, local: false, cut car: true, new generate: true, Khoo: 591.17 best obj: 861.94(7) mean: 1829.40, max: 2920.45
Date: 07-11 at 20:51:13, iter: 8, fix: false, local: false, cut car: true, new generate: true, Khoo: 591.17 best obj: 838.20(8) mean: 1176.96, max: 2277.34
Date: 07-11 at 20:51:58, iter: 9, fix: false, local: false, cut car: true, new generate: true, Khoo: 591.17 best obj: 826.47(8) mean: 1127.94, max: 2020.22
Date: 07-11 at 20:52:48, iter: 10, fix: false, local: false, cut car: true, new generate: true, Khoo: 591.17 best obj: 825.62(8) mean: 949.63, max: 1135.49
Date: 07-11 at 20:53:37, iter: 11, fix: false, local: false, cut car: true, new generate: true, Khoo: 591.17 best obj: 825.62(8) mean: 910.77, max: 1023.05
Date: 07-11 at 20:54:21, iter: 12, fix: false, local: false, cut car: true, new generate: true, Khoo: 591.17 best obj: 825.62(8) mean: 905.55, max: 1051.34
