Date: 07-13 at 13:46:30, iter: 1, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 1262.61(5) mean: 3762.16, max: 4517.95
Date: 07-13 at 13:47:17, iter: 2, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 1053.18(5) mean: 3669.24, max: 4428.63
Date: 07-13 at 13:47:52, iter: 3, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 1005.39(4) mean: 1588.50, max: 3544.84
Date: 07-13 at 13:48:23, iter: 4, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 985.62(4) mean: 1365.08, max: 3530.94
Date: 07-13 at 13:48:56, iter: 5, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 985.60(4) mean: 1284.46, max: 3547.01
Date: 07-13 at 13:49:29, iter: 6, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 908.13(8) mean: 1081.71, max: 1276.26
Date: 07-13 at 13:50:01, iter: 7, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 789.22(7) mean: 988.73, max: 1199.98
Date: 07-13 at 13:50:41, iter: 8, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 769.84(7) mean: 919.67, max: 1086.80
Date: 07-13 at 13:51:20, iter: 9, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 765.82(6) mean: 821.86, max: 925.06
Date: 07-13 at 13:51:56, iter: 10, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 758.66(6) mean: 794.45, max: 886.25
Date: 07-13 at 13:52:29, iter: 11, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 676.89(5) mean: 797.12, max: 852.02
Date: 07-13 at 13:52:52, iter: 12, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 676.48(5) mean: 724.57, max: 767.05
Date: 07-13 at 13:53:15, iter: 13, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 672.61(5) mean: 714.23, max: 735.53
Date: 07-13 at 13:53:45, iter: 14, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 672.61(5) mean: 744.30, max: 770.74
Date: 07-13 at 13:54:16, iter: 15, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 672.61(5) mean: 777.82, max: 813.16
Date: 07-13 at 13:54:53, iter: 16, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 672.61(5) mean: 697.13, max: 755.55
Date: 07-13 at 13:55:24, iter: 17, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 672.61(5) mean: 719.71, max: 743.12
Date: 07-13 at 13:56:02, iter: 18, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 672.61(5) mean: 672.63, max: 672.93
Date: 07-13 at 13:56:42, iter: 19, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 672.61(5) mean: 672.61, max: 672.61
Date: 07-13 at 13:57:05, iter: 20, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 672.61(5) mean: 672.61, max: 672.61
Date: 07-13 at 13:57:35, iter: 21, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 672.61(5) mean: 672.61, max: 672.61
Date: 07-13 at 13:58:00, iter: 22, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 672.61(5) mean: 672.61, max: 672.61
Date: 07-13 at 13:58:35, iter: 23, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 672.61(5) mean: 672.61, max: 672.61
Date: 07-13 at 13:59:14, iter: 24, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 672.61(5) mean: 672.61, max: 672.61
Date: 07-13 at 13:59:51, iter: 25, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 672.61(5) mean: 672.61, max: 672.61
Date: 07-13 at 14:00:27, iter: 26, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 672.61(5) mean: 672.61, max: 672.61
Date: 07-13 at 14:00:56, iter: 27, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 672.61(5) mean: 672.61, max: 672.61
Date: 07-13 at 14:01:32, iter: 28, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 672.61(5) mean: 672.61, max: 672.61
Date: 07-13 at 14:02:08, iter: 29, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 672.61(5) mean: 672.61, max: 672.61
Date: 07-13 at 14:02:38, iter: 30, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 672.61(5) mean: 672.61, max: 672.61
Date: 07-13 at 14:03:11, iter: 31, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 672.61(5) mean: 672.61, max: 672.61
Date: 07-13 at 14:03:35, iter: 32, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 672.61(5) mean: 672.61, max: 672.61
Date: 07-13 at 14:04:07, iter: 33, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 672.61(5) mean: 672.61, max: 672.61
Date: 07-13 at 14:04:45, iter: 34, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 672.61(5) mean: 672.61, max: 672.61
Date: 07-13 at 14:05:14, iter: 35, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 672.61(5) mean: 672.61, max: 672.61
Date: 07-13 at 14:05:47, iter: 36, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 672.61(5) mean: 672.61, max: 672.61
Date: 07-13 at 14:06:21, iter: 37, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 672.61(5) mean: 672.61, max: 672.61
Date: 07-13 at 14:06:55, iter: 38, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 672.61(5) mean: 672.61, max: 672.61
Date: 07-13 at 14:07:26, iter: 39, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 672.61(5) mean: 672.61, max: 672.61
Date: 07-13 at 14:08:03, iter: 40, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 672.61(5) mean: 672.61, max: 672.61
Date: 07-13 at 14:08:40, iter: 41, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 672.61(5) mean: 672.61, max: 672.61
Date: 07-13 at 14:09:18, iter: 42, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 672.61(5) mean: 672.61, max: 672.61
Date: 07-13 at 14:09:53, iter: 43, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 672.61(5) mean: 672.61, max: 672.61
