Date: 12-20 at 06:32:18, #particle: 15, iter: 1, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56, best obj: 1111.84(5), mean: 2588.96, max: 3634.87
Date: 12-20 at 06:33:00, #particle: 15, iter: 2, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56, best obj: 914.17(5), mean: 2545.92, max: 3534.72
Date: 12-20 at 06:33:34, #particle: 15, iter: 3, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56, best obj: 875.27(5), mean: 2190.41, max: 2945.01
Date: 12-20 at 06:34:23, #particle: 15, iter: 4, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56, best obj: 789.72(5), mean: 2137.55, max: 2807.72
Date: 12-20 at 06:34:54, #particle: 15, iter: 5, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56, best obj: 786.29(5), mean: 1219.27, max: 1764.46
Date: 12-20 at 06:35:38, #particle: 15, iter: 6, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56, best obj: 783.23(5), mean: 1071.81, max: 1548.26
Date: 12-20 at 06:36:28, #particle: 15, iter: 7, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56, best obj: 781.17(5), mean: 942.42, max: 1105.64
Date: 12-20 at 06:37:06, #particle: 15, iter: 8, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56, best obj: 780.43(5), mean: 789.43, max: 838.23
Date: 12-20 at 06:37:41, #particle: 15, iter: 9, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56, best obj: 780.38(5), mean: 787.53, max: 844.03
Date: 12-20 at 06:38:22, #particle: 15, iter: 10, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56, best obj: 780.38(5), mean: 782.75, max: 811.91
Date: 12-20 at 06:39:07, #particle: 15, iter: 11, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56, best obj: 780.38(5), mean: 782.55, max: 811.91
Date: 12-20 at 06:39:45, #particle: 15, iter: 12, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56, best obj: 780.38(5), mean: 782.50, max: 811.91
Date: 12-20 at 06:40:24, #particle: 15, iter: 13, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56, best obj: 780.38(5), mean: 782.50, max: 811.91
Date: 12-20 at 06:41:03, #particle: 15, iter: 14, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56, best obj: 780.38(5), mean: 782.50, max: 811.91
Date: 12-20 at 06:41:52, #particle: 15, iter: 15, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56, best obj: 780.38(5), mean: 782.50, max: 811.91
Date: 12-20 at 06:42:33, #particle: 15, iter: 16, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56, best obj: 780.38(5), mean: 782.50, max: 811.91
Date: 12-20 at 06:43:12, #particle: 15, iter: 17, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56, best obj: 780.38(5), mean: 782.50, max: 811.91
Date: 12-20 at 06:43:45, #particle: 15, iter: 18, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56, best obj: 780.38(5), mean: 780.38, max: 780.38
Date: 12-20 at 06:44:32, #particle: 15, iter: 19, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56, best obj: 780.38(5), mean: 780.38, max: 780.38
