Date: 07-13 at 15:56:51, iter: 1, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 1140.12(5) mean: 3465.56, max: 4127.76
Date: 07-13 at 15:57:29, iter: 2, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 935.24(5) mean: 2545.13, max: 3655.19
Date: 07-13 at 15:58:15, iter: 3, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 864.96(5) mean: 2152.61, max: 3455.59
Date: 07-13 at 15:58:46, iter: 4, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 821.42(5) mean: 1619.73, max: 2682.78
Date: 07-13 at 15:59:18, iter: 5, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 763.38(6) mean: 936.19, max: 1620.87
Date: 07-13 at 16:00:03, iter: 6, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 752.64(6) mean: 924.89, max: 1639.98
Date: 07-13 at 16:00:31, iter: 7, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 717.20(6) mean: 893.68, max: 1638.53
Date: 07-13 at 16:01:16, iter: 8, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 682.05(5) mean: 774.93, max: 892.95
Date: 07-13 at 16:01:56, iter: 9, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 682.05(5) mean: 724.79, max: 781.21
Date: 07-13 at 16:02:36, iter: 10, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 651.97(4) mean: 714.55, max: 774.62
Date: 07-13 at 16:03:02, iter: 11, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 651.97(4) mean: 677.15, max: 692.44
Date: 07-13 at 16:03:27, iter: 12, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 651.97(4) mean: 676.10, max: 690.50
Date: 07-13 at 16:04:02, iter: 13, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 651.97(4) mean: 675.98, max: 690.50
Date: 07-13 at 16:04:29, iter: 14, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 651.97(4) mean: 675.98, max: 690.50
Date: 07-13 at 16:05:02, iter: 15, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 651.97(4) mean: 675.98, max: 690.50
Date: 07-13 at 16:05:35, iter: 16, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 651.97(4) mean: 651.97, max: 651.97
Date: 07-13 at 16:06:07, iter: 17, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 651.97(4) mean: 651.97, max: 651.97
Date: 07-13 at 16:06:39, iter: 18, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 651.97(4) mean: 651.97, max: 651.97
Date: 07-13 at 16:07:12, iter: 19, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 651.97(4) mean: 651.97, max: 651.97
Date: 07-13 at 16:07:42, iter: 20, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 651.97(4) mean: 651.97, max: 651.97
Date: 07-13 at 16:08:14, iter: 21, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 651.97(4) mean: 651.97, max: 651.97
Date: 07-13 at 16:08:48, iter: 22, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 651.97(4) mean: 651.97, max: 651.97
Date: 07-13 at 16:09:30, iter: 23, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 651.97(4) mean: 651.97, max: 651.97
Date: 07-13 at 16:10:01, iter: 24, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 651.97(4) mean: 651.97, max: 651.97
Date: 07-13 at 16:10:34, iter: 25, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 651.97(4) mean: 651.97, max: 651.97
Date: 07-13 at 16:11:07, iter: 26, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 651.97(4) mean: 651.97, max: 651.97
Date: 07-13 at 16:11:39, iter: 27, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 651.97(4) mean: 651.97, max: 651.97
Date: 07-13 at 16:12:16, iter: 28, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 651.97(4) mean: 651.97, max: 651.97
Date: 07-13 at 16:12:41, iter: 29, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 651.97(4) mean: 651.97, max: 651.97
Date: 07-13 at 16:13:07, iter: 30, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 651.97(4) mean: 651.97, max: 651.97
Date: 07-13 at 16:13:41, iter: 31, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 651.97(4) mean: 651.97, max: 651.97
Date: 07-13 at 16:14:08, iter: 32, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 651.97(4) mean: 651.97, max: 651.97
Date: 07-13 at 16:14:41, iter: 33, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 651.97(4) mean: 651.97, max: 651.97
Date: 07-13 at 16:15:22, iter: 34, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 651.97(4) mean: 651.97, max: 651.97
Date: 07-13 at 16:15:46, iter: 35, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 651.97(4) mean: 651.97, max: 651.97
Date: 07-13 at 16:16:23, iter: 36, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 651.97(4) mean: 651.97, max: 651.97
Date: 07-13 at 16:17:05, iter: 37, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 651.97(4) mean: 651.97, max: 651.97
Date: 07-13 at 16:17:36, iter: 38, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 651.97(4) mean: 651.97, max: 651.97
Date: 07-13 at 16:18:09, iter: 39, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 651.97(4) mean: 651.97, max: 651.97
Date: 07-13 at 16:18:35, iter: 40, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 651.97(4) mean: 651.97, max: 651.97
Date: 07-13 at 16:19:07, iter: 41, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 651.97(4) mean: 651.97, max: 651.97
