Date: 07-20 at 04:34:38, iter: 1, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1461.04(12) mean: 2566.15, max: 3361.04
Date: 07-20 at 04:35:30, iter: 2, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1404.29(11) mean: 2549.41, max: 3382.40
Date: 07-20 at 04:36:26, iter: 3, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1347.72(12) mean: 1469.15, max: 1557.47
Date: 07-20 at 04:37:19, iter: 4, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1292.32(11) mean: 1513.10, max: 1615.93
Date: 07-20 at 04:38:13, iter: 5, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1284.07(11) mean: 1531.31, max: 1637.44
Date: 07-20 at 04:39:02, iter: 6, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1278.38(11) mean: 1522.43, max: 1646.33
Date: 07-20 at 04:39:52, iter: 7, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1278.38(11) mean: 1552.72, max: 1697.52
Date: 07-20 at 04:40:48, iter: 8, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1278.38(11) mean: 1513.81, max: 1717.15
Date: 07-20 at 04:41:36, iter: 9, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1278.38(11) mean: 1474.53, max: 1726.19
Date: 07-20 at 04:42:26, iter: 10, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1278.38(11) mean: 1501.07, max: 1721.39
Date: 07-20 at 04:43:22, iter: 12, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1274.81(11) mean: 1513.46, max: 1758.34
Date: 07-20 at 04:44:10, iter: 13, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1238.73(10) mean: 1513.80, max: 1773.63
Date: 07-20 at 04:45:01, iter: 14, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1236.53(10) mean: 1464.76, max: 1788.26
Date: 07-20 at 04:45:58, iter: 15, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1232.56(10) mean: 1313.50, max: 1367.82
Date: 07-20 at 04:46:46, iter: 16, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1232.56(10) mean: 1325.81, max: 1399.96
Date: 07-20 at 04:47:38, iter: 17, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1232.56(10) mean: 1343.62, max: 1411.69
Date: 07-20 at 04:48:33, iter: 18, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1232.56(10) mean: 1377.14, max: 1464.37
Date: 07-20 at 04:49:27, iter: 19, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1232.56(10) mean: 1301.17, max: 1348.48
Date: 07-20 at 04:50:18, iter: 21, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1232.56(10) mean: 1482.47, max: 1803.30
Date: 07-20 at 04:51:10, iter: 22, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1232.56(10) mean: 1475.45, max: 1835.52
Date: 07-20 at 04:52:00, iter: 23, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1232.56(10) mean: 1386.10, max: 1620.64
Date: 07-20 at 04:52:52, iter: 24, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1232.56(10) mean: 1391.00, max: 1698.42
Date: 07-20 at 04:53:48, iter: 26, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1230.07(10) mean: 1429.94, max: 1771.05
Date: 07-20 at 04:54:40, iter: 27, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1226.29(10) mean: 1298.67, max: 1415.56
Date: 07-20 at 04:55:35, iter: 28, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1226.29(10) mean: 1277.57, max: 1353.59
Date: 07-20 at 04:56:22, iter: 29, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1226.29(10) mean: 1315.91, max: 1412.13
Date: 07-20 at 04:57:15, iter: 30, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1226.29(10) mean: 1281.66, max: 1429.64
Date: 07-20 at 04:58:11, iter: 31, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1226.29(10) mean: 1272.58, max: 1350.11
Date: 07-20 at 04:59:02, iter: 33, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1226.29(10) mean: 1374.20, max: 1542.87
Date: 07-20 at 04:59:52, iter: 34, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1226.29(10) mean: 1374.75, max: 1533.13
Date: 07-20 at 05:00:46, iter: 35, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1226.29(10) mean: 1273.34, max: 1402.45
Date: 07-20 at 05:01:35, iter: 36, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1225.60(11) mean: 1251.44, max: 1350.61
Date: 07-20 at 05:02:25, iter: 37, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1225.60(11) mean: 1272.65, max: 1377.87
Date: 07-20 at 05:03:18, iter: 38, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1223.92(10) mean: 1286.27, max: 1406.42
Date: 07-20 at 05:04:10, iter: 39, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1222.56(11) mean: 1244.61, max: 1296.99
Date: 07-20 at 05:05:04, iter: 40, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1222.56(11) mean: 1235.28, max: 1258.08
Date: 07-20 at 05:06:00, iter: 41, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1218.32(11) mean: 1236.24, max: 1261.97
Date: 07-20 at 05:06:45, iter: 42, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1218.32(11) mean: 1263.24, max: 1291.76
Date: 07-20 at 05:07:36, iter: 43, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1217.61(11) mean: 1256.86, max: 1301.05
Date: 07-20 at 05:08:29, iter: 44, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1217.61(11) mean: 1257.78, max: 1324.14
Date: 07-20 at 05:09:20, iter: 45, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1217.61(11) mean: 1243.67, max: 1269.28
Date: 07-20 at 05:10:10, iter: 46, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1217.61(11) mean: 1247.08, max: 1263.19
Date: 07-20 at 05:11:05, iter: 47, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1215.00(10) mean: 1239.67, max: 1254.11
Date: 07-20 at 05:11:51, iter: 48, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1215.00(10) mean: 1264.45, max: 1281.62
Date: 07-20 at 05:12:40, iter: 49, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1215.00(10) mean: 1238.38, max: 1281.25
Date: 07-20 at 05:13:31, iter: 50, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1215.00(10) mean: 1225.07, max: 1249.81
Date: 07-20 at 05:14:23, iter: 51, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1215.00(10) mean: 1218.75, max: 1231.81
Date: 07-20 at 05:15:09, iter: 53, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1215.00(10) mean: 1426.80, max: 1743.46
Date: 07-20 at 05:15:59, iter: 54, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1215.00(10) mean: 1320.07, max: 1567.19
Date: 07-20 at 05:16:48, iter: 55, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1215.00(10) mean: 1274.45, max: 1362.64
Date: 07-20 at 05:17:34, iter: 56, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1215.00(10) mean: 1255.48, max: 1333.88
Date: 07-20 at 05:18:24, iter: 58, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1215.00(10) mean: 1387.00, max: 1779.61
Date: 07-20 at 05:19:15, iter: 59, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1215.00(10) mean: 1289.43, max: 1743.24
Date: 07-20 at 05:20:02, iter: 60, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1215.00(10) mean: 1260.50, max: 1391.02
Date: 07-20 at 05:20:51, iter: 61, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1215.00(10) mean: 1261.00, max: 1366.83
Date: 07-20 at 05:21:43, iter: 63, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1213.34(10) mean: 1419.56, max: 1631.41
Date: 07-20 at 05:22:29, iter: 64, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1209.77(9) mean: 1341.57, max: 1571.45
Date: 07-20 at 05:23:19, iter: 65, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1209.77(9) mean: 1270.13, max: 1339.01
Date: 07-20 at 05:24:05, iter: 66, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1209.77(9) mean: 1275.70, max: 1351.84
Date: 07-20 at 05:24:52, iter: 67, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1209.77(9) mean: 1248.03, max: 1314.57
Date: 07-20 at 05:25:41, iter: 68, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1208.76(9) mean: 1241.88, max: 1285.16
Date: 07-20 at 05:26:28, iter: 69, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1200.49(9) mean: 1233.70, max: 1270.08
Date: 07-20 at 05:27:11, iter: 70, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1200.49(9) mean: 1249.52, max: 1298.80
Date: 07-20 at 05:28:02, iter: 71, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1200.49(9) mean: 1226.17, max: 1267.89
Date: 07-20 at 05:28:52, iter: 72, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1200.49(9) mean: 1226.53, max: 1265.76
Date: 07-20 at 05:29:38, iter: 73, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1200.49(9) mean: 1224.21, max: 1265.76
Date: 07-20 at 05:30:24, iter: 75, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1200.49(9) mean: 1370.04, max: 1617.04
Date: 07-20 at 05:31:13, iter: 76, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1200.49(9) mean: 1263.81, max: 1509.71
Date: 07-20 at 05:31:57, iter: 77, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1200.49(9) mean: 1242.14, max: 1303.85
Date: 07-20 at 05:32:44, iter: 78, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1200.49(9) mean: 1240.59, max: 1282.81
Date: 07-20 at 05:33:35, iter: 80, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1197.20(10) mean: 1435.97, max: 1828.62
Date: 07-20 at 05:34:21, iter: 81, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1196.97(10) mean: 1288.12, max: 1494.36
Date: 07-20 at 05:35:09, iter: 82, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1196.97(10) mean: 1296.40, max: 1503.42
Date: 07-20 at 05:35:58, iter: 83, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1196.97(10) mean: 1272.83, max: 1360.24
Date: 07-20 at 05:36:43, iter: 84, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1196.97(10) mean: 1269.22, max: 1388.65
Date: 07-20 at 05:37:32, iter: 85, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1196.97(10) mean: 1241.19, max: 1351.20
Date: 07-20 at 05:38:23, iter: 87, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1196.97(10) mean: 1417.40, max: 1647.31
Date: 07-20 at 05:39:07, iter: 88, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1196.97(10) mean: 1330.19, max: 1611.69
Date: 07-20 at 05:39:54, iter: 89, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1196.97(10) mean: 1294.71, max: 1577.22
Date: 07-20 at 05:40:43, iter: 90, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1196.97(10) mean: 1260.30, max: 1346.95
Date: 07-20 at 05:41:29, iter: 92, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1196.97(10) mean: 1461.27, max: 1685.42
Date: 07-20 at 05:42:17, iter: 93, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1196.97(10) mean: 1365.22, max: 1714.01
Date: 07-20 at 05:43:02, iter: 94, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1196.97(10) mean: 1295.66, max: 1558.67
Date: 07-20 at 05:43:46, iter: 95, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1196.97(10) mean: 1269.32, max: 1455.42
Date: 07-20 at 05:44:34, iter: 97, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1196.97(10) mean: 1425.46, max: 1698.84
Date: 07-20 at 05:45:19, iter: 98, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1196.97(10) mean: 1333.58, max: 1687.84
Date: 07-20 at 05:46:04, iter: 99, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1196.97(10) mean: 1320.60, max: 1685.43
Date: 07-20 at 05:46:53, iter: 100, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1196.97(10) mean: 1261.67, max: 1347.73
Date: 07-20 at 05:47:40, iter: 102, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1196.15(10) mean: 1458.95, max: 1799.87
Date: 07-20 at 05:48:28, iter: 103, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1196.15(10) mean: 1310.85, max: 1806.09
Date: 07-20 at 05:49:16, iter: 104, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1196.15(10) mean: 1306.59, max: 1817.35
Date: 07-20 at 05:50:00, iter: 106, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1196.15(10) mean: 2036.00, max: 3448.94
Date: 07-20 at 05:50:48, iter: 108, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1196.15(10) mean: 1496.33, max: 1885.08
Date: 07-20 at 05:51:33, iter: 109, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1196.15(10) mean: 1407.88, max: 1877.80
Date: 07-20 at 05:52:16, iter: 110, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1196.15(10) mean: 1411.45, max: 1853.13
Date: 07-20 at 05:53:01, iter: 111, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1196.15(10) mean: 1376.53, max: 1773.12
Date: 07-20 at 05:53:50, iter: 113, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1196.15(10) mean: 1495.34, max: 1824.65
Date: 07-20 at 05:54:36, iter: 114, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1194.09(10) mean: 1363.32, max: 1798.45
Date: 07-20 at 05:55:22, iter: 115, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1194.02(10) mean: 1344.95, max: 1693.05
Date: 07-20 at 05:56:11, iter: 116, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1194.02(10) mean: 1332.40, max: 1564.03
Date: 07-20 at 05:56:55, iter: 117, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1194.02(10) mean: 1323.08, max: 1476.95
Date: 07-20 at 05:57:43, iter: 118, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1194.02(10) mean: 1259.08, max: 1483.97
Date: 07-20 at 05:58:33, iter: 119, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1194.02(10) mean: 1234.20, max: 1285.68
Date: 07-20 at 05:59:17, iter: 121, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1194.02(10) mean: 1392.64, max: 1560.10
Date: 07-20 at 06:00:05, iter: 122, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1194.02(10) mean: 1306.40, max: 1478.28
Date: 07-20 at 06:00:51, iter: 123, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1194.02(10) mean: 1277.74, max: 1456.17
Date: 07-20 at 06:01:36, iter: 124, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1193.21(10) mean: 1262.94, max: 1392.08
Date: 07-20 at 06:02:23, iter: 125, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1193.21(10) mean: 1253.24, max: 1356.08
Date: 07-20 at 06:03:12, iter: 126, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1193.21(10) mean: 1256.71, max: 1343.05
Date: 07-20 at 06:03:57, iter: 127, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1193.21(10) mean: 1231.77, max: 1307.61
Date: 07-20 at 06:04:46, iter: 128, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1193.21(10) mean: 1217.57, max: 1291.48
Date: 07-20 at 06:05:36, iter: 130, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1193.21(10) mean: 1390.36, max: 1552.18
Date: 07-20 at 06:06:22, iter: 131, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1193.21(10) mean: 1262.54, max: 1429.92
Date: 07-20 at 06:07:11, iter: 132, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1193.21(10) mean: 1236.62, max: 1331.07
Date: 07-20 at 06:08:02, iter: 133, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1193.21(10) mean: 1228.10, max: 1325.81
