Date: 01-26 at 13:20:45, #particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: false, Khoo: 874.87, best obj: 1213.48(5), mean: 2534.92, max: 3309.36
Date: 01-26 at 13:21:19, #particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: false, Khoo: 874.87, best obj: 1100.75(5), mean: 2197.91, max: 3047.13
Date: 01-26 at 13:21:59, #particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: false, Khoo: 874.87, best obj: 1036.99(5), mean: 1711.63, max: 2796.46
Date: 01-26 at 13:22:28, #particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: false, Khoo: 874.87, best obj: 1016.71(5), mean: 1564.65, max: 2498.42
Date: 01-26 at 13:23:04, #particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: false, Khoo: 874.87, best obj: 1007.55(5), mean: 1226.43, max: 2206.78
Date: 01-26 at 13:23:41, #particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: false, Khoo: 874.87, best obj: 1007.00(5), mean: 1242.97, max: 2080.40
Date: 01-26 at 13:24:19, #particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: false, Khoo: 874.87, best obj: 1006.73(5), mean: 1064.33, max: 1135.05
Date: 01-26 at 13:25:00, #particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: false, Khoo: 874.87, best obj: 1006.73(5), mean: 1046.61, max: 1110.05
Date: 01-26 at 13:25:31, #particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: false, Khoo: 874.87, best obj: 962.23(6), mean: 1013.41, max: 1060.70
Date: 01-26 at 13:26:07, #particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: false, Khoo: 874.87, best obj: 962.23(6), mean: 1001.44, max: 1027.40
Date: 01-26 at 13:26:44, #particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: false, Khoo: 874.87, best obj: 962.23(6), mean: 994.19, max: 1020.05
Date: 01-26 at 13:27:14, #particle: 15, iter: 12, fix: false, local: true, cut car: true, new generate: false, Khoo: 874.87, best obj: 962.23(6), mean: 1036.21, max: 1098.64
Date: 01-26 at 13:27:51, #particle: 15, iter: 13, fix: false, local: true, cut car: true, new generate: false, Khoo: 874.87, best obj: 959.20(6), mean: 998.53, max: 1078.81
Date: 01-26 at 13:28:25, #particle: 15, iter: 14, fix: false, local: true, cut car: true, new generate: false, Khoo: 874.87, best obj: 958.27(6), mean: 990.33, max: 1018.82
Date: 01-26 at 13:28:58, #particle: 15, iter: 15, fix: false, local: true, cut car: true, new generate: false, Khoo: 874.87, best obj: 958.27(6), mean: 992.92, max: 1073.43
Date: 01-26 at 13:29:37, #particle: 15, iter: 16, fix: false, local: true, cut car: true, new generate: false, Khoo: 874.87, best obj: 958.27(6), mean: 983.55, max: 1009.96
Date: 01-26 at 13:30:11, #particle: 15, iter: 17, fix: false, local: true, cut car: true, new generate: false, Khoo: 874.87, best obj: 958.27(6), mean: 1000.41, max: 1039.32
Date: 01-26 at 13:30:43, #particle: 15, iter: 18, fix: false, local: true, cut car: true, new generate: false, Khoo: 874.87, best obj: 958.27(6), mean: 979.33, max: 1009.10
Date: 01-26 at 13:31:21, #particle: 15, iter: 20, fix: false, local: true, cut car: true, new generate: false, Khoo: 874.87, best obj: 958.27(6), mean: 1198.56, max: 1419.53
Date: 01-26 at 13:31:55, #particle: 15, iter: 21, fix: false, local: true, cut car: true, new generate: false, Khoo: 874.87, best obj: 958.27(6), mean: 1171.48, max: 1438.14
Date: 01-26 at 13:32:33, #particle: 15, iter: 22, fix: false, local: true, cut car: true, new generate: false, Khoo: 874.87, best obj: 958.27(6), mean: 1031.72, max: 1139.22
Date: 01-26 at 13:33:10, #particle: 15, iter: 23, fix: false, local: true, cut car: true, new generate: false, Khoo: 874.87, best obj: 948.94(6), mean: 1020.07, max: 1140.45
Date: 01-26 at 13:33:41, #particle: 15, iter: 24, fix: false, local: true, cut car: true, new generate: false, Khoo: 874.87, best obj: 948.94(6), mean: 1034.02, max: 1165.62
Date: 01-26 at 13:34:12, #particle: 15, iter: 25, fix: false, local: true, cut car: true, new generate: false, Khoo: 874.87, best obj: 948.94(6), mean: 1022.86, max: 1146.92
Date: 01-26 at 13:34:49, #particle: 15, iter: 26, fix: false, local: true, cut car: true, new generate: false, Khoo: 874.87, best obj: 948.94(6), mean: 979.41, max: 1007.08
Date: 01-26 at 13:35:26, #particle: 15, iter: 27, fix: false, local: true, cut car: true, new generate: false, Khoo: 874.87, best obj: 948.94(6), mean: 979.26, max: 1011.69
Date: 01-26 at 13:36:05, #particle: 15, iter: 29, fix: false, local: true, cut car: true, new generate: false, Khoo: 874.87, best obj: 948.94(6), mean: 1217.79, max: 1449.47
Date: 01-26 at 13:36:34, #particle: 15, iter: 30, fix: false, local: true, cut car: true, new generate: false, Khoo: 874.87, best obj: 948.94(6), mean: 1080.40, max: 1278.14
Date: 01-26 at 13:37:11, #particle: 15, iter: 31, fix: false, local: true, cut car: true, new generate: false, Khoo: 874.87, best obj: 948.94(6), mean: 1022.70, max: 1224.42
Date: 01-26 at 13:37:47, #particle: 15, iter: 32, fix: false, local: true, cut car: true, new generate: false, Khoo: 874.87, best obj: 948.94(6), mean: 989.90, max: 1135.71
Date: 01-26 at 13:38:19, #particle: 15, iter: 34, fix: false, local: true, cut car: true, new generate: false, Khoo: 874.87, best obj: 948.94(6), mean: 1207.22, max: 1414.85
Date: 01-26 at 13:38:57, #particle: 15, iter: 35, fix: false, local: true, cut car: true, new generate: false, Khoo: 874.87, best obj: 948.94(6), mean: 1043.07, max: 1241.39
