Date: 07-12 at 09:14:37, iter: 1, fix: false, local: true, cut car: true, new generate: false, Khoo: 1095.64 best obj: 1641.90(14) mean: 3779.91, max: 4815.01
Date: 07-12 at 09:15:38, iter: 2, fix: false, local: true, cut car: true, new generate: false, Khoo: 1095.64 best obj: 1575.39(14) mean: 3610.19, max: 4541.87
Date: 07-12 at 09:16:41, iter: 3, fix: false, local: true, cut car: true, new generate: false, Khoo: 1095.64 best obj: 1505.79(13) mean: 3153.08, max: 4115.86
Date: 07-12 at 09:17:42, iter: 4, fix: false, local: true, cut car: true, new generate: false, Khoo: 1095.64 best obj: 1501.44(13) mean: 3159.18, max: 4071.10
Date: 07-12 at 09:18:46, iter: 5, fix: false, local: true, cut car: true, new generate: false, Khoo: 1095.64 best obj: 1500.53(13) mean: 2961.53, max: 3822.61
Date: 07-12 at 09:19:50, iter: 6, fix: false, local: true, cut car: true, new generate: false, Khoo: 1095.64 best obj: 1500.53(13) mean: 2970.03, max: 3821.32
Date: 07-12 at 09:20:56, iter: 7, fix: false, local: true, cut car: true, new generate: false, Khoo: 1095.64 best obj: 1471.11(10) mean: 2767.65, max: 3702.14
Date: 07-12 at 09:22:00, iter: 8, fix: false, local: true, cut car: true, new generate: false, Khoo: 1095.64 best obj: 1458.14(10) mean: 2805.05, max: 3699.36
Date: 07-12 at 09:23:07, iter: 9, fix: false, local: true, cut car: true, new generate: false, Khoo: 1095.64 best obj: 1458.14(10) mean: 2809.90, max: 3656.60
Date: 07-12 at 09:24:14, iter: 10, fix: false, local: true, cut car: true, new generate: false, Khoo: 1095.64 best obj: 1458.14(10) mean: 2641.99, max: 3498.51
Date: 07-12 at 09:25:20, iter: 11, fix: false, local: true, cut car: true, new generate: false, Khoo: 1095.64 best obj: 1441.20(12) mean: 1647.00, max: 2042.09
Date: 07-12 at 09:26:21, iter: 12, fix: false, local: true, cut car: true, new generate: false, Khoo: 1095.64 best obj: 1398.83(13) mean: 1555.86, max: 1848.84
Date: 07-12 at 09:27:26, iter: 13, fix: false, local: true, cut car: true, new generate: false, Khoo: 1095.64 best obj: 1366.74(13) mean: 1617.20, max: 1921.40
Date: 07-12 at 09:28:30, iter: 14, fix: false, local: true, cut car: true, new generate: false, Khoo: 1095.64 best obj: 1366.74(13) mean: 1662.27, max: 1907.21
Date: 07-12 at 09:29:35, iter: 15, fix: false, local: true, cut car: true, new generate: false, Khoo: 1095.64 best obj: 1366.74(13) mean: 1641.29, max: 1827.38
Date: 07-12 at 09:30:40, iter: 16, fix: false, local: true, cut car: true, new generate: false, Khoo: 1095.64 best obj: 1366.74(13) mean: 1609.74, max: 1835.87
Date: 07-12 at 09:31:46, iter: 17, fix: false, local: true, cut car: true, new generate: false, Khoo: 1095.64 best obj: 1366.74(13) mean: 1600.21, max: 1806.02
