Date: 07-12 at 06:26:55, iter: 1, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 1639.55(13) mean: 3450.75, max: 3901.03
Date: 07-12 at 06:27:45, iter: 2, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 1334.24(13) mean: 3118.09, max: 3752.27
Date: 07-12 at 06:28:38, iter: 3, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 1260.63(13) mean: 3069.01, max: 3669.22
Date: 07-12 at 06:29:31, iter: 4, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 1197.28(13) mean: 2600.67, max: 3348.03
Date: 07-12 at 06:30:22, iter: 5, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 1135.64(13) mean: 2124.06, max: 2991.93
Date: 07-12 at 06:31:21, iter: 6, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 1075.46(13) mean: 1939.28, max: 2791.65
Date: 07-12 at 06:32:11, iter: 7, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 1074.88(13) mean: 1922.76, max: 2815.67
Date: 07-12 at 06:33:07, iter: 8, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 1062.32(13) mean: 1731.94, max: 2646.64
Date: 07-12 at 06:34:03, iter: 9, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 1058.62(13) mean: 1377.47, max: 2539.98
Date: 07-12 at 06:34:51, iter: 10, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 1045.95(13) mean: 1356.08, max: 2385.00
Date: 07-12 at 06:35:54, iter: 11, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 1045.37(13) mean: 1256.29, max: 1496.61
Date: 07-12 at 06:36:49, iter: 12, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 1039.49(13) mean: 1173.55, max: 1408.25
Date: 07-12 at 06:37:48, iter: 13, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 953.11(12) mean: 1099.38, max: 1185.92
Date: 07-12 at 06:38:42, iter: 14, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 940.47(11) mean: 1063.95, max: 1147.73
Date: 07-12 at 06:39:41, iter: 15, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 926.29(11) mean: 1121.23, max: 1202.96
Date: 07-12 at 06:40:32, iter: 16, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 896.07(11) mean: 1023.79, max: 1118.57
Date: 07-12 at 06:41:27, iter: 17, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 896.07(11) mean: 1026.20, max: 1142.75
Date: 07-12 at 06:42:19, iter: 18, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 896.07(11) mean: 1005.09, max: 1093.84
Date: 07-12 at 06:43:09, iter: 19, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 896.07(11) mean: 985.36, max: 1090.84
Date: 07-12 at 06:43:55, iter: 20, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 896.07(11) mean: 985.09, max: 1090.84
Date: 07-12 at 06:44:51, iter: 22, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 896.07(11) mean: 1104.24, max: 1397.42
