Date: 11-11 at 17:18:38, #particle: 15, iter: 1, fix: false, local: true, cut car: false, new generate: false, Khoo: 1360.78, best obj: 1599.03(19), mean: 2566.24, max: 2978.22
Date: 11-11 at 17:20:43, #particle: 15, iter: 2, fix: false, local: true, cut car: false, new generate: false, Khoo: 1360.78, best obj: 1496.89(19), mean: 2481.56, max: 2883.47
Date: 11-11 at 17:22:53, #particle: 15, iter: 3, fix: false, local: true, cut car: false, new generate: false, Khoo: 1360.78, best obj: 1485.21(19), mean: 2286.32, max: 2892.45
Date: 11-11 at 17:25:06, #particle: 15, iter: 4, fix: false, local: true, cut car: false, new generate: false, Khoo: 1360.78, best obj: 1481.91(19), mean: 1906.00, max: 2863.40
Date: 11-11 at 17:27:21, #particle: 15, iter: 5, fix: false, local: true, cut car: false, new generate: false, Khoo: 1360.78, best obj: 1476.33(19), mean: 1910.86, max: 2845.22
Date: 11-11 at 17:29:40, #particle: 15, iter: 6, fix: false, local: true, cut car: false, new generate: false, Khoo: 1360.78, best obj: 1476.33(19), mean: 1858.30, max: 2771.98
Date: 11-11 at 17:31:54, #particle: 15, iter: 7, fix: false, local: true, cut car: false, new generate: false, Khoo: 1360.78, best obj: 1476.33(19), mean: 1588.07, max: 1667.68
Date: 11-11 at 17:34:08, #particle: 15, iter: 8, fix: false, local: true, cut car: false, new generate: false, Khoo: 1360.78, best obj: 1476.33(19), mean: 1582.38, max: 1721.73
Date: 11-11 at 17:36:31, #particle: 15, iter: 9, fix: false, local: true, cut car: false, new generate: false, Khoo: 1360.78, best obj: 1476.33(19), mean: 1610.35, max: 1707.49
Date: 11-11 at 17:38:58, #particle: 15, iter: 10, fix: false, local: true, cut car: false, new generate: false, Khoo: 1360.78, best obj: 1476.33(19), mean: 1577.84, max: 1733.03
Date: 11-11 at 17:41:13, #particle: 15, iter: 11, fix: false, local: true, cut car: false, new generate: false, Khoo: 1360.78, best obj: 1476.33(19), mean: 1603.61, max: 1771.94
Date: 11-11 at 17:43:22, #particle: 15, iter: 12, fix: false, local: true, cut car: false, new generate: false, Khoo: 1360.78, best obj: 1476.33(19), mean: 1603.03, max: 1757.14
Date: 11-11 at 17:45:35, #particle: 15, iter: 13, fix: false, local: true, cut car: false, new generate: false, Khoo: 1360.78, best obj: 1476.33(19), mean: 1599.15, max: 1739.63
Date: 11-11 at 17:47:40, #particle: 15, iter: 14, fix: false, local: true, cut car: false, new generate: false, Khoo: 1360.78, best obj: 1476.33(19), mean: 1524.97, max: 1568.93
Date: 11-11 at 17:49:51, #particle: 15, iter: 15, fix: false, local: true, cut car: false, new generate: false, Khoo: 1360.78, best obj: 1476.33(19), mean: 1540.91, max: 1583.93
