Date: 11-05 at 22:01:40, #particle: 20, iter: 1, fix: false, local: false, cut car: false, new generate: false, Khoo: 786.38, best obj: 1116.14(4), mean: 3655.93, max: 4845.20
Date: 11-05 at 22:02:34, #particle: 20, iter: 2, fix: false, local: false, cut car: false, new generate: false, Khoo: 786.38, best obj: 1017.95(4), mean: 2464.86, max: 3800.16
Date: 11-05 at 22:03:22, #particle: 20, iter: 3, fix: false, local: false, cut car: false, new generate: false, Khoo: 786.38, best obj: 1002.10(4), mean: 2459.41, max: 3671.96
Date: 11-05 at 22:04:29, #particle: 20, iter: 4, fix: false, local: false, cut car: false, new generate: false, Khoo: 786.38, best obj: 977.37(4), mean: 1925.90, max: 3329.32
Date: 11-05 at 22:05:21, #particle: 20, iter: 5, fix: false, local: false, cut car: false, new generate: false, Khoo: 786.38, best obj: 968.01(4), mean: 1161.66, max: 1826.23
Date: 11-05 at 22:06:09, #particle: 20, iter: 6, fix: false, local: false, cut car: false, new generate: false, Khoo: 786.38, best obj: 968.01(4), mean: 1045.68, max: 1136.67
Date: 11-05 at 22:07:00, #particle: 20, iter: 7, fix: false, local: false, cut car: false, new generate: false, Khoo: 786.38, best obj: 968.01(4), mean: 1043.59, max: 1212.96
Date: 11-05 at 22:07:43, #particle: 20, iter: 8, fix: false, local: false, cut car: false, new generate: false, Khoo: 786.38, best obj: 959.21(5), mean: 978.22, max: 1051.34
Date: 11-05 at 22:08:44, #particle: 20, iter: 9, fix: false, local: false, cut car: false, new generate: false, Khoo: 786.38, best obj: 958.78(5), mean: 987.93, max: 1011.66
Date: 11-05 at 22:09:26, #particle: 20, iter: 10, fix: false, local: false, cut car: false, new generate: false, Khoo: 786.38, best obj: 958.78(5), mean: 1020.74, max: 1049.08
Date: 11-05 at 22:10:14, #particle: 20, iter: 11, fix: false, local: false, cut car: false, new generate: false, Khoo: 786.38, best obj: 914.81(5), mean: 955.42, max: 980.87
Date: 11-05 at 22:11:15, #particle: 20, iter: 12, fix: false, local: false, cut car: false, new generate: false, Khoo: 786.38, best obj: 913.65(5), mean: 917.10, max: 942.03
Date: 11-05 at 22:11:59, #particle: 20, iter: 13, fix: false, local: false, cut car: false, new generate: false, Khoo: 786.38, best obj: 913.65(5), mean: 922.14, max: 936.33
Date: 11-05 at 22:13:06, #particle: 20, iter: 14, fix: false, local: false, cut car: false, new generate: false, Khoo: 786.38, best obj: 912.85(5), mean: 914.83, max: 918.66
Date: 11-05 at 22:13:46, #particle: 20, iter: 15, fix: false, local: false, cut car: false, new generate: false, Khoo: 786.38, best obj: 912.85(5), mean: 916.46, max: 935.37
Date: 11-05 at 22:14:41, #particle: 20, iter: 16, fix: false, local: false, cut car: false, new generate: false, Khoo: 786.38, best obj: 912.85(5), mean: 914.38, max: 915.70
Date: 11-05 at 22:15:23, #particle: 20, iter: 17, fix: false, local: false, cut car: false, new generate: false, Khoo: 786.38, best obj: 912.85(5), mean: 914.24, max: 914.98
Date: 11-05 at 22:16:20, #particle: 20, iter: 18, fix: false, local: false, cut car: false, new generate: false, Khoo: 786.38, best obj: 912.85(5), mean: 914.24, max: 914.98
Date: 11-05 at 22:17:26, #particle: 20, iter: 19, fix: false, local: false, cut car: false, new generate: false, Khoo: 786.38, best obj: 912.85(5), mean: 927.80, max: 935.84
Date: 11-05 at 22:18:20, #particle: 20, iter: 20, fix: false, local: false, cut car: false, new generate: false, Khoo: 786.38, best obj: 912.85(5), mean: 913.51, max: 916.94
Date: 11-05 at 22:19:16, #particle: 20, iter: 21, fix: false, local: false, cut car: false, new generate: false, Khoo: 786.38, best obj: 912.85(5), mean: 912.89, max: 913.33
Date: 11-05 at 22:20:19, #particle: 20, iter: 22, fix: false, local: false, cut car: false, new generate: false, Khoo: 786.38, best obj: 912.85(5), mean: 912.85, max: 912.85
Date: 11-05 at 22:21:20, #particle: 20, iter: 23, fix: false, local: false, cut car: false, new generate: false, Khoo: 786.38, best obj: 912.85(5), mean: 912.85, max: 912.85
Date: 11-05 at 22:22:02, #particle: 20, iter: 24, fix: false, local: false, cut car: false, new generate: false, Khoo: 786.38, best obj: 912.85(5), mean: 912.85, max: 912.85
Date: 11-05 at 22:22:44, #particle: 20, iter: 25, fix: false, local: false, cut car: false, new generate: false, Khoo: 786.38, best obj: 912.85(5), mean: 912.85, max: 912.85
Date: 11-05 at 22:23:49, #particle: 20, iter: 26, fix: false, local: false, cut car: false, new generate: false, Khoo: 786.38, best obj: 912.85(5), mean: 912.85, max: 912.85
Date: 11-05 at 22:24:57, #particle: 20, iter: 27, fix: false, local: false, cut car: false, new generate: false, Khoo: 786.38, best obj: 912.85(5), mean: 912.85, max: 912.85
Date: 11-05 at 22:26:08, #particle: 20, iter: 28, fix: false, local: false, cut car: false, new generate: false, Khoo: 786.38, best obj: 912.85(5), mean: 912.85, max: 912.85
Date: 11-05 at 22:27:05, #particle: 20, iter: 29, fix: false, local: false, cut car: false, new generate: false, Khoo: 786.38, best obj: 912.85(5), mean: 912.85, max: 912.85
