Date: 08-20 at 23:41:32, #particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1733.87(6), mean: 3183.47, max: 3979.82
Date: 08-20 at 23:42:35, #particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1575.27(12), mean: 2582.88, max: 3918.11
Date: 08-20 at 23:43:39, #particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1437.13(10), mean: 2404.94, max: 3687.69
Date: 08-20 at 23:44:41, #particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1420.32(10), mean: 2319.48, max: 3413.62
Date: 08-20 at 23:45:45, #particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1419.48(10), mean: 1821.85, max: 3275.34
Date: 08-20 at 23:46:50, #particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1411.52(10), mean: 1810.80, max: 3235.92
Date: 08-20 at 23:47:35, #particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1406.31(10), mean: 1772.74, max: 2746.32
Date: 08-20 at 23:48:39, #particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1354.10(10), mean: 1643.65, max: 2036.46
Date: 08-20 at 23:49:43, #particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1343.11(10), mean: 1601.85, max: 1939.11
Date: 08-20 at 23:50:50, #particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1343.11(10), mean: 1504.37, max: 1728.91
Date: 08-20 at 23:51:55, #particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1343.11(10), mean: 1467.84, max: 1663.71
Date: 08-20 at 23:53:01, #particle: 15, iter: 12, fix: false, local: true, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1343.11(10), mean: 1440.43, max: 1586.61
Date: 08-20 at 23:53:49, #particle: 15, iter: 13, fix: false, local: true, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1343.11(10), mean: 1452.16, max: 1597.60
Date: 08-20 at 23:54:40, #particle: 15, iter: 15, fix: false, local: true, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1343.11(10), mean: 1622.04, max: 1849.06
Date: 08-20 at 23:55:42, #particle: 15, iter: 16, fix: false, local: true, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1343.11(10), mean: 1522.23, max: 1868.75
Date: 08-20 at 23:56:46, #particle: 15, iter: 17, fix: false, local: true, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1340.00(10), mean: 1491.87, max: 1789.82
Date: 08-20 at 23:57:45, #particle: 15, iter: 18, fix: false, local: true, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1339.65(10), mean: 1546.45, max: 1851.47
Date: 08-20 at 23:58:48, #particle: 15, iter: 19, fix: false, local: true, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1337.36(10), mean: 1426.38, max: 1648.76
Date: 08-20 at 23:59:55, #particle: 15, iter: 20, fix: false, local: true, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1326.28(11), mean: 1372.27, max: 1428.43
Date: 08-21 at 00:01:00, #particle: 15, iter: 21, fix: false, local: true, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1304.16(10), mean: 1404.68, max: 1473.46
Date: 08-21 at 00:02:06, #particle: 15, iter: 22, fix: false, local: true, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1301.56(10), mean: 1386.65, max: 1534.99
Date: 08-21 at 00:03:00, #particle: 15, iter: 23, fix: false, local: true, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1299.76(10), mean: 1389.35, max: 1546.12
Date: 08-21 at 00:04:05, #particle: 15, iter: 24, fix: false, local: true, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1272.20(10), mean: 1372.00, max: 1557.88
Date: 08-21 at 00:05:01, #particle: 15, iter: 25, fix: false, local: true, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1263.31(10), mean: 1373.88, max: 1585.76
Date: 08-21 at 00:06:02, #particle: 15, iter: 26, fix: false, local: true, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1258.82(10), mean: 1358.98, max: 1525.27
Date: 08-21 at 00:07:06, #particle: 15, iter: 27, fix: false, local: true, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1256.31(10), mean: 1338.97, max: 1417.71
Date: 08-21 at 00:08:12, #particle: 15, iter: 28, fix: false, local: true, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1256.31(10), mean: 1317.89, max: 1420.40
Date: 08-21 at 00:09:22, #particle: 15, iter: 29, fix: false, local: true, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1256.31(10), mean: 1296.01, max: 1323.50
Date: 08-21 at 00:10:26, #particle: 15, iter: 30, fix: false, local: true, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1256.31(10), mean: 1300.80, max: 1371.76
Date: 08-21 at 00:11:26, #particle: 15, iter: 31, fix: false, local: true, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1256.31(10), mean: 1301.54, max: 1345.88
Date: 08-21 at 00:12:29, #particle: 15, iter: 33, fix: false, local: true, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1256.31(10), mean: 1582.51, max: 1860.46
Date: 08-21 at 00:13:38, #particle: 15, iter: 34, fix: false, local: true, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1256.31(10), mean: 1422.42, max: 1787.78
Date: 08-21 at 00:14:39, #particle: 15, iter: 35, fix: false, local: true, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1256.31(10), mean: 1328.20, max: 1417.29
Date: 08-21 at 00:15:36, #particle: 15, iter: 36, fix: false, local: true, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1248.10(10), mean: 1341.59, max: 1462.64
Date: 08-21 at 00:16:37, #particle: 15, iter: 37, fix: false, local: true, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1248.10(10), mean: 1324.52, max: 1533.55
Date: 08-21 at 00:17:44, #particle: 15, iter: 38, fix: false, local: true, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1248.10(10), mean: 1302.06, max: 1375.62
Date: 08-21 at 00:18:47, #particle: 15, iter: 39, fix: false, local: true, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1235.37(10), mean: 1286.98, max: 1345.86
Date: 08-21 at 00:19:56, #particle: 15, iter: 40, fix: false, local: true, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1235.37(10), mean: 1281.82, max: 1377.47
Date: 08-21 at 00:21:03, #particle: 15, iter: 41, fix: false, local: true, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1216.95(9), mean: 1268.98, max: 1316.73
Date: 08-21 at 00:22:02, #particle: 15, iter: 42, fix: false, local: true, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1216.95(9), mean: 1269.95, max: 1340.28
Date: 08-21 at 00:23:06, #particle: 15, iter: 43, fix: false, local: true, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1216.95(9), mean: 1262.73, max: 1313.36
Date: 08-21 at 00:24:11, #particle: 15, iter: 44, fix: false, local: true, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1216.95(9), mean: 1270.81, max: 1379.52
Date: 08-21 at 00:25:18, #particle: 15, iter: 45, fix: false, local: true, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1216.95(9), mean: 1264.43, max: 1346.02
Date: 08-21 at 00:26:06, #particle: 15, iter: 47, fix: false, local: true, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1216.95(9), mean: 1567.59, max: 1897.40
Date: 08-21 at 00:27:07, #particle: 15, iter: 48, fix: false, local: true, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1216.95(9), mean: 1295.19, max: 1531.65
Date: 08-21 at 00:28:09, #particle: 15, iter: 49, fix: false, local: true, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1216.95(9), mean: 1299.68, max: 1569.91
