Date: 11-17 at 08:43:42, #particle: 15, iter: 1, fix: false, local: false, cut car: false, new generate: false, Khoo: 1134.91, best obj: 1776.79(11), mean: 3876.70, max: 4782.35
Date: 11-17 at 08:44:48, #particle: 15, iter: 2, fix: false, local: false, cut car: false, new generate: false, Khoo: 1134.91, best obj: 1647.38(11), mean: 3428.32, max: 4704.81
Date: 11-17 at 08:45:59, #particle: 15, iter: 3, fix: false, local: false, cut car: false, new generate: false, Khoo: 1134.91, best obj: 1592.46(10), mean: 2792.20, max: 4235.14
Date: 11-17 at 08:47:03, #particle: 15, iter: 4, fix: false, local: false, cut car: false, new generate: false, Khoo: 1134.91, best obj: 1592.46(10), mean: 2804.04, max: 4096.47
Date: 11-17 at 08:48:14, #particle: 15, iter: 5, fix: false, local: false, cut car: false, new generate: false, Khoo: 1134.91, best obj: 1592.46(10), mean: 1733.08, max: 1859.17
Date: 11-17 at 08:49:19, #particle: 15, iter: 6, fix: false, local: false, cut car: false, new generate: false, Khoo: 1134.91, best obj: 1592.46(10), mean: 1792.77, max: 1917.38
Date: 11-17 at 08:50:28, #particle: 15, iter: 7, fix: false, local: false, cut car: false, new generate: false, Khoo: 1134.91, best obj: 1558.93(12), mean: 1757.91, max: 1996.19
Date: 11-17 at 08:51:33, #particle: 15, iter: 8, fix: false, local: false, cut car: false, new generate: false, Khoo: 1134.91, best obj: 1506.73(10), mean: 1835.75, max: 2071.22
Date: 11-17 at 08:52:37, #particle: 15, iter: 9, fix: false, local: false, cut car: false, new generate: false, Khoo: 1134.91, best obj: 1506.73(10), mean: 1862.16, max: 2099.09
Date: 11-17 at 08:53:49, #particle: 15, iter: 10, fix: false, local: false, cut car: false, new generate: false, Khoo: 1134.91, best obj: 1506.73(10), mean: 1849.10, max: 2104.17
Date: 11-17 at 08:54:56, #particle: 15, iter: 11, fix: false, local: false, cut car: false, new generate: false, Khoo: 1134.91, best obj: 1506.73(10), mean: 1751.14, max: 2083.20
Date: 11-17 at 08:56:05, #particle: 15, iter: 12, fix: false, local: false, cut car: false, new generate: false, Khoo: 1134.91, best obj: 1506.73(10), mean: 1683.05, max: 1897.25
Date: 11-17 at 08:57:11, #particle: 15, iter: 13, fix: false, local: false, cut car: false, new generate: false, Khoo: 1134.91, best obj: 1506.73(10), mean: 1676.76, max: 1887.99
Date: 11-17 at 08:58:21, #particle: 15, iter: 14, fix: false, local: false, cut car: false, new generate: false, Khoo: 1134.91, best obj: 1488.21(10), mean: 1567.23, max: 1712.27
Date: 11-17 at 08:59:30, #particle: 15, iter: 15, fix: false, local: false, cut car: false, new generate: false, Khoo: 1134.91, best obj: 1488.21(10), mean: 1563.32, max: 1723.27
Date: 11-17 at 09:00:32, #particle: 15, iter: 16, fix: false, local: false, cut car: false, new generate: false, Khoo: 1134.91, best obj: 1488.21(10), mean: 1594.80, max: 1768.22
Date: 11-17 at 09:01:42, #particle: 15, iter: 17, fix: false, local: false, cut car: false, new generate: false, Khoo: 1134.91, best obj: 1488.21(10), mean: 1541.40, max: 1651.65
Date: 11-17 at 09:02:53, #particle: 15, iter: 18, fix: false, local: false, cut car: false, new generate: false, Khoo: 1134.91, best obj: 1488.21(10), mean: 1546.04, max: 1702.37
Date: 11-17 at 09:03:53, #particle: 15, iter: 19, fix: false, local: false, cut car: false, new generate: false, Khoo: 1134.91, best obj: 1488.21(10), mean: 1533.53, max: 1635.42
Date: 11-17 at 09:04:57, #particle: 15, iter: 20, fix: false, local: false, cut car: false, new generate: false, Khoo: 1134.91, best obj: 1488.21(10), mean: 1575.78, max: 1642.33
Date: 11-17 at 09:06:02, #particle: 15, iter: 21, fix: false, local: false, cut car: false, new generate: false, Khoo: 1134.91, best obj: 1488.21(10), mean: 1594.69, max: 1669.81
Date: 11-17 at 09:07:12, #particle: 15, iter: 22, fix: false, local: false, cut car: false, new generate: false, Khoo: 1134.91, best obj: 1488.21(10), mean: 1547.50, max: 1688.33
Date: 11-17 at 09:08:16, #particle: 15, iter: 23, fix: false, local: false, cut car: false, new generate: false, Khoo: 1134.91, best obj: 1488.21(10), mean: 1557.07, max: 1633.78
Date: 11-17 at 09:09:21, #particle: 15, iter: 24, fix: false, local: false, cut car: false, new generate: false, Khoo: 1134.91, best obj: 1488.21(10), mean: 1574.43, max: 1632.62
