Date: 01-10 at 15:56:45, #particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: false, Khoo: 874.87, best obj: 1193.08(7), mean: 2584.91, max: 3233.08
Date: 01-10 at 15:57:41, #particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: false, Khoo: 874.87, best obj: 1125.90(7), mean: 2584.96, max: 3250.19
Date: 01-10 at 15:58:33, #particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: false, Khoo: 874.87, best obj: 1066.53(5), mean: 1159.90, max: 1252.64
Date: 01-10 at 15:59:29, #particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: false, Khoo: 874.87, best obj: 996.22(8), mean: 1198.68, max: 1360.28
Date: 01-10 at 16:00:21, #particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: false, Khoo: 874.87, best obj: 982.03(7), mean: 1257.75, max: 1408.91
Date: 01-10 at 16:01:15, #particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: false, Khoo: 874.87, best obj: 982.03(7), mean: 1277.61, max: 1469.45
Date: 01-10 at 16:02:09, #particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: false, Khoo: 874.87, best obj: 982.03(7), mean: 1174.86, max: 1396.29
Date: 01-10 at 16:03:06, #particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: false, Khoo: 874.87, best obj: 982.03(7), mean: 1101.77, max: 1294.80
Date: 01-10 at 16:04:02, #particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: false, Khoo: 874.87, best obj: 982.03(7), mean: 1035.36, max: 1107.32
Date: 01-10 at 16:05:00, #particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: false, Khoo: 874.87, best obj: 982.03(7), mean: 1240.46, max: 1514.24
Date: 01-10 at 16:05:54, #particle: 15, iter: 12, fix: false, local: true, cut car: true, new generate: false, Khoo: 874.87, best obj: 982.03(7), mean: 1072.16, max: 1228.00
Date: 01-10 at 16:06:51, #particle: 15, iter: 13, fix: false, local: true, cut car: true, new generate: false, Khoo: 874.87, best obj: 982.03(7), mean: 1132.16, max: 1196.15
Date: 01-10 at 16:07:46, #particle: 15, iter: 14, fix: false, local: true, cut car: true, new generate: false, Khoo: 874.87, best obj: 982.03(7), mean: 1079.96, max: 1213.39
Date: 01-10 at 16:08:42, #particle: 15, iter: 16, fix: false, local: true, cut car: true, new generate: false, Khoo: 874.87, best obj: 960.07(7), mean: 1243.86, max: 1547.84
Date: 01-10 at 16:09:36, #particle: 15, iter: 17, fix: false, local: true, cut car: true, new generate: false, Khoo: 874.87, best obj: 957.22(7), mean: 1174.04, max: 1485.53
