Date: 12-30 at 05:59:10, #particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: false, Khoo: 1623.58, best obj: 1921.95(19), mean: 2850.99, max: 3208.58
Date: 12-30 at 06:00:20, #particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: false, Khoo: 1623.58, best obj: 1814.67(19), mean: 2788.97, max: 3231.26
Date: 12-30 at 06:01:32, #particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: false, Khoo: 1623.58, best obj: 1797.75(19), mean: 2669.84, max: 3153.36
Date: 12-30 at 06:02:43, #particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: false, Khoo: 1623.58, best obj: 1797.47(19), mean: 2650.13, max: 3222.13
Date: 12-30 at 06:03:55, #particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: false, Khoo: 1623.58, best obj: 1797.47(19), mean: 2671.78, max: 3234.51
Date: 12-30 at 06:05:09, #particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: false, Khoo: 1623.58, best obj: 1797.47(19), mean: 2512.28, max: 3248.79
Date: 12-30 at 06:06:24, #particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: false, Khoo: 1623.58, best obj: 1797.47(19), mean: 1952.57, max: 2096.46
Date: 12-30 at 06:07:37, #particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: false, Khoo: 1623.58, best obj: 1797.47(19), mean: 1998.16, max: 2149.02
Date: 12-30 at 06:08:46, #particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: false, Khoo: 1623.58, best obj: 1797.47(19), mean: 2076.38, max: 2395.11
Date: 12-30 at 06:09:58, #particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: false, Khoo: 1623.58, best obj: 1765.11(19), mean: 2030.26, max: 2418.91
Date: 12-30 at 06:11:07, #particle: 15, iter: 12, fix: false, local: true, cut car: true, new generate: false, Khoo: 1623.58, best obj: 1743.52(18), mean: 2052.62, max: 2451.15
Date: 12-30 at 06:12:18, #particle: 15, iter: 13, fix: false, local: true, cut car: true, new generate: false, Khoo: 1623.58, best obj: 1734.39(18), mean: 1968.54, max: 2460.81
Date: 12-30 at 06:13:30, #particle: 15, iter: 14, fix: false, local: true, cut car: true, new generate: false, Khoo: 1623.58, best obj: 1734.39(18), mean: 1955.70, max: 2291.23
Date: 12-30 at 06:14:39, #particle: 15, iter: 15, fix: false, local: true, cut car: true, new generate: false, Khoo: 1623.58, best obj: 1734.39(18), mean: 1996.32, max: 2390.31
Date: 12-30 at 06:15:51, #particle: 15, iter: 16, fix: false, local: true, cut car: true, new generate: false, Khoo: 1623.58, best obj: 1734.39(18), mean: 1831.16, max: 1958.45
Date: 12-30 at 06:16:59, #particle: 15, iter: 17, fix: false, local: true, cut car: true, new generate: false, Khoo: 1623.58, best obj: 1734.39(18), mean: 1824.09, max: 1919.39
Date: 12-30 at 06:18:10, #particle: 15, iter: 19, fix: false, local: true, cut car: true, new generate: false, Khoo: 1623.58, best obj: 1734.39(18), mean: 1923.64, max: 2052.01
Date: 12-30 at 06:19:20, #particle: 15, iter: 20, fix: false, local: true, cut car: true, new generate: false, Khoo: 1623.58, best obj: 1734.39(18), mean: 1837.91, max: 2147.94
Date: 12-30 at 06:20:28, #particle: 15, iter: 21, fix: false, local: true, cut car: true, new generate: false, Khoo: 1623.58, best obj: 1734.39(18), mean: 1817.77, max: 1910.02
Date: 12-30 at 06:21:37, #particle: 15, iter: 22, fix: false, local: true, cut car: true, new generate: false, Khoo: 1623.58, best obj: 1734.39(18), mean: 1856.32, max: 1949.44
Date: 12-30 at 06:22:45, #particle: 15, iter: 24, fix: false, local: true, cut car: true, new generate: false, Khoo: 1623.58, best obj: 1734.39(18), mean: 1986.18, max: 2253.69
Date: 12-30 at 06:23:56, #particle: 15, iter: 25, fix: false, local: true, cut car: true, new generate: false, Khoo: 1623.58, best obj: 1734.39(18), mean: 1859.31, max: 2289.88
