Date: 07-03 at 05:44:39, iter: 1, fix: false, local: true, cut car: true, new generate: false, Khoo: 1623.58 best obj: 1981.12(19) mean: 2799.83, max: 3232.67
Date: 07-03 at 05:46:31, iter: 2, fix: false, local: true, cut car: true, new generate: false, Khoo: 1623.58 best obj: 1890.40(18) mean: 2817.36, max: 3259.19
Date: 07-03 at 05:48:30, iter: 3, fix: false, local: true, cut car: true, new generate: false, Khoo: 1623.58 best obj: 1889.29(18) mean: 2785.07, max: 3329.85
Date: 07-03 at 05:50:26, iter: 4, fix: false, local: true, cut car: true, new generate: false, Khoo: 1623.58 best obj: 1888.06(18) mean: 2793.59, max: 3315.12
Date: 07-03 at 05:52:28, iter: 5, fix: false, local: true, cut car: true, new generate: false, Khoo: 1623.58 best obj: 1879.33(19) mean: 2521.26, max: 3250.51
Date: 07-03 at 05:54:26, iter: 6, fix: false, local: true, cut car: true, new generate: false, Khoo: 1623.58 best obj: 1844.73(19) mean: 2546.05, max: 3309.93
Date: 07-03 at 05:56:23, iter: 7, fix: false, local: true, cut car: true, new generate: false, Khoo: 1623.58 best obj: 1827.14(19) mean: 2523.07, max: 3327.22
Date: 07-03 at 05:58:24, iter: 8, fix: false, local: true, cut car: true, new generate: false, Khoo: 1623.58 best obj: 1827.14(19) mean: 2264.54, max: 3314.37
Date: 07-03 at 06:00:23, iter: 9, fix: false, local: true, cut car: true, new generate: false, Khoo: 1623.58 best obj: 1827.14(19) mean: 2176.11, max: 3315.79
Date: 07-03 at 06:02:21, iter: 10, fix: false, local: true, cut car: true, new generate: false, Khoo: 1623.58 best obj: 1827.14(19) mean: 1996.82, max: 2125.44
Date: 07-03 at 06:04:14, iter: 11, fix: false, local: true, cut car: true, new generate: false, Khoo: 1623.58 best obj: 1827.14(19) mean: 1962.49, max: 2187.87
Date: 07-03 at 06:06:09, iter: 13, fix: false, local: true, cut car: true, new generate: false, Khoo: 1623.58 best obj: 1827.14(19) mean: 2093.54, max: 2415.42
Date: 07-03 at 06:08:04, iter: 14, fix: false, local: true, cut car: true, new generate: false, Khoo: 1623.58 best obj: 1827.14(19) mean: 1995.92, max: 2168.92
Date: 07-03 at 06:10:01, iter: 15, fix: false, local: true, cut car: true, new generate: false, Khoo: 1623.58 best obj: 1827.14(19) mean: 1936.07, max: 2149.96
Date: 07-03 at 06:11:59, iter: 16, fix: false, local: true, cut car: true, new generate: false, Khoo: 1623.58 best obj: 1788.14(20) mean: 1965.87, max: 2130.91
Date: 07-03 at 06:13:49, iter: 17, fix: false, local: true, cut car: true, new generate: false, Khoo: 1623.58 best obj: 1773.08(19) mean: 2015.34, max: 2175.62
