Date: 04-10 at 22:09:11, particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: true, best obj: 494.98(3), mean: 546.60, max: 636.20
Date: 04-10 at 22:09:12, particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: true, best obj: 462.25(2), mean: 526.48, max: 603.57
Date: 04-10 at 22:09:13, particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: true, best obj: 462.25(2), mean: 528.97, max: 603.57
Date: 04-10 at 22:09:14, particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: true, best obj: 462.25(2), mean: 553.64, max: 943.85
Date: 04-10 at 22:09:15, particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: true, best obj: 462.25(2), mean: 578.31, max: 1313.86
Date: 04-10 at 22:09:16, particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: true, best obj: 462.25(2), mean: 584.46, max: 1406.10
Date: 04-10 at 22:09:17, particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: true, best obj: 462.25(2), mean: 609.12, max: 1776.11
Date: 04-10 at 22:09:19, particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: true, best obj: 462.25(2), mean: 633.79, max: 2146.12
Date: 04-10 at 22:09:20, particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: true, best obj: 462.25(2), mean: 658.46, max: 2516.13
Date: 04-10 at 22:09:22, particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: true, best obj: 462.25(2), mean: 664.61, max: 2608.37
Date: 04-10 at 22:09:24, particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: true, best obj: 462.25(2), mean: 689.27, max: 2978.38
Date: 04-10 at 22:09:27, particle: 15, iter: 12, fix: false, local: true, cut car: true, new generate: true, best obj: 462.25(2), mean: 713.94, max: 3348.39
