Date: 07-19 at 04:57:37, iter: 1, fix: false, local: true, cut car: true, new generate: true, Khoo: 588.29 best obj: 1195.24(6) mean: 3768.74, max: 4533.26
Date: 07-19 at 04:58:10, iter: 2, fix: false, local: true, cut car: true, new generate: true, Khoo: 588.29 best obj: 1062.69(10) mean: 2519.96, max: 3413.51
Date: 07-19 at 04:58:51, iter: 3, fix: false, local: true, cut car: true, new generate: true, Khoo: 588.29 best obj: 967.12(9) mean: 1872.71, max: 3045.09
Date: 07-19 at 04:59:33, iter: 4, fix: false, local: true, cut car: true, new generate: true, Khoo: 588.29 best obj: 951.45(9) mean: 1610.93, max: 2998.10
Date: 07-19 at 05:00:13, iter: 5, fix: false, local: true, cut car: true, new generate: true, Khoo: 588.29 best obj: 930.03(8) mean: 1415.97, max: 2847.24
Date: 07-19 at 05:00:56, iter: 6, fix: false, local: true, cut car: true, new generate: true, Khoo: 588.29 best obj: 928.90(8) mean: 1375.58, max: 2820.99
Date: 07-19 at 05:01:36, iter: 7, fix: false, local: true, cut car: true, new generate: true, Khoo: 588.29 best obj: 889.92(7) mean: 1108.41, max: 2267.92
Date: 07-19 at 05:02:07, iter: 8, fix: false, local: true, cut car: true, new generate: true, Khoo: 588.29 best obj: 883.16(7) mean: 1175.72, max: 2215.74
Date: 07-19 at 05:02:43, iter: 9, fix: false, local: true, cut car: true, new generate: true, Khoo: 588.29 best obj: 834.73(7) mean: 1024.36, max: 2005.83
Date: 07-19 at 05:03:09, iter: 10, fix: false, local: true, cut car: true, new generate: true, Khoo: 588.29 best obj: 789.60(6) mean: 877.22, max: 972.74
Date: 07-19 at 05:03:49, iter: 11, fix: false, local: true, cut car: true, new generate: true, Khoo: 588.29 best obj: 756.41(6) mean: 835.20, max: 886.38
Date: 07-19 at 05:04:20, iter: 12, fix: false, local: true, cut car: true, new generate: true, Khoo: 588.29 best obj: 756.41(6) mean: 855.86, max: 939.41
Date: 07-19 at 05:04:54, iter: 13, fix: false, local: true, cut car: true, new generate: true, Khoo: 588.29 best obj: 756.41(6) mean: 824.07, max: 877.93
Date: 07-19 at 05:05:16, iter: 14, fix: false, local: true, cut car: true, new generate: true, Khoo: 588.29 best obj: 743.47(6) mean: 800.26, max: 878.55
Date: 07-19 at 05:06:00, iter: 15, fix: false, local: true, cut car: true, new generate: true, Khoo: 588.29 best obj: 743.41(6) mean: 821.19, max: 882.10
Date: 07-19 at 05:06:24, iter: 16, fix: false, local: true, cut car: true, new generate: true, Khoo: 588.29 best obj: 726.63(6) mean: 778.54, max: 887.49
