Date: 08-05 at 11:35:59, iter: 1, new3, Khoo: 705.33, current_best: 938.99 best obj: 938.99(6) mean: 2564.03, max: 3454.05
Date: 08-05 at 11:38:02, iter: 2, new3, Khoo: 705.33, current_best: 907.59 best obj: 907.59(6) mean: 2286.20, max: 3189.42
Date: 08-05 at 11:39:02, iter: 3, new3, Khoo: 705.33, current_best: 898.59 best obj: 898.59(6) mean: 1292.31, max: 1973.38
Date: 08-05 at 11:39:58, iter: 4, new3, Khoo: 705.33, current_best: 896.75 best obj: 896.75(6) mean: 1267.15, max: 1868.71
Date: 08-05 at 11:41:58, iter: 5, new3, Khoo: 705.33, current_best: 865.84 best obj: 865.84(6) mean: 1045.32, max: 1631.67
Date: 08-05 at 11:42:57, iter: 6, new3, Khoo: 705.33, current_best: 864.95 best obj: 864.95(6) mean: 1128.12, max: 1707.59
Date: 08-05 at 11:45:10, iter: 7, new3, Khoo: 705.33, current_best: 864.93 best obj: 864.93(6) mean: 1006.12, max: 1151.66
Date: 08-05 at 11:47:24, iter: 8, new3, Khoo: 705.33, current_best: 864.93 best obj: 864.93(6) mean: 909.82, max: 976.77
Date: 08-05 at 11:49:27, iter: 9, new3, Khoo: 705.33, current_best: 860.68 best obj: 860.68(7) mean: 943.55, max: 1010.71
Date: 08-05 at 11:50:28, iter: 10, new3, Khoo: 705.33, current_best: 853.96 best obj: 853.96(6) mean: 977.58, max: 1048.69
Date: 08-05 at 11:52:30, iter: 11, new3, Khoo: 705.33, current_best: 853.94 best obj: 853.94(6) mean: 893.04, max: 939.77
Date: 08-05 at 11:54:42, iter: 12, new3, Khoo: 705.33, current_best: 848.15 best obj: 848.15(6) mean: 903.39, max: 932.69
Date: 08-05 at 11:56:59, iter: 13, new3, Khoo: 705.33, current_best: 848.15 best obj: 848.15(6) mean: 886.41, max: 917.97
Date: 08-05 at 11:59:07, iter: 14, new3, Khoo: 705.33, current_best: 848.15 best obj: 848.15(6) mean: 879.29, max: 898.61
Date: 08-05 at 12:01:16, iter: 15, new3, Khoo: 705.33, current_best: 848.15 best obj: 848.15(6) mean: 879.08, max: 898.61
Date: 08-05 at 12:03:26, iter: 17, new3, Khoo: 705.33, current_best: 848.15 best obj: 848.15(6) mean: 1047.61, max: 1304.46
Date: 08-05 at 12:05:27, iter: 18, new3, Khoo: 705.33, current_best: 839.10 best obj: 839.10(5) mean: 888.61, max: 999.20
Date: 08-05 at 12:06:27, iter: 19, new3, Khoo: 705.33, current_best: 831.16 best obj: 831.16(5) mean: 973.57, max: 1127.78
Date: 08-05 at 12:08:14, iter: 20, new3, Khoo: 705.33, current_best: 831.16 best obj: 831.16(5) mean: 926.91, max: 1044.68
Date: 08-05 at 12:10:01, iter: 21, new3, Khoo: 705.33, current_best: 831.16 best obj: 831.16(5) mean: 881.00, max: 915.03
Date: 08-05 at 12:11:29, iter: 22, new3, Khoo: 705.33, current_best: 826.66 best obj: 826.66(5) mean: 875.68, max: 948.11
Date: 08-05 at 12:12:46, iter: 23, new3, Khoo: 705.33, current_best: 824.22 best obj: 824.22(5) mean: 854.39, max: 962.63
Date: 08-05 at 12:13:42, iter: 24, new3, Khoo: 705.33, current_best: 824.22 best obj: 824.22(5) mean: 846.92, max: 966.22
Date: 08-05 at 12:14:36, iter: 25, new3, Khoo: 705.33, current_best: 824.22 best obj: 824.22(5) mean: 829.68, max: 862.36
Date: 08-05 at 12:15:29, iter: 26, new3, Khoo: 705.33, current_best: 822.99 best obj: 822.99(5) mean: 825.74, max: 834.33
Date: 08-05 at 12:15:55, iter: 27, new3, Khoo: 705.33, current_best: 822.44 best obj: 822.44(5) mean: 888.54, max: 905.60
Date: 08-05 at 12:16:53, iter: 28, new3, Khoo: 705.33, current_best: 822.44 best obj: 822.44(5) mean: 829.84, max: 852.41
Date: 08-05 at 12:17:20, iter: 29, new3, Khoo: 705.33, current_best: 822.44 best obj: 822.44(5) mean: 843.08, max: 900.42
Date: 08-05 at 12:18:16, iter: 30, new3, Khoo: 705.33, current_best: 815.52 best obj: 815.52(5) mean: 825.88, max: 845.44
Date: 08-05 at 12:19:08, iter: 31, new3, Khoo: 705.33, current_best: 815.38 best obj: 815.38(5) mean: 825.37, max: 842.91
Date: 08-05 at 12:20:03, iter: 32, new3, Khoo: 705.33, current_best: 815.38 best obj: 815.38(5) mean: 849.58, max: 875.75
Date: 08-05 at 12:20:30, iter: 33, new3, Khoo: 705.33, current_best: 815.38 best obj: 815.38(5) mean: 816.80, max: 823.10
