Date: 12-08 at 15:06:53, #particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: true, Khoo: 1157.55, best obj: 1746.95(10), mean: 3696.49, max: 4679.17
Date: 12-08 at 15:07:37, #particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: true, Khoo: 1157.55, best obj: 1465.30(10), mean: 2833.99, max: 4329.79
Date: 12-08 at 15:08:22, #particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: true, Khoo: 1157.55, best obj: 1412.81(9), mean: 2853.42, max: 4338.00
Date: 12-08 at 15:09:09, #particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: true, Khoo: 1157.55, best obj: 1405.46(9), mean: 2467.88, max: 3946.14
Date: 12-08 at 15:09:59, #particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: true, Khoo: 1157.55, best obj: 1405.46(9), mean: 2235.79, max: 3448.80
Date: 12-08 at 15:10:55, #particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: true, Khoo: 1157.55, best obj: 1405.46(9), mean: 1544.01, max: 1658.09
Date: 12-08 at 15:11:43, #particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: true, Khoo: 1157.55, best obj: 1405.46(9), mean: 1578.67, max: 1714.06
Date: 12-08 at 15:12:37, #particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: true, Khoo: 1157.55, best obj: 1405.46(9), mean: 1532.58, max: 1677.52
Date: 12-08 at 15:13:34, #particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: true, Khoo: 1157.55, best obj: 1379.53(10), mean: 3401.60, max: 4016.22
Date: 12-08 at 15:14:26, #particle: 15, iter: 12, fix: false, local: true, cut car: true, new generate: true, Khoo: 1157.55, best obj: 1326.25(10), mean: 2805.14, max: 3862.25
Date: 12-08 at 15:15:08, #particle: 15, iter: 13, fix: false, local: true, cut car: true, new generate: true, Khoo: 1157.55, best obj: 1299.54(9), mean: 2605.22, max: 3468.86
Date: 12-08 at 15:15:57, #particle: 15, iter: 14, fix: false, local: true, cut car: true, new generate: true, Khoo: 1157.55, best obj: 1299.54(9), mean: 2572.21, max: 3385.75
Date: 12-08 at 15:16:45, #particle: 15, iter: 15, fix: false, local: true, cut car: true, new generate: true, Khoo: 1157.55, best obj: 1299.54(9), mean: 2239.88, max: 3216.41
Date: 12-08 at 15:17:36, #particle: 15, iter: 16, fix: false, local: true, cut car: true, new generate: true, Khoo: 1157.55, best obj: 1299.54(9), mean: 2111.80, max: 3212.22
Date: 12-08 at 15:18:18, #particle: 15, iter: 17, fix: false, local: true, cut car: true, new generate: true, Khoo: 1157.55, best obj: 1299.54(9), mean: 1786.04, max: 2906.63
Date: 12-08 at 15:19:17, #particle: 15, iter: 20, fix: false, local: true, cut car: true, new generate: true, Khoo: 1157.55, best obj: 1299.54(9), mean: 3418.08, max: 4181.87
Date: 12-08 at 15:20:07, #particle: 15, iter: 21, fix: false, local: true, cut car: true, new generate: true, Khoo: 1157.55, best obj: 1299.54(9), mean: 2028.20, max: 4206.56
Date: 12-08 at 15:20:54, #particle: 15, iter: 22, fix: false, local: true, cut car: true, new generate: true, Khoo: 1157.55, best obj: 1299.54(9), mean: 1983.63, max: 3884.54
Date: 12-08 at 15:21:34, #particle: 15, iter: 23, fix: false, local: true, cut car: true, new generate: true, Khoo: 1157.55, best obj: 1299.54(9), mean: 1788.75, max: 3113.57
Date: 12-08 at 15:22:21, #particle: 15, iter: 26, fix: false, local: true, cut car: true, new generate: true, Khoo: 1157.55, best obj: 1299.54(9), mean: 3376.80, max: 4190.53
Date: 12-08 at 15:23:10, #particle: 15, iter: 27, fix: false, local: true, cut car: true, new generate: true, Khoo: 1157.55, best obj: 1299.54(9), mean: 2187.57, max: 4158.60
