Date: 01-06 at 11:56:50, #particle: 15, iter: 1, fix: false, local: false, cut car: false, new generate: true, Khoo: 1454.68, best obj: 1678.33(22), mean: 2587.97, max: 3058.81
Date: 01-06 at 11:57:58, #particle: 15, iter: 2, fix: false, local: false, cut car: false, new generate: true, Khoo: 1454.68, best obj: 1551.90(20), mean: 2543.93, max: 3057.00
Date: 01-06 at 11:58:59, #particle: 15, iter: 3, fix: false, local: false, cut car: false, new generate: true, Khoo: 1454.68, best obj: 1541.74(19), mean: 2399.11, max: 2969.70
Date: 01-06 at 12:00:03, #particle: 15, iter: 4, fix: false, local: false, cut car: false, new generate: true, Khoo: 1454.68, best obj: 1541.74(19), mean: 2255.02, max: 2938.83
Date: 01-06 at 12:01:10, #particle: 15, iter: 5, fix: false, local: false, cut car: false, new generate: true, Khoo: 1454.68, best obj: 1541.74(19), mean: 2274.41, max: 2958.33
Date: 01-06 at 12:02:23, #particle: 15, iter: 6, fix: false, local: false, cut car: false, new generate: true, Khoo: 1454.68, best obj: 1541.74(19), mean: 1667.88, max: 1773.53
Date: 01-06 at 12:03:24, #particle: 15, iter: 7, fix: false, local: false, cut car: false, new generate: true, Khoo: 1454.68, best obj: 1541.74(19), mean: 1674.92, max: 1820.98
Date: 01-06 at 12:04:37, #particle: 15, iter: 9, fix: false, local: false, cut car: false, new generate: true, Khoo: 1454.68, best obj: 1538.34(20), mean: 2675.10, max: 3149.85
Date: 01-06 at 12:06:00, #particle: 15, iter: 10, fix: false, local: false, cut car: false, new generate: true, Khoo: 1454.68, best obj: 1532.91(19), mean: 1705.03, max: 1781.19
Date: 01-06 at 12:06:57, #particle: 15, iter: 11, fix: false, local: false, cut car: false, new generate: true, Khoo: 1454.68, best obj: 1532.91(19), mean: 1717.66, max: 1808.15
Date: 01-06 at 12:08:03, #particle: 15, iter: 12, fix: false, local: false, cut car: false, new generate: true, Khoo: 1454.68, best obj: 1532.91(19), mean: 1688.78, max: 1825.78
Date: 01-06 at 12:09:04, #particle: 15, iter: 13, fix: false, local: false, cut car: false, new generate: true, Khoo: 1454.68, best obj: 1532.91(19), mean: 1738.18, max: 1888.11
Date: 01-06 at 12:10:02, #particle: 15, iter: 14, fix: false, local: false, cut car: false, new generate: true, Khoo: 1454.68, best obj: 1532.91(19), mean: 1736.02, max: 1930.06
Date: 01-06 at 12:11:05, #particle: 15, iter: 16, fix: false, local: false, cut car: false, new generate: true, Khoo: 1454.68, best obj: 1532.91(19), mean: 2683.02, max: 3056.42
Date: 01-06 at 12:12:17, #particle: 15, iter: 17, fix: false, local: false, cut car: false, new generate: true, Khoo: 1454.68, best obj: 1532.91(19), mean: 1683.41, max: 1763.73
Date: 01-06 at 12:13:24, #particle: 15, iter: 18, fix: false, local: false, cut car: false, new generate: true, Khoo: 1454.68, best obj: 1532.91(19), mean: 1641.48, max: 1737.32
Date: 01-06 at 12:14:38, #particle: 15, iter: 19, fix: false, local: false, cut car: false, new generate: true, Khoo: 1454.68, best obj: 1532.91(19), mean: 1611.32, max: 1691.30
Date: 01-06 at 12:15:40, #particle: 15, iter: 21, fix: false, local: false, cut car: false, new generate: true, Khoo: 1454.68, best obj: 1532.91(19), mean: 2617.67, max: 2986.12
Date: 01-06 at 12:16:56, #particle: 15, iter: 22, fix: false, local: false, cut car: false, new generate: true, Khoo: 1454.68, best obj: 1532.91(19), mean: 1658.24, max: 1754.94
