Date: 07-13 at 00:38:10, iter: 1, fix: false, local: true, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1564.55(12) mean: 3184.53, max: 4213.96
Date: 07-13 at 00:39:11, iter: 2, fix: false, local: true, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1430.01(11) mean: 2733.43, max: 3855.39
Date: 07-13 at 00:40:09, iter: 3, fix: false, local: true, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1384.62(10) mean: 2482.44, max: 3673.62
Date: 07-13 at 00:41:05, iter: 4, fix: false, local: true, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1373.16(9) mean: 1463.66, max: 1610.65
Date: 07-13 at 00:42:01, iter: 5, fix: false, local: true, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1346.19(9) mean: 1482.80, max: 1601.89
Date: 07-13 at 00:43:01, iter: 6, fix: false, local: true, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1344.91(9) mean: 1539.49, max: 1715.73
Date: 07-13 at 00:44:00, iter: 7, fix: false, local: true, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1344.91(9) mean: 1596.54, max: 1776.86
Date: 07-13 at 00:45:00, iter: 8, fix: false, local: true, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1344.91(9) mean: 1540.93, max: 1804.37
Date: 07-13 at 00:46:00, iter: 9, fix: false, local: true, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1344.91(9) mean: 1630.75, max: 1895.97
Date: 07-13 at 00:47:01, iter: 10, fix: false, local: true, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1344.91(9) mean: 1475.92, max: 1651.55
Date: 07-13 at 00:48:05, iter: 11, fix: false, local: true, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1344.91(9) mean: 1406.56, max: 1515.47
Date: 07-13 at 00:49:04, iter: 12, fix: false, local: true, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1343.96(9) mean: 1477.01, max: 1664.39
Date: 07-13 at 00:50:05, iter: 13, fix: false, local: true, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1326.23(9) mean: 1487.27, max: 1696.84
Date: 07-13 at 00:51:05, iter: 14, fix: false, local: true, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1325.86(9) mean: 1561.70, max: 1767.55
Date: 07-13 at 00:52:04, iter: 15, fix: false, local: true, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1325.79(9) mean: 1433.12, max: 1618.73
Date: 07-13 at 00:53:05, iter: 16, fix: false, local: true, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1296.64(9) mean: 1444.66, max: 1660.62
Date: 07-13 at 00:54:04, iter: 17, fix: false, local: true, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1291.62(8) mean: 1378.70, max: 1488.40
