Date: 09-07 at 17:57:21, #particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: true, Khoo: 938.2, best obj: 1150.84(11), mean: 2171.66, max: 2867.11
Date: 09-07 at 17:58:39, #particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: true, Khoo: 938.2, best obj: 1085.93(11), mean: 2050.59, max: 2809.13
Date: 09-07 at 17:59:55, #particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: true, Khoo: 938.2, best obj: 1075.95(11), mean: 2006.26, max: 2601.82
Date: 09-07 at 18:01:13, #particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: true, Khoo: 938.2, best obj: 1074.84(11), mean: 1967.24, max: 2551.72
Date: 09-07 at 18:02:32, #particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: true, Khoo: 938.2, best obj: 1074.84(11), mean: 1855.96, max: 2431.23
Date: 09-07 at 18:03:51, #particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: true, Khoo: 938.2, best obj: 1074.84(11), mean: 1420.90, max: 2328.04
Date: 09-07 at 18:05:07, #particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: true, Khoo: 938.2, best obj: 1069.62(13), mean: 1308.15, max: 2136.20
Date: 09-07 at 18:06:22, #particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: true, Khoo: 938.2, best obj: 1047.55(12), mean: 1271.24, max: 2074.77
Date: 09-07 at 18:07:36, #particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: true, Khoo: 938.2, best obj: 1047.55(12), mean: 1124.95, max: 1468.53
Date: 09-07 at 18:08:48, #particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: true, Khoo: 938.2, best obj: 1045.92(12), mean: 1113.27, max: 1202.65
Date: 09-07 at 18:10:00, #particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: true, Khoo: 938.2, best obj: 1038.89(12), mean: 1100.62, max: 1259.89
Date: 09-07 at 18:11:14, #particle: 15, iter: 12, fix: false, local: true, cut car: true, new generate: true, Khoo: 938.2, best obj: 1036.38(12), mean: 1102.13, max: 1195.06
Date: 09-07 at 18:12:29, #particle: 15, iter: 13, fix: false, local: true, cut car: true, new generate: true, Khoo: 938.2, best obj: 1036.38(12), mean: 1123.02, max: 1247.70
Date: 09-07 at 18:13:41, #particle: 15, iter: 14, fix: false, local: true, cut car: true, new generate: true, Khoo: 938.2, best obj: 1033.44(12), mean: 1139.05, max: 1210.67
Date: 09-07 at 18:14:56, #particle: 15, iter: 15, fix: false, local: true, cut car: true, new generate: true, Khoo: 938.2, best obj: 1017.78(12), mean: 1058.89, max: 1160.80
Date: 09-07 at 18:16:11, #particle: 15, iter: 16, fix: false, local: true, cut car: true, new generate: true, Khoo: 938.2, best obj: 996.58(11), mean: 1102.03, max: 1170.82
Date: 09-07 at 18:17:19, #particle: 15, iter: 17, fix: false, local: true, cut car: true, new generate: true, Khoo: 938.2, best obj: 994.09(11), mean: 1065.72, max: 1153.30
Date: 09-07 at 18:18:31, #particle: 15, iter: 18, fix: false, local: true, cut car: true, new generate: true, Khoo: 938.2, best obj: 994.09(11), mean: 1042.49, max: 1095.17
Date: 09-07 at 18:19:42, #particle: 15, iter: 19, fix: false, local: true, cut car: true, new generate: true, Khoo: 938.2, best obj: 994.09(11), mean: 1073.40, max: 1145.08
Date: 09-07 at 18:20:54, #particle: 15, iter: 20, fix: false, local: true, cut car: true, new generate: true, Khoo: 938.2, best obj: 994.09(11), mean: 1044.02, max: 1091.78
Date: 09-07 at 18:22:03, #particle: 15, iter: 21, fix: false, local: true, cut car: true, new generate: true, Khoo: 938.2, best obj: 994.09(11), mean: 1038.68, max: 1090.98
Date: 09-07 at 18:23:13, #particle: 15, iter: 23, fix: false, local: true, cut car: true, new generate: true, Khoo: 938.2, best obj: 994.09(11), mean: 1128.33, max: 1342.03
Date: 09-07 at 18:24:25, #particle: 15, iter: 24, fix: false, local: true, cut car: true, new generate: true, Khoo: 938.2, best obj: 994.09(11), mean: 1115.32, max: 1337.08
Date: 09-07 at 18:25:35, #particle: 15, iter: 25, fix: false, local: true, cut car: true, new generate: true, Khoo: 938.2, best obj: 991.96(11), mean: 1030.28, max: 1098.52
Date: 09-07 at 18:26:45, #particle: 15, iter: 26, fix: false, local: true, cut car: true, new generate: true, Khoo: 938.2, best obj: 988.96(11), mean: 1018.94, max: 1054.07
Date: 09-07 at 18:27:56, #particle: 15, iter: 27, fix: false, local: true, cut car: true, new generate: true, Khoo: 938.2, best obj: 987.82(11), mean: 1042.81, max: 1085.47
Date: 09-07 at 18:29:04, #particle: 15, iter: 28, fix: false, local: true, cut car: true, new generate: true, Khoo: 938.2, best obj: 987.82(11), mean: 1041.39, max: 1124.49
