Date: 08-06 at 14:39:33, iter: 1, new3, Khoo: 1239.37, current_best: 1449.16 best obj: 1449.16(17) mean: 2363.23, max: 2923.86
Date: 08-06 at 14:41:24, iter: 2, new3, Khoo: 1239.37, current_best: 1378.76 best obj: 1378.76(16) mean: 2119.88, max: 2907.49
Date: 08-06 at 14:43:12, iter: 3, new3, Khoo: 1239.37, current_best: 1351.47 best obj: 1351.47(16) mean: 2157.86, max: 2925.00
Date: 08-06 at 14:45:03, iter: 4, new3, Khoo: 1239.37, current_best: 1340.60 best obj: 1340.60(16) mean: 2018.10, max: 2906.59
Date: 08-06 at 14:47:05, iter: 5, new3, Khoo: 1239.37, current_best: 1334.19 best obj: 1334.19(16) mean: 1918.28, max: 2851.14
Date: 08-06 at 14:48:54, iter: 6, new3, Khoo: 1239.37, current_best: 1334.19 best obj: 1334.19(16) mean: 1884.80, max: 2875.85
Date: 08-06 at 14:51:01, iter: 7, new3, Khoo: 1239.37, current_best: 1334.19 best obj: 1334.19(16) mean: 1837.30, max: 2878.56
Date: 08-06 at 14:52:52, iter: 8, new3, Khoo: 1239.37, current_best: 1334.19 best obj: 1334.19(16) mean: 1810.10, max: 2855.41
Date: 08-06 at 14:54:44, iter: 10, new3, Khoo: 1239.37, current_best: 1334.19 best obj: 1334.19(16) mean: 1888.02, max: 2903.13
Date: 08-06 at 14:56:36, iter: 11, new3, Khoo: 1239.37, current_best: 1334.19 best obj: 1334.19(16) mean: 1704.50, max: 2651.18
Date: 08-06 at 14:58:32, iter: 12, new3, Khoo: 1239.37, current_best: 1334.19 best obj: 1334.19(16) mean: 1530.09, max: 1802.44
Date: 08-06 at 15:00:34, iter: 13, new3, Khoo: 1239.37, current_best: 1334.19 best obj: 1334.19(16) mean: 1438.36, max: 1533.03
Date: 08-06 at 15:02:24, iter: 15, new3, Khoo: 1239.37, current_best: 1334.19 best obj: 1334.19(16) mean: 1501.83, max: 1671.78
Date: 08-06 at 15:04:28, iter: 17, new3, Khoo: 1239.37, current_best: 1334.19 best obj: 1334.19(17) mean: 1495.48, max: 1737.71
Date: 08-06 at 15:06:15, iter: 18, new3, Khoo: 1239.37, current_best: 1334.19 best obj: 1361.29(16) mean: 1556.43, max: 1857.31
Date: 08-06 at 15:08:05, iter: 19, new3, Khoo: 1239.37, current_best: 1334.19 best obj: 1354.94(16) mean: 1556.68, max: 1817.12
Date: 08-06 at 15:09:56, iter: 21, new3, Khoo: 1239.37, current_best: 1334.19 best obj: 1347.57(16) mean: 1648.31, max: 2042.90
Date: 08-06 at 15:11:53, iter: 22, new3, Khoo: 1239.37, current_best: 1334.19 best obj: 1345.60(16) mean: 1555.35, max: 1867.70
Date: 08-06 at 15:13:39, iter: 23, new3, Khoo: 1239.37, current_best: 1326.18 best obj: 1326.18(17) mean: 1515.04, max: 1746.19
Date: 08-06 at 15:15:31, iter: 24, new3, Khoo: 1239.37, current_best: 1306.96 best obj: 1306.96(15) mean: 1542.49, max: 1784.89
