Date: 04-18 at 15:31:07, particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: true, best obj: 587.61(3), mean: 652.88, max: 700.35
Date: 04-18 at 15:31:08, particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: true, best obj: 539.44(3), mean: 625.72, max: 698.39
Date: 04-18 at 15:31:09, particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: true, best obj: 539.44(3), mean: 751.74, max: 1021.25
Date: 04-18 at 15:31:10, particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: true, best obj: 539.44(3), mean: 880.04, max: 1344.11
Date: 04-18 at 15:31:12, particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: true, best obj: 539.44(3), mean: 907.18, max: 1411.97
Date: 04-18 at 15:31:13, particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: true, best obj: 539.44(3), mean: 954.82, max: 1560.69
Date: 04-18 at 15:31:15, particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: true, best obj: 539.44(3), mean: 821.11, max: 912.65
Date: 04-18 at 15:31:17, particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: true, best obj: 539.44(3), mean: 615.46, max: 688.60
Date: 04-18 at 15:31:18, particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: true, best obj: 539.44(3), mean: 596.56, max: 655.65
Date: 04-18 at 15:31:19, particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: true, best obj: 539.44(3), mean: 746.37, max: 978.51
Date: 04-18 at 15:31:20, particle: 15, iter: 13, fix: false, local: true, cut car: true, new generate: true, best obj: 539.44(3), mean: 821.11, max: 912.65
Date: 04-18 at 15:31:21, particle: 15, iter: 14, fix: false, local: true, cut car: true, new generate: true, best obj: 539.44(3), mean: 805.01, max: 1225.42
Date: 04-18 at 15:31:22, particle: 15, iter: 15, fix: false, local: true, cut car: true, new generate: true, best obj: 539.44(3), mean: 825.85, max: 1374.14
Date: 04-18 at 15:31:23, particle: 15, iter: 16, fix: false, local: true, cut car: true, new generate: true, best obj: 539.44(3), mean: 850.65, max: 1441.99
Date: 04-18 at 15:31:24, particle: 15, iter: 18, fix: false, local: true, cut car: true, new generate: true, best obj: 520.05(3), mean: 816.93, max: 912.65
Date: 04-18 at 15:31:26, particle: 15, iter: 19, fix: false, local: true, cut car: true, new generate: true, best obj: 520.05(3), mean: 647.76, max: 902.00
Date: 04-18 at 15:31:27, particle: 15, iter: 20, fix: false, local: true, cut car: true, new generate: true, best obj: 520.05(3), mean: 641.67, max: 1026.46
