Date: 04-18 at 15:56:20, particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: true, best obj: 615.84(3), mean: 643.58, max: 684.83
Date: 04-18 at 15:56:21, particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: true, best obj: 574.88(3), mean: 620.56, max: 671.22
Date: 04-18 at 15:56:22, particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: true, best obj: 574.88(3), mean: 626.08, max: 685.28
Date: 04-18 at 15:56:23, particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: true, best obj: 574.88(3), mean: 623.71, max: 685.28
Date: 04-18 at 15:56:24, particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: true, best obj: 574.88(3), mean: 647.69, max: 1044.99
Date: 04-18 at 15:56:25, particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: true, best obj: 574.88(3), mean: 671.67, max: 1404.69
Date: 04-18 at 15:56:26, particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: true, best obj: 574.88(3), mean: 823.48, max: 912.65
Date: 04-18 at 15:56:28, particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: true, best obj: 574.88(3), mean: 635.85, max: 707.95
Date: 04-18 at 15:56:29, particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: true, best obj: 574.88(3), mean: 620.93, max: 686.59
Date: 04-18 at 15:56:30, particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: true, best obj: 574.88(3), mean: 689.72, max: 975.48
Date: 04-18 at 15:56:31, particle: 15, iter: 13, fix: false, local: true, cut car: true, new generate: true, best obj: 574.88(3), mean: 823.48, max: 912.65
Date: 04-18 at 15:56:33, particle: 15, iter: 14, fix: false, local: true, cut car: true, new generate: true, best obj: 574.88(3), mean: 636.55, max: 681.37
Date: 04-18 at 15:56:34, particle: 15, iter: 15, fix: false, local: true, cut car: true, new generate: true, best obj: 574.33(3), mean: 614.14, max: 667.93
Date: 04-18 at 15:56:35, particle: 15, iter: 16, fix: false, local: true, cut car: true, new generate: true, best obj: 573.01(3), mean: 632.11, max: 978.26
Date: 04-18 at 15:56:36, particle: 15, iter: 17, fix: false, local: true, cut car: true, new generate: true, best obj: 573.01(3), mean: 639.61, max: 1090.76
Date: 04-18 at 15:56:37, particle: 15, iter: 18, fix: false, local: true, cut car: true, new generate: true, best obj: 573.01(3), mean: 647.11, max: 1203.26
Date: 04-18 at 15:56:38, particle: 15, iter: 19, fix: false, local: true, cut car: true, new generate: true, best obj: 573.01(3), mean: 654.61, max: 1315.75
Date: 04-18 at 15:56:39, particle: 15, iter: 20, fix: false, local: true, cut car: true, new generate: true, best obj: 573.01(3), mean: 668.50, max: 1524.19
Date: 04-18 at 15:56:40, particle: 15, iter: 22, fix: false, local: true, cut car: true, new generate: true, best obj: 573.01(3), mean: 820.55, max: 912.65
Date: 04-18 at 15:56:41, particle: 15, iter: 23, fix: false, local: true, cut car: true, new generate: true, best obj: 573.01(3), mean: 636.34, max: 693.34
Date: 04-18 at 15:56:42, particle: 15, iter: 24, fix: false, local: true, cut car: true, new generate: true, best obj: 520.62(3), mean: 614.32, max: 671.22
Date: 04-18 at 15:56:43, particle: 15, iter: 25, fix: false, local: true, cut car: true, new generate: true, best obj: 520.62(3), mean: 596.28, max: 671.22
Date: 04-18 at 15:56:44, particle: 15, iter: 26, fix: false, local: true, cut car: true, new generate: true, best obj: 520.62(3), mean: 596.23, max: 671.22
Date: 04-18 at 15:56:45, particle: 15, iter: 27, fix: false, local: true, cut car: true, new generate: true, best obj: 520.62(3), mean: 628.29, max: 744.43
Date: 04-18 at 15:56:46, particle: 15, iter: 28, fix: false, local: true, cut car: true, new generate: true, best obj: 520.62(3), mean: 661.48, max: 868.89
Date: 04-18 at 15:56:47, particle: 15, iter: 30, fix: false, local: true, cut car: true, new generate: true, best obj: 520.62(3), mean: 819.86, max: 912.65
Date: 04-18 at 15:56:49, particle: 15, iter: 31, fix: false, local: true, cut car: true, new generate: true, best obj: 520.62(3), mean: 619.25, max: 683.67
Date: 04-18 at 15:56:50, particle: 15, iter: 32, fix: false, local: true, cut car: true, new generate: true, best obj: 520.62(3), mean: 632.20, max: 781.68
Date: 04-18 at 15:56:51, particle: 15, iter: 33, fix: false, local: true, cut car: true, new generate: true, best obj: 520.62(3), mean: 613.98, max: 781.68
Date: 04-18 at 15:56:52, particle: 15, iter: 35, fix: false, local: true, cut car: true, new generate: true, best obj: 520.05(3), mean: 813.74, max: 902.55
Date: 04-18 at 15:56:53, particle: 15, iter: 36, fix: false, local: true, cut car: true, new generate: true, best obj: 520.05(3), mean: 665.24, max: 1085.88
Date: 04-18 at 15:56:55, particle: 15, iter: 37, fix: false, local: true, cut car: true, new generate: true, best obj: 520.05(3), mean: 680.74, max: 1344.14
Date: 04-18 at 15:56:56, particle: 15, iter: 38, fix: false, local: true, cut car: true, new generate: true, best obj: 520.05(3), mean: 720.77, max: 1468.59
Date: 04-18 at 15:56:57, particle: 15, iter: 40, fix: false, local: true, cut car: true, new generate: true, best obj: 520.05(3), mean: 813.74, max: 902.55
Date: 04-18 at 15:56:58, particle: 15, iter: 41, fix: false, local: true, cut car: true, new generate: true, best obj: 520.05(3), mean: 619.89, max: 690.50
Date: 04-18 at 15:56:59, particle: 15, iter: 42, fix: false, local: true, cut car: true, new generate: true, best obj: 520.05(3), mean: 588.37, max: 679.35
