Date: 08-10 at 02:58:39, iter: 1, new3, Khoo: 1261.67, current_best: 1632.33 best obj: 1632.33(15) mean: 2746.97, max: 3543.98
Date: 08-10 at 03:00:04, iter: 2, new3, Khoo: 1261.67, current_best: 1533.79 best obj: 1533.79(15) mean: 2716.03, max: 3467.01
Date: 08-10 at 03:01:44, iter: 3, new3, Khoo: 1261.67, current_best: 1514.55 best obj: 1514.55(15) mean: 1645.86, max: 1801.26
Date: 08-10 at 03:03:14, iter: 4, new3, Khoo: 1261.67, current_best: 1471.30 best obj: 1471.30(14) mean: 1735.49, max: 1903.74
Date: 08-10 at 03:04:34, iter: 5, new3, Khoo: 1261.67, current_best: 1466.64 best obj: 1466.64(14) mean: 1766.95, max: 1934.22
Date: 08-10 at 03:06:06, iter: 6, new3, Khoo: 1261.67, current_best: 1463.97 best obj: 1463.97(14) mean: 1739.18, max: 1972.22
Date: 08-10 at 03:07:37, iter: 7, new3, Khoo: 1261.67, current_best: 1463.97 best obj: 1463.97(14) mean: 1615.29, max: 1881.41
Date: 08-10 at 03:09:03, iter: 8, new3, Khoo: 1261.67, current_best: 1463.97 best obj: 1463.97(14) mean: 1703.02, max: 1986.23
Date: 08-10 at 03:10:41, iter: 9, new3, Khoo: 1261.67, current_best: 1453.42 best obj: 1453.42(14) mean: 1574.88, max: 1665.65
Date: 08-10 at 03:12:14, iter: 10, new3, Khoo: 1261.67, current_best: 1439.95 best obj: 1439.95(14) mean: 1544.49, max: 1725.98
Date: 08-10 at 03:13:36, iter: 11, new3, Khoo: 1261.67, current_best: 1438.03 best obj: 1438.03(14) mean: 1584.11, max: 1763.74
Date: 08-10 at 03:15:08, iter: 12, new3, Khoo: 1261.67, current_best: 1438.03 best obj: 1438.03(14) mean: 1602.42, max: 1806.43
Date: 08-10 at 03:16:42, iter: 13, new3, Khoo: 1261.67, current_best: 1437.12 best obj: 1437.12(14) mean: 1516.25, max: 1652.43
Date: 08-10 at 03:18:08, iter: 14, new3, Khoo: 1261.67, current_best: 1436.90 best obj: 1436.90(14) mean: 1601.78, max: 1720.20
Date: 08-10 at 03:19:36, iter: 15, new3, Khoo: 1261.67, current_best: 1436.90 best obj: 1436.90(14) mean: 1583.24, max: 1736.28
Date: 08-10 at 03:21:05, iter: 16, new3, Khoo: 1261.67, current_best: 1436.90 best obj: 1436.90(14) mean: 1606.21, max: 1776.28
Date: 08-10 at 03:22:37, iter: 17, new3, Khoo: 1261.67, current_best: 1436.90 best obj: 1436.90(14) mean: 1602.33, max: 1771.68
Date: 08-10 at 03:24:11, iter: 19, new3, Khoo: 1261.67, current_best: 1436.90 best obj: 1436.90(14) mean: 1621.19, max: 1893.32
Date: 08-10 at 03:25:39, iter: 20, new3, Khoo: 1261.67, current_best: 1398.47 best obj: 1398.47(14) mean: 1527.45, max: 1800.60
Date: 08-10 at 03:27:07, iter: 21, new3, Khoo: 1261.67, current_best: 1380.92 best obj: 1380.92(13) mean: 1465.22, max: 1564.45
Date: 08-10 at 03:28:32, iter: 22, new3, Khoo: 1261.67, current_best: 1380.92 best obj: 1380.92(13) mean: 1533.35, max: 1600.55
Date: 08-10 at 03:29:55, iter: 23, new3, Khoo: 1261.67, current_best: 1380.92 best obj: 1380.92(13) mean: 1532.72, max: 1646.79
Date: 08-10 at 03:31:21, iter: 24, new3, Khoo: 1261.67, current_best: 1380.92 best obj: 1380.92(13) mean: 1504.02, max: 1742.86
Date: 08-10 at 03:32:52, iter: 26, new3, Khoo: 1261.67, current_best: 1380.92 best obj: 1380.92(13) mean: 1657.40, max: 1956.07
Date: 08-10 at 03:34:18, iter: 27, new3, Khoo: 1261.67, current_best: 1380.92 best obj: 1380.92(13) mean: 1501.96, max: 1843.32
Date: 08-10 at 03:35:41, iter: 28, new3, Khoo: 1261.67, current_best: 1380.92 best obj: 1380.92(13) mean: 1494.73, max: 1587.58
Date: 08-10 at 03:37:00, iter: 29, new3, Khoo: 1261.67, current_best: 1380.92 best obj: 1380.92(13) mean: 1500.96, max: 1599.77
Date: 08-10 at 03:38:28, iter: 31, new3, Khoo: 1261.67, current_best: 1380.92 best obj: 1380.92(13) mean: 1596.52, max: 1797.02
Date: 08-10 at 03:40:17, iter: 33, new3, Khoo: 1261.67, current_best: 1380.92 best obj: 1380.92(14) mean: 1604.97, max: 1829.41
Date: 08-10 at 03:41:43, iter: 34, new3, Khoo: 1261.67, current_best: 1380.92 best obj: 1384.58(13) mean: 1582.25, max: 1902.35
Date: 08-10 at 03:43:16, iter: 35, new3, Khoo: 1261.67, current_best: 1379.63 best obj: 1379.63(13) mean: 1448.61, max: 1622.12
Date: 08-10 at 03:44:43, iter: 36, new3, Khoo: 1261.67, current_best: 1370.25 best obj: 1370.25(13) mean: 1467.65, max: 1579.74
Date: 08-10 at 03:46:10, iter: 37, new3, Khoo: 1261.67, current_best: 1369.07 best obj: 1369.07(13) mean: 1483.12, max: 1649.45
