Date: 08-06 at 11:51:14, iter: 1, new3, Khoo: 1239.37, current_best: 1477.41 best obj: 1477.41(16) mean: 2355.05, max: 2931.92
Date: 08-06 at 11:52:41, iter: 2, new3, Khoo: 1239.37, current_best: 1400.31 best obj: 1400.31(16) mean: 2103.42, max: 2930.28
Date: 08-06 at 11:54:10, iter: 3, new3, Khoo: 1239.37, current_best: 1380.64 best obj: 1380.64(16) mean: 1943.37, max: 2729.65
Date: 08-06 at 11:55:33, iter: 4, new3, Khoo: 1239.37, current_best: 1380.64 best obj: 1380.64(16) mean: 1885.56, max: 2748.33
Date: 08-06 at 11:57:04, iter: 5, new3, Khoo: 1239.37, current_best: 1380.64 best obj: 1380.64(16) mean: 1917.10, max: 2782.46
Date: 08-06 at 11:58:34, iter: 6, new3, Khoo: 1239.37, current_best: 1380.64 best obj: 1380.64(16) mean: 1947.85, max: 2780.08
Date: 08-06 at 12:00:16, iter: 8, new3, Khoo: 1239.37, current_best: 1380.64 best obj: 1380.64(16) mean: 1529.42, max: 1705.03
Date: 08-06 at 12:01:41, iter: 9, new3, Khoo: 1239.37, current_best: 1380.64 best obj: 1380.64(16) mean: 1567.42, max: 1751.63
Date: 08-06 at 12:03:07, iter: 10, new3, Khoo: 1239.37, current_best: 1380.64 best obj: 1380.64(16) mean: 1562.27, max: 1749.49
Date: 08-06 at 12:04:39, iter: 11, new3, Khoo: 1239.37, current_best: 1365.40 best obj: 1365.40(17) mean: 1455.62, max: 1777.03
Date: 08-06 at 12:06:07, iter: 12, new3, Khoo: 1239.37, current_best: 1358.33 best obj: 1358.33(16) mean: 1401.67, max: 1465.49
Date: 08-06 at 12:07:34, iter: 13, new3, Khoo: 1239.37, current_best: 1358.33 best obj: 1358.33(16) mean: 1392.89, max: 1447.97
Date: 08-06 at 12:08:47, iter: 14, new3, Khoo: 1239.37, current_best: 1358.33 best obj: 1358.33(16) mean: 1443.29, max: 1502.88
Date: 08-06 at 12:10:12, iter: 15, new3, Khoo: 1239.37, current_best: 1358.33 best obj: 1358.33(16) mean: 1465.76, max: 1542.76
Date: 08-06 at 12:11:35, iter: 17, new3, Khoo: 1239.37, current_best: 1358.33 best obj: 1358.33(16) mean: 1571.15, max: 1789.26
Date: 08-06 at 12:13:03, iter: 18, new3, Khoo: 1239.37, current_best: 1358.33 best obj: 1358.33(16) mean: 1540.36, max: 1798.21
Date: 08-06 at 12:14:32, iter: 19, new3, Khoo: 1239.37, current_best: 1358.33 best obj: 1358.33(16) mean: 1422.18, max: 1503.37
Date: 08-06 at 12:16:00, iter: 20, new3, Khoo: 1239.37, current_best: 1357.21 best obj: 1357.21(16) mean: 1413.81, max: 1514.25
Date: 08-06 at 12:17:24, iter: 21, new3, Khoo: 1239.37, current_best: 1350.16 best obj: 1350.16(16) mean: 1443.22, max: 1538.51
