Date: 12-21 at 14:39:45, #particle: 15, iter: 1, fix: false, local: false, cut car: true, new generate: false, Khoo: 824.78, best obj: 1332.01(11), mean: 3301.25, max: 3900.94
Date: 12-21 at 14:40:42, #particle: 15, iter: 2, fix: false, local: false, cut car: true, new generate: false, Khoo: 824.78, best obj: 1214.59(11), mean: 2982.51, max: 3556.78
Date: 12-21 at 14:41:36, #particle: 15, iter: 3, fix: false, local: false, cut car: true, new generate: false, Khoo: 824.78, best obj: 1161.43(11), mean: 3009.25, max: 3598.12
Date: 12-21 at 14:42:32, #particle: 15, iter: 4, fix: false, local: false, cut car: true, new generate: false, Khoo: 824.78, best obj: 1148.98(11), mean: 2961.75, max: 3603.00
Date: 12-21 at 14:43:32, #particle: 15, iter: 5, fix: false, local: false, cut car: true, new generate: false, Khoo: 824.78, best obj: 1128.43(11), mean: 2931.67, max: 3506.15
Date: 12-21 at 14:44:33, #particle: 15, iter: 6, fix: false, local: false, cut car: true, new generate: false, Khoo: 824.78, best obj: 1128.43(11), mean: 2655.48, max: 3199.75
Date: 12-21 at 14:45:40, #particle: 15, iter: 7, fix: false, local: false, cut car: true, new generate: false, Khoo: 824.78, best obj: 1128.43(11), mean: 1267.44, max: 1537.51
Date: 12-21 at 14:46:37, #particle: 15, iter: 8, fix: false, local: false, cut car: true, new generate: false, Khoo: 824.78, best obj: 1128.43(11), mean: 1320.33, max: 1461.87
Date: 12-21 at 14:47:35, #particle: 15, iter: 9, fix: false, local: false, cut car: true, new generate: false, Khoo: 824.78, best obj: 1128.43(11), mean: 1377.86, max: 1521.89
Date: 12-21 at 14:48:32, #particle: 15, iter: 11, fix: false, local: false, cut car: true, new generate: false, Khoo: 824.78, best obj: 1128.43(11), mean: 1449.86, max: 1865.31
Date: 12-21 at 14:49:36, #particle: 15, iter: 12, fix: false, local: false, cut car: true, new generate: false, Khoo: 824.78, best obj: 1088.13(13), mean: 1272.74, max: 1905.51
Date: 12-21 at 14:50:31, #particle: 15, iter: 13, fix: false, local: false, cut car: true, new generate: false, Khoo: 824.78, best obj: 1086.88(13), mean: 1290.40, max: 1894.02
Date: 12-21 at 14:51:27, #particle: 15, iter: 14, fix: false, local: false, cut car: true, new generate: false, Khoo: 824.78, best obj: 1046.10(12), mean: 1263.73, max: 1824.60
Date: 12-21 at 14:52:30, #particle: 15, iter: 15, fix: false, local: false, cut car: true, new generate: false, Khoo: 824.78, best obj: 981.41(12), mean: 1193.95, max: 1337.39
Date: 12-21 at 14:53:29, #particle: 15, iter: 16, fix: false, local: false, cut car: true, new generate: false, Khoo: 824.78, best obj: 971.32(12), mean: 1138.96, max: 1324.41
Date: 12-21 at 14:54:29, #particle: 15, iter: 17, fix: false, local: false, cut car: true, new generate: false, Khoo: 824.78, best obj: 971.32(12), mean: 1130.85, max: 1327.02
Date: 12-21 at 14:55:31, #particle: 15, iter: 18, fix: false, local: false, cut car: true, new generate: false, Khoo: 824.78, best obj: 971.32(12), mean: 1151.35, max: 1322.30
Date: 12-21 at 14:56:33, #particle: 15, iter: 19, fix: false, local: false, cut car: true, new generate: false, Khoo: 824.78, best obj: 971.32(12), mean: 1067.48, max: 1276.41
Date: 12-21 at 14:57:34, #particle: 15, iter: 20, fix: false, local: false, cut car: true, new generate: false, Khoo: 824.78, best obj: 971.32(12), mean: 1072.43, max: 1316.95
Date: 12-21 at 14:58:33, #particle: 15, iter: 22, fix: false, local: false, cut car: true, new generate: false, Khoo: 824.78, best obj: 957.14(12), mean: 1229.44, max: 1469.56
