Date: 07-03 at 16:28:53, iter: 1, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1933.56(20) mean: 2813.50, max: 3209.69
Date: 07-03 at 16:30:27, iter: 2, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1894.34(19) mean: 2781.77, max: 3187.50
Date: 07-03 at 16:32:01, iter: 3, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1889.00(19) mean: 2794.85, max: 3204.42
Date: 07-03 at 16:33:48, iter: 4, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1881.95(19) mean: 2832.13, max: 3238.95
Date: 07-03 at 16:35:27, iter: 5, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1881.95(19) mean: 2641.68, max: 3145.75
Date: 07-03 at 16:37:10, iter: 6, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1866.82(20) mean: 2253.49, max: 3002.40
Date: 07-03 at 16:38:56, iter: 7, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1821.33(20) mean: 2222.29, max: 2898.40
Date: 07-03 at 16:40:41, iter: 8, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1821.33(20) mean: 2031.25, max: 2686.17
Date: 07-03 at 16:42:23, iter: 9, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1797.45(19) mean: 1977.41, max: 2713.28
Date: 07-03 at 16:44:10, iter: 10, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1795.74(19) mean: 1933.01, max: 2717.89
Date: 07-03 at 16:45:50, iter: 11, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1769.51(19) mean: 1960.84, max: 2788.64
Date: 07-03 at 16:47:41, iter: 12, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1756.82(19) mean: 1853.88, max: 1989.46
