Date: 07-03 at 11:34:05, iter: 1, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1923.42(19) mean: 2808.15, max: 3209.69
Date: 07-03 at 11:35:41, iter: 2, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1845.07(18) mean: 2811.67, max: 3209.69
Date: 07-03 at 11:37:19, iter: 3, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1822.55(18) mean: 2474.73, max: 3189.87
Date: 07-03 at 11:39:04, iter: 4, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1818.00(18) mean: 2454.28, max: 3194.48
Date: 07-03 at 11:40:40, iter: 5, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1818.00(18) mean: 2422.11, max: 3195.14
Date: 07-03 at 11:42:17, iter: 6, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1818.00(18) mean: 2165.16, max: 2971.15
Date: 07-03 at 11:44:03, iter: 7, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1818.00(18) mean: 1976.97, max: 2927.39
Date: 07-03 at 11:45:37, iter: 8, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1818.00(18) mean: 1988.83, max: 2941.49
Date: 07-03 at 11:47:18, iter: 10, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1809.68(19) mean: 1975.01, max: 2186.68
Date: 07-03 at 11:48:47, iter: 11, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1790.77(19) mean: 2022.96, max: 2241.48
Date: 07-03 at 11:50:16, iter: 12, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1790.77(19) mean: 2068.75, max: 2355.48
Date: 07-03 at 11:52:00, iter: 13, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1790.77(19) mean: 1837.25, max: 1874.42
Date: 07-03 at 11:53:35, iter: 14, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1790.77(19) mean: 1881.80, max: 1936.77
Date: 07-03 at 11:55:09, iter: 15, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1790.77(19) mean: 1915.36, max: 2018.30
