Date: 07-14 at 16:27:20, iter: 1, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 1383.76(11) mean: 3258.64, max: 4148.02
Date: 07-14 at 16:28:15, iter: 2, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 1247.65(14) mean: 3000.76, max: 3975.10
Date: 07-14 at 16:29:14, iter: 3, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 1197.77(14) mean: 2940.62, max: 3968.32
Date: 07-14 at 16:30:11, iter: 4, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 1150.26(13) mean: 2906.45, max: 3731.49
Date: 07-14 at 16:31:05, iter: 5, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 1138.16(13) mean: 2666.96, max: 3254.54
Date: 07-14 at 16:32:03, iter: 6, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 1112.45(13) mean: 2251.38, max: 2841.39
Date: 07-14 at 16:33:03, iter: 7, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 1112.45(13) mean: 2000.37, max: 2673.22
Date: 07-14 at 16:34:01, iter: 8, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 1112.45(13) mean: 2007.04, max: 2699.44
Date: 07-14 at 16:34:59, iter: 9, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 1112.45(13) mean: 1786.31, max: 2527.15
Date: 07-14 at 16:35:58, iter: 10, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 1112.45(13) mean: 1745.61, max: 2408.96
Date: 07-14 at 16:37:01, iter: 11, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 1112.45(13) mean: 1712.07, max: 2387.15
Date: 07-14 at 16:38:05, iter: 12, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 1112.45(13) mean: 1192.71, max: 1280.75
Date: 07-14 at 16:39:03, iter: 13, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 1112.45(13) mean: 1192.77, max: 1311.48
Date: 07-14 at 16:40:02, iter: 14, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 1101.13(13) mean: 1154.58, max: 1233.22
Date: 07-14 at 16:41:00, iter: 15, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 1024.54(14) mean: 1150.08, max: 1272.56
Date: 07-14 at 16:41:56, iter: 16, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 1019.29(14) mean: 1179.50, max: 1303.82
Date: 07-14 at 16:42:54, iter: 17, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 1015.98(14) mean: 1189.36, max: 1343.63
Date: 07-14 at 16:43:53, iter: 18, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 1014.55(14) mean: 1148.82, max: 1254.61
Date: 07-14 at 16:44:51, iter: 19, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 1014.55(14) mean: 1135.39, max: 1237.01
Date: 07-14 at 16:45:55, iter: 20, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 1014.55(14) mean: 1126.32, max: 1217.12
Date: 07-14 at 16:46:54, iter: 21, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 1014.55(14) mean: 1117.75, max: 1203.68
Date: 07-14 at 16:47:55, iter: 22, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 1014.55(14) mean: 1119.78, max: 1203.68
Date: 07-14 at 16:49:00, iter: 23, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 1014.55(14) mean: 1104.08, max: 1166.90
Date: 07-14 at 16:49:57, iter: 24, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 978.91(13) mean: 1056.84, max: 1113.96
Date: 07-14 at 16:50:54, iter: 25, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 978.87(13) mean: 1031.23, max: 1099.79
Date: 07-14 at 16:51:56, iter: 26, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 976.28(13) mean: 1016.93, max: 1080.97
Date: 07-14 at 16:52:53, iter: 27, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 976.28(13) mean: 1018.34, max: 1050.14
Date: 07-14 at 16:53:51, iter: 28, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 947.27(12) mean: 983.32, max: 1017.13
Date: 07-14 at 16:54:48, iter: 29, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 947.27(12) mean: 1007.26, max: 1057.39
Date: 07-14 at 16:55:44, iter: 30, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 947.27(12) mean: 991.38, max: 1060.02
Date: 07-14 at 16:56:41, iter: 31, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 947.27(12) mean: 973.65, max: 982.94
Date: 07-14 at 16:57:39, iter: 32, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 947.27(12) mean: 972.12, max: 982.94
Date: 07-14 at 16:58:39, iter: 33, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 947.27(12) mean: 987.66, max: 1021.23
Date: 07-14 at 16:59:34, iter: 34, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 942.06(12) mean: 976.56, max: 1038.54
Date: 07-14 at 17:00:30, iter: 35, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 938.50(12) mean: 971.79, max: 983.03
Date: 07-14 at 17:01:23, iter: 36, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 938.50(12) mean: 993.00, max: 1009.61
Date: 07-14 at 17:02:21, iter: 37, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 938.50(12) mean: 975.21, max: 1045.68
Date: 07-14 at 17:03:18, iter: 38, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 918.88(11) mean: 958.83, max: 978.01
Date: 07-14 at 17:04:19, iter: 39, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 917.49(11) mean: 955.54, max: 978.01
Date: 07-14 at 17:05:15, iter: 40, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 913.89(11) mean: 950.40, max: 988.74
Date: 07-14 at 17:06:08, iter: 41, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 913.89(11) mean: 942.02, max: 976.00
Date: 07-14 at 17:07:03, iter: 42, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 913.89(11) mean: 949.16, max: 968.75
Date: 07-14 at 17:08:01, iter: 43, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 913.89(11) mean: 923.71, max: 980.37
Date: 07-14 at 17:08:53, iter: 44, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 913.89(11) mean: 919.64, max: 955.69
Date: 07-14 at 17:09:47, iter: 45, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 913.89(11) mean: 917.01, max: 940.73
Date: 07-14 at 17:10:40, iter: 46, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 913.89(11) mean: 931.47, max: 962.28
Date: 07-14 at 17:11:36, iter: 47, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 913.89(11) mean: 916.94, max: 940.36
Date: 07-14 at 17:12:29, iter: 48, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 913.89(11) mean: 915.78, max: 924.23
Date: 07-14 at 17:13:23, iter: 49, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 913.89(11) mean: 915.09, max: 917.49
Date: 07-14 at 17:14:20, iter: 50, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 913.89(11) mean: 915.09, max: 917.49
Date: 07-14 at 17:15:18, iter: 51, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 913.89(11) mean: 915.09, max: 917.49
Date: 07-14 at 17:16:09, iter: 52, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 913.89(11) mean: 913.89, max: 913.89
Date: 07-14 at 17:17:03, iter: 53, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 913.89(11) mean: 913.89, max: 913.89
Date: 07-14 at 17:17:59, iter: 54, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 913.89(11) mean: 913.89, max: 913.89
Date: 07-14 at 17:18:56, iter: 55, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 913.89(11) mean: 913.89, max: 913.89
Date: 07-14 at 17:19:48, iter: 56, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 913.89(11) mean: 913.89, max: 913.89
Date: 07-14 at 17:20:40, iter: 57, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 913.89(11) mean: 913.89, max: 913.89
Date: 07-14 at 17:21:34, iter: 58, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 913.89(11) mean: 913.89, max: 913.89
Date: 07-14 at 17:22:32, iter: 59, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 913.89(11) mean: 913.89, max: 913.89
Date: 07-14 at 17:23:25, iter: 60, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 913.89(11) mean: 913.89, max: 913.89
Date: 07-14 at 17:24:17, iter: 61, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 913.89(11) mean: 913.89, max: 913.89
Date: 07-14 at 17:25:11, iter: 62, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 913.89(11) mean: 913.89, max: 913.89
Date: 07-14 at 17:26:10, iter: 63, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 913.89(11) mean: 913.89, max: 913.89
Date: 07-14 at 17:27:07, iter: 64, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 913.89(11) mean: 913.89, max: 913.89
Date: 07-14 at 17:28:00, iter: 65, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 913.89(11) mean: 913.89, max: 913.89
Date: 07-14 at 17:28:53, iter: 66, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 913.89(11) mean: 913.89, max: 913.89
Date: 07-14 at 17:29:50, iter: 67, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 913.89(11) mean: 913.89, max: 913.89
Date: 07-14 at 17:30:49, iter: 68, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 913.89(11) mean: 913.89, max: 913.89
Date: 07-14 at 17:31:44, iter: 69, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 913.89(11) mean: 913.89, max: 913.89
Date: 07-14 at 17:32:38, iter: 70, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 913.89(11) mean: 913.89, max: 913.89
Date: 07-14 at 17:33:31, iter: 71, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 913.89(11) mean: 913.89, max: 913.89
Date: 07-14 at 17:34:27, iter: 72, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 913.89(11) mean: 913.89, max: 913.89
Date: 07-14 at 17:35:24, iter: 73, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 913.89(11) mean: 913.89, max: 913.89
Date: 07-14 at 17:36:17, iter: 74, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 913.89(11) mean: 913.89, max: 913.89
Date: 07-14 at 17:37:13, iter: 75, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 913.89(11) mean: 913.89, max: 913.89
Date: 07-14 at 17:38:10, iter: 76, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 913.89(11) mean: 913.89, max: 913.89
Date: 07-14 at 17:39:09, iter: 77, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 913.89(11) mean: 913.89, max: 913.89
Date: 07-14 at 17:40:00, iter: 78, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 913.89(11) mean: 913.89, max: 913.89
Date: 07-14 at 17:40:55, iter: 79, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 913.89(11) mean: 913.89, max: 913.89
Date: 07-14 at 17:41:51, iter: 80, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 913.89(11) mean: 913.89, max: 913.89
Date: 07-14 at 17:42:50, iter: 81, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 913.89(11) mean: 913.89, max: 913.89
Date: 07-14 at 17:43:47, iter: 82, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 913.89(11) mean: 913.89, max: 913.89
Date: 07-14 at 17:44:39, iter: 83, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 913.89(11) mean: 913.89, max: 913.89
Date: 07-14 at 17:45:33, iter: 84, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 913.89(11) mean: 913.89, max: 913.89
Date: 07-14 at 17:46:29, iter: 85, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 913.89(11) mean: 913.89, max: 913.89
Date: 07-14 at 17:47:27, iter: 86, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 913.89(11) mean: 913.89, max: 913.89
Date: 07-14 at 17:48:19, iter: 87, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 913.89(11) mean: 913.89, max: 913.89
Date: 07-14 at 17:49:14, iter: 88, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 913.89(11) mean: 913.89, max: 913.89
Date: 07-14 at 17:50:10, iter: 89, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 913.89(11) mean: 913.89, max: 913.89
Date: 07-14 at 17:51:08, iter: 91, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 913.89(11) mean: 1984.84, max: 3582.75
Date: 07-14 at 17:52:03, iter: 92, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 913.89(11) mean: 1089.75, max: 1387.34
Date: 07-14 at 17:52:56, iter: 93, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 913.89(11) mean: 1114.64, max: 1452.53
Date: 07-14 at 17:53:53, iter: 94, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 913.89(11) mean: 1090.48, max: 1420.91
Date: 07-14 at 17:54:51, iter: 95, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 913.89(11) mean: 1114.17, max: 1480.07
Date: 07-14 at 17:55:44, iter: 96, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 913.89(11) mean: 1080.49, max: 1452.98
Date: 07-14 at 17:56:41, iter: 97, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 913.89(11) mean: 981.98, max: 1147.33
Date: 07-14 at 17:57:39, iter: 98, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 913.89(11) mean: 968.88, max: 1104.68
Date: 07-14 at 17:58:32, iter: 99, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 913.89(11) mean: 967.90, max: 1083.66
Date: 07-14 at 17:59:26, iter: 100, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 913.89(11) mean: 979.69, max: 1104.80
Date: 07-14 at 18:00:25, iter: 101, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 913.89(11) mean: 961.85, max: 1112.24
Date: 07-14 at 18:01:22, iter: 102, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 889.88(11) mean: 935.23, max: 1025.40
Date: 07-14 at 18:02:12, iter: 103, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 884.66(11) mean: 981.95, max: 1071.84
Date: 07-14 at 18:03:11, iter: 104, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 884.66(11) mean: 926.83, max: 984.74
Date: 07-14 at 18:04:02, iter: 105, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 884.66(11) mean: 961.67, max: 1021.69
Date: 07-14 at 18:05:00, iter: 106, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 880.46(11) mean: 926.20, max: 974.50
Date: 07-14 at 18:05:59, iter: 107, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 876.00(11) mean: 920.60, max: 970.46
Date: 07-14 at 18:06:54, iter: 108, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 863.92(11) mean: 916.69, max: 970.46
Date: 07-14 at 18:07:46, iter: 109, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 835.28(10) mean: 944.54, max: 995.00
Date: 07-14 at 18:08:45, iter: 110, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 832.67(10) mean: 917.01, max: 982.46
Date: 07-14 at 18:09:40, iter: 111, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 830.01(10) mean: 911.86, max: 974.76
Date: 07-14 at 18:10:37, iter: 112, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 830.01(10) mean: 910.81, max: 975.40
Date: 07-14 at 18:11:34, iter: 113, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 830.01(10) mean: 918.85, max: 980.95
Date: 07-14 at 18:12:31, iter: 114, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 830.01(10) mean: 888.87, max: 921.50
Date: 07-14 at 18:13:25, iter: 115, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 830.01(10) mean: 883.34, max: 920.25
Date: 07-14 at 18:14:22, iter: 116, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 830.01(10) mean: 882.85, max: 920.25
Date: 07-14 at 18:15:21, iter: 117, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 830.01(10) mean: 885.03, max: 921.32
Date: 07-14 at 18:16:15, iter: 118, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 830.01(10) mean: 882.82, max: 920.25
Date: 07-14 at 18:17:10, iter: 119, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 830.01(10) mean: 882.79, max: 920.25
Date: 07-14 at 18:18:08, iter: 120, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 830.01(10) mean: 882.79, max: 920.25
Date: 07-14 at 18:19:08, iter: 121, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 830.01(10) mean: 882.79, max: 920.25
Date: 07-14 at 18:20:00, iter: 122, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 830.01(10) mean: 880.19, max: 897.28
Date: 07-14 at 18:20:55, iter: 123, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 830.01(10) mean: 880.19, max: 897.28
Date: 07-14 at 18:21:51, iter: 124, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 830.01(10) mean: 880.19, max: 897.28
Date: 07-14 at 18:22:49, iter: 125, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 830.01(10) mean: 880.19, max: 897.28
Date: 07-14 at 18:23:45, iter: 126, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 830.01(10) mean: 880.19, max: 897.28
Date: 07-14 at 18:24:40, iter: 127, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 830.01(10) mean: 880.19, max: 897.28
Date: 07-14 at 18:25:36, iter: 128, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 830.01(10) mean: 880.19, max: 897.28
Date: 07-14 at 18:26:33, iter: 129, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 830.01(10) mean: 882.26, max: 899.43
Date: 07-14 at 18:27:29, iter: 130, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 830.01(10) mean: 881.01, max: 899.43
Date: 07-14 at 18:28:21, iter: 131, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 830.01(10) mean: 883.43, max: 902.22
Date: 07-14 at 18:29:15, iter: 132, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 830.01(10) mean: 880.29, max: 897.28
Date: 07-14 at 18:30:13, iter: 133, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 830.01(10) mean: 866.77, max: 899.91
Date: 07-14 at 18:31:03, iter: 134, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 830.01(10) mean: 852.30, max: 893.20
Date: 07-14 at 18:31:56, iter: 135, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 830.01(10) mean: 845.62, max: 893.20
Date: 07-14 at 18:32:52, iter: 136, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 830.01(10) mean: 842.28, max: 893.20
Date: 07-14 at 18:33:45, iter: 137, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 830.01(10) mean: 856.32, max: 894.61
Date: 07-14 at 18:34:35, iter: 138, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 830.01(10) mean: 842.64, max: 893.20
Date: 07-14 at 18:35:28, iter: 139, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 830.01(10) mean: 834.23, max: 893.20
Date: 07-14 at 18:36:23, iter: 140, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 830.01(10) mean: 834.24, max: 893.35
Date: 07-14 at 18:37:15, iter: 141, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 830.01(10) mean: 834.17, max: 892.37
Date: 07-14 at 18:38:03, iter: 142, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 830.01(10) mean: 830.01, max: 830.01
Date: 07-14 at 18:38:53, iter: 143, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 830.01(10) mean: 830.01, max: 830.01
Date: 07-14 at 18:39:45, iter: 144, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 830.01(10) mean: 830.01, max: 830.01
Date: 07-14 at 18:40:38, iter: 145, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 830.01(10) mean: 830.01, max: 830.01
Date: 07-14 at 18:41:25, iter: 146, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 830.01(10) mean: 830.01, max: 830.01
Date: 07-14 at 18:42:14, iter: 147, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 830.01(10) mean: 830.01, max: 830.01
Date: 07-14 at 18:43:05, iter: 148, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 830.01(10) mean: 830.01, max: 830.01
Date: 07-14 at 18:43:58, iter: 149, fix: false, local: false, cut car: false, new generate: true, Khoo: 824.78 best obj: 830.01(10) mean: 830.01, max: 830.01
