Date: 11-23 at 02:22:39, #particle: 15, iter: 1, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 1452.96(12), mean: 3532.90, max: 3977.15
Date: 11-23 at 02:23:42, #particle: 15, iter: 2, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 1260.05(12), mean: 3494.36, max: 3914.74
Date: 11-23 at 02:24:44, #particle: 15, iter: 3, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 1227.47(12), mean: 3322.23, max: 3704.67
Date: 11-23 at 02:25:48, #particle: 15, iter: 4, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 1174.45(14), mean: 3083.16, max: 3625.48
Date: 11-23 at 02:26:53, #particle: 15, iter: 5, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 1094.87(14), mean: 3013.27, max: 3542.45
Date: 11-23 at 02:27:58, #particle: 15, iter: 6, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 1033.74(13), mean: 3008.16, max: 3513.35
Date: 11-23 at 02:29:04, #particle: 15, iter: 7, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 1031.16(13), mean: 2802.89, max: 3200.35
Date: 11-23 at 02:30:12, #particle: 15, iter: 8, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 1031.16(13), mean: 2798.14, max: 3207.42
Date: 11-23 at 02:31:20, #particle: 15, iter: 9, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 1031.16(13), mean: 2796.04, max: 3220.14
Date: 11-23 at 02:32:28, #particle: 15, iter: 10, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 1031.16(13), mean: 2684.92, max: 3058.02
Date: 11-23 at 02:33:43, #particle: 15, iter: 11, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 1031.16(13), mean: 1236.57, max: 1369.96
Date: 11-23 at 02:34:50, #particle: 15, iter: 12, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 1031.16(13), mean: 1129.24, max: 1284.13
Date: 11-23 at 02:35:56, #particle: 15, iter: 13, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 1031.16(13), mean: 1200.92, max: 1378.69
Date: 11-23 at 02:36:59, #particle: 15, iter: 14, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 1017.98(13), mean: 1216.56, max: 1414.06
Date: 11-23 at 02:38:01, #particle: 15, iter: 15, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 947.42(13), mean: 1232.40, max: 1454.97
Date: 11-23 at 02:39:07, #particle: 15, iter: 16, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 922.47(12), mean: 1083.51, max: 1244.89
Date: 11-23 at 02:40:10, #particle: 15, iter: 17, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 922.47(12), mean: 1044.18, max: 1191.25
Date: 11-23 at 02:41:21, #particle: 15, iter: 18, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 922.47(12), mean: 1011.78, max: 1088.89
Date: 11-23 at 02:42:21, #particle: 15, iter: 19, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 922.47(12), mean: 1042.63, max: 1134.45
Date: 11-23 at 02:43:24, #particle: 15, iter: 20, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 922.47(12), mean: 1010.68, max: 1090.10
Date: 11-23 at 02:44:27, #particle: 15, iter: 21, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 922.47(12), mean: 991.50, max: 1032.31
Date: 11-23 at 02:45:32, #particle: 15, iter: 22, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 907.68(12), mean: 978.77, max: 1018.38
Date: 11-23 at 02:46:32, #particle: 15, iter: 23, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 884.85(11), mean: 998.61, max: 1043.46
Date: 11-23 at 02:47:32, #particle: 15, iter: 24, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 884.85(11), mean: 940.08, max: 1008.05
Date: 11-23 at 02:48:34, #particle: 15, iter: 25, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 883.74(11), mean: 932.94, max: 999.40
Date: 11-23 at 02:49:34, #particle: 15, iter: 26, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 877.58(11), mean: 933.69, max: 990.78
Date: 11-23 at 02:50:39, #particle: 15, iter: 27, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 849.25(10), mean: 894.16, max: 933.26
Date: 11-23 at 02:51:35, #particle: 15, iter: 28, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 849.25(10), mean: 901.68, max: 967.90
Date: 11-23 at 02:52:34, #particle: 15, iter: 29, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 849.25(10), mean: 888.82, max: 932.03
Date: 11-23 at 02:53:28, #particle: 15, iter: 30, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 849.25(10), mean: 855.18, max: 894.12
