Date: 07-12 at 00:43:37, iter: 1, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 1304.10(14) mean: 3378.33, max: 3977.77
Date: 07-12 at 00:44:45, iter: 2, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 1212.57(14) mean: 3311.55, max: 3956.09
Date: 07-12 at 00:45:53, iter: 3, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 1129.75(13) mean: 2798.18, max: 3598.12
Date: 07-12 at 00:47:01, iter: 4, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 1119.00(13) mean: 2353.71, max: 3299.12
Date: 07-12 at 00:48:11, iter: 5, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 1086.14(12) mean: 2306.13, max: 3209.02
Date: 07-12 at 00:49:15, iter: 6, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 1086.14(12) mean: 2270.24, max: 3138.32
Date: 07-12 at 00:50:21, iter: 7, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 1086.14(12) mean: 1698.81, max: 2595.93
Date: 07-12 at 00:51:27, iter: 8, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 1056.18(16) mean: 1575.10, max: 2392.22
Date: 07-12 at 00:52:36, iter: 9, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 1007.87(14) mean: 1571.12, max: 2354.69
Date: 07-12 at 00:53:42, iter: 10, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 936.75(13) mean: 1083.59, max: 1265.01
Date: 07-12 at 00:54:46, iter: 11, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 900.56(12) mean: 995.59, max: 1085.08
Date: 07-12 at 00:55:49, iter: 12, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 873.93(11) mean: 955.97, max: 1057.57
Date: 07-12 at 00:56:50, iter: 13, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 867.45(11) mean: 979.81, max: 1090.57
Date: 07-12 at 00:57:50, iter: 14, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 867.17(11) mean: 935.07, max: 1040.53
Date: 07-12 at 00:58:49, iter: 15, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 867.17(11) mean: 907.07, max: 987.52
Date: 07-12 at 00:59:48, iter: 16, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 865.91(11) mean: 899.01, max: 965.35
Date: 07-12 at 01:00:48, iter: 17, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 865.91(11) mean: 894.33, max: 965.35
Date: 07-12 at 01:01:49, iter: 18, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 865.91(11) mean: 915.34, max: 1002.48
Date: 07-12 at 01:02:47, iter: 19, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 865.91(11) mean: 895.97, max: 994.16
Date: 07-12 at 01:03:47, iter: 20, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 834.64(11) mean: 885.13, max: 962.44
Date: 07-12 at 01:04:41, iter: 21, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 834.64(10) mean: 878.76, max: 961.08
Date: 07-12 at 01:05:37, iter: 22, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 834.64(10) mean: 873.07, max: 961.08
Date: 07-12 at 01:06:37, iter: 23, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 834.64(10) mean: 873.01, max: 961.08
Date: 07-12 at 01:07:38, iter: 24, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 834.64(10) mean: 873.01, max: 961.08
Date: 07-12 at 01:08:37, iter: 26, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 834.64(10) mean: 956.52, max: 1275.46
Date: 07-12 at 01:09:33, iter: 27, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 830.37(10) mean: 862.94, max: 914.67
Date: 07-12 at 01:10:34, iter: 28, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 861.69, max: 904.49
Date: 07-12 at 01:11:26, iter: 29, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 845.73, max: 909.60
Date: 07-12 at 01:12:23, iter: 30, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 843.27, max: 900.60
Date: 07-12 at 01:13:23, iter: 31, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 834.87, max: 843.80
Date: 07-12 at 01:14:18, iter: 32, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-12 at 01:15:27, iter: 34, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-12 at 01:16:21, iter: 35, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-12 at 01:17:18, iter: 36, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-12 at 01:18:12, iter: 37, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-12 at 01:19:26, iter: 39, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-12 at 01:20:21, iter: 40, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-12 at 01:21:19, iter: 41, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-12 at 01:22:15, iter: 42, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-12 at 01:23:19, iter: 44, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 840.41, max: 938.53
Date: 07-12 at 01:24:15, iter: 45, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 840.80, max: 976.56
Date: 07-12 at 01:25:18, iter: 46, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 835.60, max: 898.43
Date: 07-12 at 01:26:08, iter: 47, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 831.42, max: 859.33
