Date: 07-04 at 06:16:22, iter: 1, fix: false, local: true, cut car: true, new generate: false, Khoo: 1134.91 best obj: 1908.61(7) mean: 3767.19, max: 4669.11
Date: 07-04 at 06:17:18, iter: 2, fix: false, local: true, cut car: true, new generate: false, Khoo: 1134.91 best obj: 1744.90(7) mean: 2868.42, max: 3874.08
Date: 07-04 at 06:18:12, iter: 3, fix: false, local: true, cut car: true, new generate: false, Khoo: 1134.91 best obj: 1672.60(10) mean: 2547.14, max: 3674.23
Date: 07-04 at 06:19:25, iter: 4, fix: false, local: true, cut car: true, new generate: false, Khoo: 1134.91 best obj: 1582.45(10) mean: 2449.76, max: 3488.43
Date: 07-04 at 06:20:38, iter: 5, fix: false, local: true, cut car: true, new generate: false, Khoo: 1134.91 best obj: 1534.37(10) mean: 2243.00, max: 3154.42
Date: 07-04 at 06:21:56, iter: 6, fix: false, local: true, cut car: true, new generate: false, Khoo: 1134.91 best obj: 1523.98(10) mean: 1828.37, max: 2655.70
Date: 07-04 at 06:23:16, iter: 7, fix: false, local: true, cut car: true, new generate: false, Khoo: 1134.91 best obj: 1523.98(10) mean: 1810.91, max: 2599.05
Date: 07-04 at 06:24:28, iter: 8, fix: false, local: true, cut car: true, new generate: false, Khoo: 1134.91 best obj: 1464.57(9) mean: 1787.87, max: 2622.74
Date: 07-04 at 06:25:51, iter: 9, fix: false, local: true, cut car: true, new generate: false, Khoo: 1134.91 best obj: 1415.60(9) mean: 1584.02, max: 1684.57
Date: 07-04 at 06:26:59, iter: 10, fix: false, local: true, cut car: true, new generate: false, Khoo: 1134.91 best obj: 1415.60(9) mean: 1649.96, max: 1760.85
Date: 07-04 at 06:28:17, iter: 11, fix: false, local: true, cut car: true, new generate: false, Khoo: 1134.91 best obj: 1415.60(9) mean: 1630.43, max: 1739.06
Date: 07-04 at 06:29:41, iter: 12, fix: false, local: true, cut car: true, new generate: false, Khoo: 1134.91 best obj: 1415.60(9) mean: 1529.03, max: 1606.03
Date: 07-04 at 06:30:52, iter: 13, fix: false, local: true, cut car: true, new generate: false, Khoo: 1134.91 best obj: 1415.60(9) mean: 1597.89, max: 1654.52
