Date: 07-08 at 18:13:14, iter: 1, fix: false, local: false, cut car: false, new generate: true, Khoo: 591.17 best obj: 1028.65(9) mean: 3022.01, max: 4339.51
Date: 07-08 at 18:13:57, iter: 2, fix: false, local: false, cut car: false, new generate: true, Khoo: 591.17 best obj: 860.19(7) mean: 2640.58, max: 3949.51
Date: 07-08 at 18:14:42, iter: 3, fix: false, local: false, cut car: false, new generate: true, Khoo: 591.17 best obj: 843.22(9) mean: 2205.06, max: 3547.12
Date: 07-08 at 18:15:29, iter: 4, fix: false, local: false, cut car: false, new generate: true, Khoo: 591.17 best obj: 794.83(8) mean: 2216.34, max: 3571.46
Date: 07-08 at 18:16:16, iter: 5, fix: false, local: false, cut car: false, new generate: true, Khoo: 591.17 best obj: 767.26(7) mean: 1566.85, max: 2686.01
Date: 07-08 at 18:17:02, iter: 6, fix: false, local: false, cut car: false, new generate: true, Khoo: 591.17 best obj: 765.38(7) mean: 926.21, max: 1071.38
Date: 07-08 at 18:17:48, iter: 7, fix: false, local: false, cut car: false, new generate: true, Khoo: 591.17 best obj: 754.72(7) mean: 846.38, max: 1000.73
Date: 07-08 at 18:18:32, iter: 8, fix: false, local: false, cut car: false, new generate: true, Khoo: 591.17 best obj: 753.69(7) mean: 808.23, max: 916.40
Date: 07-08 at 18:19:19, iter: 9, fix: false, local: false, cut car: false, new generate: true, Khoo: 591.17 best obj: 752.77(7) mean: 779.29, max: 815.59
Date: 07-08 at 18:20:05, iter: 10, fix: false, local: false, cut car: false, new generate: true, Khoo: 591.17 best obj: 752.77(7) mean: 780.88, max: 853.54
Date: 07-08 at 18:20:47, iter: 11, fix: false, local: false, cut car: false, new generate: true, Khoo: 591.17 best obj: 752.77(7) mean: 779.17, max: 832.83
Date: 07-08 at 18:21:30, iter: 12, fix: false, local: false, cut car: false, new generate: true, Khoo: 591.17 best obj: 752.77(7) mean: 781.19, max: 863.13
Date: 07-08 at 18:22:15, iter: 13, fix: false, local: false, cut car: false, new generate: true, Khoo: 591.17 best obj: 752.77(7) mean: 777.06, max: 811.71
Date: 07-08 at 18:22:59, iter: 14, fix: false, local: false, cut car: false, new generate: true, Khoo: 591.17 best obj: 749.83(7) mean: 778.98, max: 826.37
