Date: 06-30 at 23:45:22, iter: 1, fix: false, local: false, cut car: false, new generate: true, Khoo: 1144.48 best obj: 1606.28(7) mean: 2815.78, max: 3527.52
Date: 06-30 at 23:46:07, iter: 2, fix: false, local: false, cut car: false, new generate: true, Khoo: 1144.48 best obj: 1455.89(10) mean: 2220.32, max: 3062.64
Date: 06-30 at 23:46:59, iter: 3, fix: false, local: false, cut car: false, new generate: true, Khoo: 1144.48 best obj: 1366.11(10) mean: 2139.50, max: 2815.22
Date: 06-30 at 23:47:53, iter: 4, fix: false, local: false, cut car: false, new generate: true, Khoo: 1144.48 best obj: 1322.37(10) mean: 2174.20, max: 2855.52
Date: 06-30 at 23:48:50, iter: 5, fix: false, local: false, cut car: false, new generate: true, Khoo: 1144.48 best obj: 1317.45(10) mean: 2184.48, max: 2819.33
Date: 06-30 at 23:49:52, iter: 6, fix: false, local: false, cut car: false, new generate: true, Khoo: 1144.48 best obj: 1317.45(10) mean: 1912.18, max: 2704.85
Date: 06-30 at 23:50:49, iter: 7, fix: false, local: false, cut car: false, new generate: true, Khoo: 1144.48 best obj: 1317.45(10) mean: 1801.45, max: 2545.13
Date: 06-30 at 23:51:50, iter: 8, fix: false, local: false, cut car: false, new generate: true, Khoo: 1144.48 best obj: 1317.45(10) mean: 1418.42, max: 1546.83
Date: 06-30 at 23:52:50, iter: 9, fix: false, local: false, cut car: false, new generate: true, Khoo: 1144.48 best obj: 1317.45(10) mean: 1424.40, max: 1559.78
Date: 06-30 at 23:53:57, iter: 10, fix: false, local: false, cut car: false, new generate: true, Khoo: 1144.48 best obj: 1317.45(10) mean: 1376.25, max: 1491.67
Date: 06-30 at 23:54:49, iter: 11, fix: false, local: false, cut car: false, new generate: true, Khoo: 1144.48 best obj: 1317.45(10) mean: 1376.37, max: 1489.67
Date: 06-30 at 23:55:42, iter: 12, fix: false, local: false, cut car: false, new generate: true, Khoo: 1144.48 best obj: 1297.25(11) mean: 1402.08, max: 1547.46
Date: 06-30 at 23:56:41, iter: 13, fix: false, local: false, cut car: false, new generate: true, Khoo: 1144.48 best obj: 1292.89(11) mean: 1404.70, max: 1562.24
Date: 06-30 at 23:57:40, iter: 14, fix: false, local: false, cut car: false, new generate: true, Khoo: 1144.48 best obj: 1292.89(11) mean: 1399.83, max: 1629.16
Date: 06-30 at 23:58:40, iter: 15, fix: false, local: false, cut car: false, new generate: true, Khoo: 1144.48 best obj: 1277.36(10) mean: 1311.94, max: 1387.20
Date: 06-30 at 23:59:36, iter: 16, fix: false, local: false, cut car: false, new generate: true, Khoo: 1144.48 best obj: 1253.49(10) mean: 1357.47, max: 1425.12
Date: 07-01 at 00:00:31, iter: 17, fix: false, local: false, cut car: false, new generate: true, Khoo: 1144.48 best obj: 1253.05(10) mean: 1365.00, max: 1471.44
Date: 07-01 at 00:01:29, iter: 18, fix: false, local: false, cut car: false, new generate: true, Khoo: 1144.48 best obj: 1253.05(10) mean: 1314.04, max: 1384.53
Date: 07-01 at 00:02:28, iter: 19, fix: false, local: false, cut car: false, new generate: true, Khoo: 1144.48 best obj: 1253.05(10) mean: 1301.65, max: 1333.68
Date: 07-01 at 00:03:22, iter: 20, fix: false, local: false, cut car: false, new generate: true, Khoo: 1144.48 best obj: 1253.05(10) mean: 1353.08, max: 1392.23
