Date: 06-30 at 17:17:13, iter: 1, fix: false, local: false, cut car: false, new generate: true, Khoo: 1144.48 best obj: 1559.80(12) mean: 3138.51, max: 3722.29
Date: 06-30 at 17:17:54, iter: 2, fix: false, local: false, cut car: false, new generate: true, Khoo: 1144.48 best obj: 1368.49(11) mean: 3043.04, max: 3644.79
Date: 06-30 at 17:18:35, iter: 3, fix: false, local: false, cut car: false, new generate: true, Khoo: 1144.48 best obj: 1344.37(11) mean: 2783.19, max: 3426.54
Date: 06-30 at 17:19:13, iter: 4, fix: false, local: false, cut car: false, new generate: true, Khoo: 1144.48 best obj: 1326.64(11) mean: 2088.26, max: 2836.49
Date: 06-30 at 17:19:49, iter: 5, fix: false, local: false, cut car: false, new generate: true, Khoo: 1144.48 best obj: 1326.64(11) mean: 2095.35, max: 2819.67
Date: 06-30 at 17:20:30, iter: 6, fix: false, local: false, cut car: false, new generate: true, Khoo: 1144.48 best obj: 1326.64(11) mean: 2067.77, max: 2785.76
Date: 06-30 at 17:21:05, iter: 7, fix: false, local: false, cut car: false, new generate: true, Khoo: 1144.48 best obj: 1326.64(11) mean: 1638.93, max: 2208.23
Date: 06-30 at 17:21:46, iter: 8, fix: false, local: false, cut car: false, new generate: true, Khoo: 1144.48 best obj: 1326.64(11) mean: 1469.68, max: 1831.86
Date: 06-30 at 17:22:22, iter: 9, fix: false, local: false, cut car: false, new generate: true, Khoo: 1144.48 best obj: 1326.64(11) mean: 1479.77, max: 1646.16
Date: 06-30 at 17:22:58, iter: 10, fix: false, local: false, cut car: false, new generate: true, Khoo: 1144.48 best obj: 1320.06(12) mean: 1386.84, max: 1538.09
Date: 06-30 at 17:23:36, iter: 11, fix: false, local: false, cut car: false, new generate: true, Khoo: 1144.48 best obj: 1292.21(11) mean: 1360.49, max: 1427.29
Date: 06-30 at 17:24:16, iter: 12, fix: false, local: false, cut car: false, new generate: true, Khoo: 1144.48 best obj: 1287.74(11) mean: 1345.91, max: 1427.41
Date: 06-30 at 17:24:52, iter: 13, fix: false, local: false, cut car: false, new generate: true, Khoo: 1144.48 best obj: 1287.74(11) mean: 1375.04, max: 1466.19
Date: 06-30 at 17:25:31, iter: 14, fix: false, local: false, cut car: false, new generate: true, Khoo: 1144.48 best obj: 1264.12(11) mean: 1346.66, max: 1450.76
Date: 06-30 at 17:26:08, iter: 15, fix: false, local: false, cut car: false, new generate: true, Khoo: 1144.48 best obj: 1239.40(9) mean: 1313.00, max: 1458.27
Date: 06-30 at 17:26:46, iter: 16, fix: false, local: false, cut car: false, new generate: true, Khoo: 1144.48 best obj: 1239.40(9) mean: 1287.48, max: 1483.00
Date: 06-30 at 17:27:17, iter: 17, fix: false, local: false, cut car: false, new generate: true, Khoo: 1144.48 best obj: 1239.40(9) mean: 1340.09, max: 1415.96
Date: 06-30 at 17:27:47, iter: 18, fix: false, local: false, cut car: false, new generate: true, Khoo: 1144.48 best obj: 1239.40(9) mean: 1292.24, max: 1309.47
Date: 06-30 at 17:28:25, iter: 19, fix: false, local: false, cut car: false, new generate: true, Khoo: 1144.48 best obj: 1239.40(9) mean: 1310.94, max: 1379.39
