Date: 07-18 at 05:14:59, iter: 1, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.29 best obj: 1110.36(5) mean: 3516.02, max: 4412.59
Date: 07-18 at 05:15:36, iter: 2, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.29 best obj: 977.25(5) mean: 2214.51, max: 3658.94
Date: 07-18 at 05:16:02, iter: 3, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.29 best obj: 935.65(7) mean: 1290.98, max: 2622.85
Date: 07-18 at 05:16:27, iter: 4, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.29 best obj: 820.59(6) mean: 1012.98, max: 1870.49
Date: 07-18 at 05:16:48, iter: 5, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.29 best obj: 763.67(5) mean: 834.54, max: 914.79
Date: 07-18 at 05:17:11, iter: 6, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.29 best obj: 747.77(5) mean: 814.78, max: 879.54
Date: 07-18 at 05:17:43, iter: 7, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.29 best obj: 708.38(4) mean: 758.97, max: 806.40
Date: 07-18 at 05:18:18, iter: 8, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.29 best obj: 669.26(4) mean: 745.51, max: 786.01
Date: 07-18 at 05:18:39, iter: 9, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.29 best obj: 669.26(4) mean: 700.00, max: 743.59
Date: 07-18 at 05:19:07, iter: 10, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.29 best obj: 624.32(4) mean: 687.60, max: 753.81
Date: 07-18 at 05:19:47, iter: 11, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.29 best obj: 618.37(4) mean: 668.62, max: 686.02
Date: 07-18 at 05:20:22, iter: 12, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.29 best obj: 618.37(4) mean: 677.57, max: 720.09
Date: 07-18 at 05:20:52, iter: 13, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.29 best obj: 618.37(4) mean: 662.80, max: 668.54
Date: 07-18 at 05:21:14, iter: 14, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.29 best obj: 618.37(4) mean: 618.37, max: 618.37
Date: 07-18 at 05:21:35, iter: 15, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.29 best obj: 588.29(4) mean: 606.33, max: 618.37
Date: 07-18 at 05:21:57, iter: 16, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.29 best obj: 588.29(3) mean: 604.51, max: 618.37
Date: 07-18 at 05:22:19, iter: 17, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.29 best obj: 588.29(3) mean: 588.29, max: 588.29
Date: 07-18 at 05:22:43, iter: 18, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.29 best obj: 588.29(3) mean: 588.29, max: 588.29
Date: 07-18 at 05:23:03, iter: 19, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.29 best obj: 588.29(3) mean: 588.29, max: 588.29
Date: 07-18 at 05:23:27, iter: 20, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.29 best obj: 588.29(3) mean: 588.29, max: 588.29
Date: 07-18 at 05:23:49, iter: 21, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.29 best obj: 588.29(3) mean: 588.29, max: 588.29
