Date: 07-18 at 03:48:20, iter: 1, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.29 best obj: 1264.42(6) mean: 2783.73, max: 4147.00
Date: 07-18 at 03:48:57, iter: 2, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.29 best obj: 899.16(8) mean: 2029.20, max: 3586.85
Date: 07-18 at 03:49:33, iter: 3, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.29 best obj: 789.45(8) mean: 1482.94, max: 3039.41
Date: 07-18 at 03:50:05, iter: 4, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.29 best obj: 750.44(7) mean: 1092.22, max: 2374.36
Date: 07-18 at 03:50:47, iter: 5, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.29 best obj: 731.65(6) mean: 1054.37, max: 2304.96
Date: 07-18 at 03:51:19, iter: 6, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.29 best obj: 690.24(5) mean: 828.28, max: 928.09
Date: 07-18 at 03:51:46, iter: 7, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.29 best obj: 690.24(5) mean: 746.51, max: 842.80
Date: 07-18 at 03:52:25, iter: 8, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.29 best obj: 684.89(5) mean: 753.33, max: 829.76
Date: 07-18 at 03:52:45, iter: 9, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.29 best obj: 670.67(5) mean: 692.61, max: 771.94
Date: 07-18 at 03:53:16, iter: 10, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.29 best obj: 670.19(5) mean: 692.53, max: 720.65
Date: 07-18 at 03:53:45, iter: 11, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.29 best obj: 659.74(4) mean: 673.15, max: 702.60
Date: 07-18 at 03:54:15, iter: 12, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.29 best obj: 658.74(4) mean: 674.23, max: 700.15
Date: 07-18 at 03:54:47, iter: 13, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.29 best obj: 658.74(4) mean: 659.75, max: 669.59
Date: 07-18 at 03:55:14, iter: 14, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.29 best obj: 658.74(4) mean: 658.74, max: 658.74
Date: 07-18 at 03:55:41, iter: 15, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.29 best obj: 658.74(4) mean: 658.74, max: 658.74
Date: 07-18 at 03:56:12, iter: 16, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.29 best obj: 658.74(4) mean: 658.74, max: 658.74
Date: 07-18 at 03:56:42, iter: 17, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.29 best obj: 658.74(4) mean: 658.74, max: 658.74
Date: 07-18 at 03:57:17, iter: 18, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.29 best obj: 658.74(4) mean: 658.74, max: 658.74
Date: 07-18 at 03:57:46, iter: 19, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.29 best obj: 658.74(4) mean: 658.74, max: 658.74
Date: 07-18 at 03:58:16, iter: 20, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.29 best obj: 658.74(4) mean: 658.74, max: 658.74
Date: 07-18 at 03:58:44, iter: 21, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.29 best obj: 658.74(4) mean: 658.74, max: 658.74
Date: 07-18 at 03:59:13, iter: 22, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.29 best obj: 658.74(4) mean: 658.74, max: 658.74
Date: 07-18 at 03:59:41, iter: 23, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.29 best obj: 658.74(4) mean: 658.74, max: 658.74
Date: 07-18 at 04:00:07, iter: 24, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.29 best obj: 658.74(4) mean: 658.74, max: 658.74
Date: 07-18 at 04:00:29, iter: 25, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.29 best obj: 658.74(4) mean: 658.74, max: 658.74
Date: 07-18 at 04:00:54, iter: 26, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.29 best obj: 658.74(4) mean: 658.74, max: 658.74
Date: 07-18 at 04:01:26, iter: 27, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.29 best obj: 658.74(4) mean: 658.74, max: 658.74
Date: 07-18 at 04:02:01, iter: 28, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.29 best obj: 658.74(4) mean: 658.74, max: 658.74
Date: 07-18 at 04:02:36, iter: 29, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.29 best obj: 658.74(4) mean: 658.74, max: 658.74
Date: 07-18 at 04:03:12, iter: 30, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.29 best obj: 658.74(4) mean: 658.74, max: 658.74
Date: 07-18 at 04:03:36, iter: 31, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.29 best obj: 658.74(4) mean: 658.74, max: 658.74
Date: 07-18 at 04:03:59, iter: 32, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.29 best obj: 658.74(4) mean: 658.74, max: 658.74
Date: 07-18 at 04:04:34, iter: 33, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.29 best obj: 658.74(4) mean: 658.74, max: 658.74
