Date: 12-25 at 04:11:43, #particle: 15, iter: 1, fix: false, local: false, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1426.88(13), mean: 2338.00, max: 2994.17
Date: 12-25 at 04:12:31, #particle: 15, iter: 2, fix: false, local: false, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1324.62(13), mean: 2268.09, max: 2848.14
Date: 12-25 at 04:13:26, #particle: 15, iter: 3, fix: false, local: false, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1312.11(13), mean: 1850.58, max: 2557.66
Date: 12-25 at 04:14:11, #particle: 15, iter: 4, fix: false, local: false, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1312.05(13), mean: 1871.71, max: 2575.55
Date: 12-25 at 04:15:01, #particle: 15, iter: 5, fix: false, local: false, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1312.05(13), mean: 1887.75, max: 2564.41
Date: 12-25 at 04:15:51, #particle: 15, iter: 6, fix: false, local: false, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1312.05(13), mean: 1904.09, max: 2510.10
Date: 12-25 at 04:16:49, #particle: 15, iter: 7, fix: false, local: false, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1312.05(13), mean: 1619.63, max: 2440.78
Date: 12-25 at 04:17:40, #particle: 15, iter: 8, fix: false, local: false, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1312.05(13), mean: 1414.56, max: 1498.58
Date: 12-25 at 04:18:34, #particle: 15, iter: 10, fix: false, local: false, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1298.95(13), mean: 1481.58, max: 1632.79
Date: 12-25 at 04:19:25, #particle: 15, iter: 11, fix: false, local: false, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1291.25(13), mean: 1417.37, max: 1595.11
Date: 12-25 at 04:20:15, #particle: 15, iter: 12, fix: false, local: false, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1291.25(13), mean: 1397.46, max: 1610.60
Date: 12-25 at 04:21:10, #particle: 15, iter: 13, fix: false, local: false, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1279.45(12), mean: 1344.22, max: 1448.54
Date: 12-25 at 04:21:57, #particle: 15, iter: 14, fix: false, local: false, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1264.57(12), mean: 1365.93, max: 1470.13
Date: 12-25 at 04:22:45, #particle: 15, iter: 15, fix: false, local: false, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1264.57(12), mean: 1344.51, max: 1415.77
Date: 12-25 at 04:23:30, #particle: 15, iter: 16, fix: false, local: false, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1264.57(12), mean: 1355.26, max: 1442.67
Date: 12-25 at 04:24:20, #particle: 15, iter: 17, fix: false, local: false, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1264.57(12), mean: 1322.93, max: 1444.21
Date: 12-25 at 04:25:02, #particle: 15, iter: 18, fix: false, local: false, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1264.57(12), mean: 1364.38, max: 1524.38
Date: 12-25 at 04:25:54, #particle: 15, iter: 20, fix: false, local: false, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1228.25(11), mean: 1358.85, max: 1583.84
Date: 12-25 at 04:26:43, #particle: 15, iter: 21, fix: false, local: false, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1228.25(11), mean: 1340.70, max: 1592.30
Date: 12-25 at 04:27:30, #particle: 15, iter: 22, fix: false, local: false, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1228.25(11), mean: 1297.03, max: 1394.92
Date: 12-25 at 04:28:15, #particle: 15, iter: 23, fix: false, local: false, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1228.25(11), mean: 1327.95, max: 1410.87
Date: 12-25 at 04:29:09, #particle: 15, iter: 25, fix: false, local: false, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1228.25(11), mean: 1356.57, max: 1523.79
Date: 12-25 at 04:29:52, #particle: 15, iter: 26, fix: false, local: false, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1228.25(11), mean: 1355.39, max: 1536.79
