Date: 07-16 at 08:19:34, iter: 1, fix: false, local: false, cut car: false, new generate: true, Khoo: 588.49 best obj: 1078.36(9) mean: 3552.04, max: 4337.95
Date: 07-16 at 08:20:27, iter: 2, fix: false, local: false, cut car: false, new generate: true, Khoo: 588.49 best obj: 881.99(6) mean: 2391.36, max: 3310.88
Date: 07-16 at 08:21:19, iter: 3, fix: false, local: false, cut car: false, new generate: true, Khoo: 588.49 best obj: 832.98(6) mean: 1933.30, max: 2803.73
Date: 07-16 at 08:22:13, iter: 4, fix: false, local: false, cut car: false, new generate: true, Khoo: 588.49 best obj: 824.19(6) mean: 1915.45, max: 2745.76
Date: 07-16 at 08:23:10, iter: 5, fix: false, local: false, cut car: false, new generate: true, Khoo: 588.49 best obj: 809.42(6) mean: 985.44, max: 1109.22
Date: 07-16 at 08:24:02, iter: 6, fix: false, local: false, cut car: false, new generate: true, Khoo: 588.49 best obj: 800.92(6) mean: 935.29, max: 1097.31
Date: 07-16 at 08:24:54, iter: 7, fix: false, local: false, cut car: false, new generate: true, Khoo: 588.49 best obj: 787.74(6) mean: 1005.54, max: 1169.75
Date: 07-16 at 08:25:49, iter: 8, fix: false, local: false, cut car: false, new generate: true, Khoo: 588.49 best obj: 787.74(6) mean: 916.01, max: 1014.63
Date: 07-16 at 08:26:43, iter: 9, fix: false, local: false, cut car: false, new generate: true, Khoo: 588.49 best obj: 787.74(6) mean: 891.24, max: 1010.26
Date: 07-16 at 08:27:34, iter: 10, fix: false, local: false, cut car: false, new generate: true, Khoo: 588.49 best obj: 752.20(6) mean: 833.48, max: 943.27
Date: 07-16 at 08:28:23, iter: 11, fix: false, local: false, cut car: false, new generate: true, Khoo: 588.49 best obj: 751.37(6) mean: 822.91, max: 874.54
Date: 07-16 at 08:29:17, iter: 12, fix: false, local: false, cut car: false, new generate: true, Khoo: 588.49 best obj: 751.37(6) mean: 799.27, max: 868.61
Date: 07-16 at 08:30:09, iter: 13, fix: false, local: false, cut car: false, new generate: true, Khoo: 588.49 best obj: 751.37(6) mean: 802.83, max: 846.74
Date: 07-16 at 08:30:59, iter: 14, fix: false, local: false, cut car: false, new generate: true, Khoo: 588.49 best obj: 751.37(6) mean: 798.41, max: 838.80
Date: 07-16 at 08:31:50, iter: 15, fix: false, local: false, cut car: false, new generate: true, Khoo: 588.49 best obj: 751.37(6) mean: 793.74, max: 834.46
Date: 07-16 at 08:32:45, iter: 16, fix: false, local: false, cut car: false, new generate: true, Khoo: 588.49 best obj: 751.37(6) mean: 796.15, max: 834.46
Date: 07-16 at 08:33:37, iter: 17, fix: false, local: false, cut car: false, new generate: true, Khoo: 588.49 best obj: 751.37(6) mean: 793.75, max: 834.46
Date: 07-16 at 08:34:25, iter: 18, fix: false, local: false, cut car: false, new generate: true, Khoo: 588.49 best obj: 751.37(6) mean: 795.89, max: 834.46
Date: 07-16 at 08:35:17, iter: 19, fix: false, local: false, cut car: false, new generate: true, Khoo: 588.49 best obj: 751.37(6) mean: 793.77, max: 834.46
Date: 07-16 at 08:36:10, iter: 20, fix: false, local: false, cut car: false, new generate: true, Khoo: 588.49 best obj: 751.37(6) mean: 793.65, max: 834.46
Date: 07-16 at 08:37:03, iter: 21, fix: false, local: false, cut car: false, new generate: true, Khoo: 588.49 best obj: 751.37(6) mean: 793.65, max: 834.46
Date: 07-16 at 08:37:52, iter: 22, fix: false, local: false, cut car: false, new generate: true, Khoo: 588.49 best obj: 744.16(6) mean: 810.97, max: 876.21
Date: 07-16 at 08:38:45, iter: 23, fix: false, local: false, cut car: false, new generate: true, Khoo: 588.49 best obj: 744.16(6) mean: 767.62, max: 790.48
Date: 07-16 at 08:39:38, iter: 24, fix: false, local: false, cut car: false, new generate: true, Khoo: 588.49 best obj: 744.16(6) mean: 761.22, max: 801.08
Date: 07-16 at 08:40:27, iter: 25, fix: false, local: false, cut car: false, new generate: true, Khoo: 588.49 best obj: 744.16(6) mean: 747.06, max: 780.06
Date: 07-16 at 08:41:18, iter: 26, fix: false, local: false, cut car: false, new generate: true, Khoo: 588.49 best obj: 744.16(6) mean: 748.42, max: 780.06
Date: 07-16 at 08:42:11, iter: 27, fix: false, local: false, cut car: false, new generate: true, Khoo: 588.49 best obj: 744.16(6) mean: 744.16, max: 744.22
Date: 07-16 at 08:43:05, iter: 28, fix: false, local: false, cut car: false, new generate: true, Khoo: 588.49 best obj: 744.16(6) mean: 744.16, max: 744.22
Date: 07-16 at 08:43:52, iter: 29, fix: false, local: false, cut car: false, new generate: true, Khoo: 588.49 best obj: 744.16(6) mean: 744.16, max: 744.22
Date: 07-16 at 08:44:42, iter: 30, fix: false, local: false, cut car: false, new generate: true, Khoo: 588.49 best obj: 744.16(6) mean: 744.16, max: 744.22
Date: 07-16 at 08:45:35, iter: 31, fix: false, local: false, cut car: false, new generate: true, Khoo: 588.49 best obj: 744.16(6) mean: 744.16, max: 744.22
Date: 07-16 at 08:46:29, iter: 32, fix: false, local: false, cut car: false, new generate: true, Khoo: 588.49 best obj: 744.16(6) mean: 744.16, max: 744.22
Date: 07-16 at 08:47:19, iter: 33, fix: false, local: false, cut car: false, new generate: true, Khoo: 588.49 best obj: 744.16(6) mean: 744.16, max: 744.22
Date: 07-16 at 08:48:09, iter: 34, fix: false, local: false, cut car: false, new generate: true, Khoo: 588.49 best obj: 744.16(6) mean: 744.16, max: 744.16
Date: 07-16 at 08:49:02, iter: 35, fix: false, local: false, cut car: false, new generate: true, Khoo: 588.49 best obj: 744.16(6) mean: 744.16, max: 744.16
Date: 07-16 at 08:49:55, iter: 36, fix: false, local: false, cut car: false, new generate: true, Khoo: 588.49 best obj: 744.16(6) mean: 744.16, max: 744.16
Date: 07-16 at 08:50:48, iter: 37, fix: false, local: false, cut car: false, new generate: true, Khoo: 588.49 best obj: 744.16(6) mean: 744.16, max: 744.16
Date: 07-16 at 08:51:35, iter: 38, fix: false, local: false, cut car: false, new generate: true, Khoo: 588.49 best obj: 744.16(6) mean: 744.16, max: 744.16
Date: 07-16 at 08:52:25, iter: 39, fix: false, local: false, cut car: false, new generate: true, Khoo: 588.49 best obj: 744.16(6) mean: 744.16, max: 744.16
Date: 07-16 at 08:53:17, iter: 40, fix: false, local: false, cut car: false, new generate: true, Khoo: 588.49 best obj: 744.16(6) mean: 744.16, max: 744.16
Date: 07-16 at 08:54:09, iter: 41, fix: false, local: false, cut car: false, new generate: true, Khoo: 588.49 best obj: 744.16(6) mean: 744.16, max: 744.16
Date: 07-16 at 08:54:59, iter: 42, fix: false, local: false, cut car: false, new generate: true, Khoo: 588.49 best obj: 744.16(6) mean: 744.16, max: 744.16
Date: 07-16 at 08:55:47, iter: 43, fix: false, local: false, cut car: false, new generate: true, Khoo: 588.49 best obj: 744.16(6) mean: 744.16, max: 744.16
Date: 07-16 at 08:56:39, iter: 44, fix: false, local: false, cut car: false, new generate: true, Khoo: 588.49 best obj: 744.16(6) mean: 744.16, max: 744.16
Date: 07-16 at 08:57:31, iter: 45, fix: false, local: false, cut car: false, new generate: true, Khoo: 588.49 best obj: 744.16(6) mean: 744.16, max: 744.16
Date: 07-16 at 08:58:26, iter: 46, fix: false, local: false, cut car: false, new generate: true, Khoo: 588.49 best obj: 744.16(6) mean: 744.16, max: 744.16
Date: 07-16 at 08:59:15, iter: 47, fix: false, local: false, cut car: false, new generate: true, Khoo: 588.49 best obj: 744.16(6) mean: 744.16, max: 744.16
Date: 07-16 at 09:00:06, iter: 48, fix: false, local: false, cut car: false, new generate: true, Khoo: 588.49 best obj: 744.16(6) mean: 744.16, max: 744.16
Date: 07-16 at 09:00:59, iter: 49, fix: false, local: false, cut car: false, new generate: true, Khoo: 588.49 best obj: 744.16(6) mean: 744.16, max: 744.16
Date: 07-16 at 09:01:53, iter: 50, fix: false, local: false, cut car: false, new generate: true, Khoo: 588.49 best obj: 744.16(6) mean: 744.16, max: 744.16
Date: 07-16 at 09:02:45, iter: 51, fix: false, local: false, cut car: false, new generate: true, Khoo: 588.49 best obj: 744.16(6) mean: 744.16, max: 744.16
Date: 07-16 at 09:03:34, iter: 52, fix: false, local: false, cut car: false, new generate: true, Khoo: 588.49 best obj: 744.16(6) mean: 744.16, max: 744.16
Date: 07-16 at 09:04:26, iter: 53, fix: false, local: false, cut car: false, new generate: true, Khoo: 588.49 best obj: 744.16(6) mean: 744.16, max: 744.16
Date: 07-16 at 09:05:19, iter: 54, fix: false, local: false, cut car: false, new generate: true, Khoo: 588.49 best obj: 744.16(6) mean: 744.16, max: 744.16
Date: 07-16 at 09:06:12, iter: 55, fix: false, local: false, cut car: false, new generate: true, Khoo: 588.49 best obj: 744.16(6) mean: 744.16, max: 744.16
Date: 07-16 at 09:07:02, iter: 56, fix: false, local: false, cut car: false, new generate: true, Khoo: 588.49 best obj: 744.16(6) mean: 744.16, max: 744.16
Date: 07-16 at 09:07:52, iter: 57, fix: false, local: false, cut car: false, new generate: true, Khoo: 588.49 best obj: 744.16(6) mean: 744.16, max: 744.16
