Date: 07-13 at 23:55:09, iter: 1, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1811.57(18) mean: 2803.84, max: 3609.24
Date: 07-13 at 23:56:20, iter: 2, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1719.95(18) mean: 2794.56, max: 3563.30
Date: 07-13 at 23:57:36, iter: 3, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1651.59(17) mean: 2744.01, max: 3548.53
Date: 07-13 at 23:58:49, iter: 4, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1637.10(17) mean: 2537.35, max: 3043.34
Date: 07-14 at 00:00:02, iter: 5, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1635.99(17) mean: 2445.28, max: 2995.96
Date: 07-14 at 00:01:15, iter: 6, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1635.99(17) mean: 1798.32, max: 1927.59
Date: 07-14 at 00:02:27, iter: 7, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1610.27(17) mean: 1771.06, max: 1947.32
Date: 07-14 at 00:03:40, iter: 8, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1589.62(17) mean: 1844.28, max: 2026.06
Date: 07-14 at 00:04:50, iter: 9, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1589.62(16) mean: 1832.74, max: 2103.72
Date: 07-14 at 00:06:01, iter: 10, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1589.62(16) mean: 1726.25, max: 1905.67
Date: 07-14 at 00:07:12, iter: 11, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1589.62(16) mean: 1693.51, max: 1839.73
Date: 07-14 at 00:08:24, iter: 12, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1589.62(16) mean: 1712.46, max: 1842.37
Date: 07-14 at 00:09:34, iter: 13, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1589.62(16) mean: 1690.92, max: 1844.15
Date: 07-14 at 00:10:43, iter: 14, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1589.62(16) mean: 1713.38, max: 1907.03
Date: 07-14 at 00:11:55, iter: 15, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1571.78(16) mean: 1646.91, max: 1710.09
Date: 07-14 at 00:13:01, iter: 16, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1570.63(16) mean: 1645.32, max: 1727.28
Date: 07-14 at 00:14:13, iter: 17, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1570.63(16) mean: 1690.70, max: 1796.12
Date: 07-14 at 00:15:19, iter: 18, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1570.63(16) mean: 1653.03, max: 1822.35
Date: 07-14 at 00:16:32, iter: 19, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1570.63(16) mean: 1681.97, max: 1756.29
Date: 07-14 at 00:17:38, iter: 20, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1570.63(16) mean: 1663.88, max: 1763.88
Date: 07-14 at 00:18:51, iter: 21, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1570.63(16) mean: 1722.68, max: 1833.22
Date: 07-14 at 00:19:58, iter: 22, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1565.85(16) mean: 1681.94, max: 1861.37
Date: 07-14 at 00:21:09, iter: 23, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1541.58(16) mean: 1673.86, max: 1903.45
Date: 07-14 at 00:22:17, iter: 24, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1525.82(16) mean: 1598.68, max: 1662.13
Date: 07-14 at 00:23:25, iter: 25, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1525.82(16) mean: 1597.55, max: 1666.48
Date: 07-14 at 00:24:38, iter: 26, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1525.82(16) mean: 1590.58, max: 1694.31
Date: 07-14 at 00:25:46, iter: 27, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1525.82(16) mean: 1590.41, max: 1661.72
