Date: 02-05 at 03:29:31, #particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: true, Khoo: 2913.03, best obj: 4489.28(5), mean: 9679.35, max: 11427.43
Date: 02-05 at 03:36:53, #particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: true, Khoo: 2913.03, best obj: 4328.17(5), mean: 8223.70, max: 9918.62
Date: 02-05 at 03:44:01, #particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: true, Khoo: 2913.03, best obj: 4188.51(5), mean: 7216.13, max: 8722.73
Date: 02-05 at 03:51:25, #particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: true, Khoo: 2913.03, best obj: 4107.82(5), mean: 7192.49, max: 8629.50
Date: 02-05 at 03:59:37, #particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: true, Khoo: 2913.03, best obj: 4101.69(5), mean: 6404.97, max: 7638.56
Date: 02-05 at 04:07:04, #particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: true, Khoo: 2913.03, best obj: 4075.72(5), mean: 4835.24, max: 6237.37
Date: 02-05 at 04:15:19, #particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: true, Khoo: 2913.03, best obj: 4071.40(5), mean: 4864.64, max: 6349.99
Date: 02-05 at 04:22:41, #particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: true, Khoo: 2913.03, best obj: 4071.40(5), mean: 4861.63, max: 6293.42
Date: 02-05 at 04:31:43, #particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: true, Khoo: 2913.03, best obj: 4071.40(5), mean: 4279.73, max: 5389.26
Date: 02-05 at 04:39:36, #particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: true, Khoo: 2913.03, best obj: 4071.40(5), mean: 4394.30, max: 4652.26
Date: 02-05 at 04:46:59, #particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: true, Khoo: 2913.03, best obj: 3927.02(8), mean: 4333.84, max: 4755.50
Date: 02-05 at 04:57:42, #particle: 15, iter: 12, fix: false, local: true, cut car: true, new generate: true, Khoo: 2913.03, best obj: 3800.82(9), mean: 4209.21, max: 4798.43
Date: 02-05 at 05:05:23, #particle: 15, iter: 13, fix: false, local: true, cut car: true, new generate: true, Khoo: 2913.03, best obj: 3759.08(9), mean: 4339.14, max: 4988.13
Date: 02-05 at 05:14:07, #particle: 15, iter: 14, fix: false, local: true, cut car: true, new generate: true, Khoo: 2913.03, best obj: 3669.11(9), mean: 4321.27, max: 4591.59
Date: 02-05 at 05:24:52, #particle: 15, iter: 15, fix: false, local: true, cut car: true, new generate: true, Khoo: 2913.03, best obj: 3611.52(9), mean: 4245.72, max: 4649.51
Date: 02-05 at 05:33:58, #particle: 15, iter: 16, fix: false, local: true, cut car: true, new generate: true, Khoo: 2913.03, best obj: 3587.20(8), mean: 4059.11, max: 4466.16
Date: 02-05 at 05:42:31, #particle: 15, iter: 17, fix: false, local: true, cut car: true, new generate: true, Khoo: 2913.03, best obj: 3577.89(8), mean: 4052.88, max: 4531.18
Date: 02-05 at 05:51:27, #particle: 15, iter: 18, fix: false, local: true, cut car: true, new generate: true, Khoo: 2913.03, best obj: 3574.55(8), mean: 4006.25, max: 4496.31
Date: 02-05 at 06:02:50, #particle: 15, iter: 19, fix: false, local: true, cut car: true, new generate: true, Khoo: 2913.03, best obj: 3529.18(8), mean: 3710.94, max: 3876.46
Date: 02-05 at 06:11:15, #particle: 15, iter: 20, fix: false, local: true, cut car: true, new generate: true, Khoo: 2913.03, best obj: 3528.20(8), mean: 3761.08, max: 3931.94
Date: 02-05 at 06:21:17, #particle: 15, iter: 21, fix: false, local: true, cut car: true, new generate: true, Khoo: 2913.03, best obj: 3527.48(8), mean: 3696.80, max: 3985.96
Date: 02-05 at 06:30:17, #particle: 15, iter: 22, fix: false, local: true, cut car: true, new generate: true, Khoo: 2913.03, best obj: 3527.48(8), mean: 3833.13, max: 4113.77
