Date: 04-10 at 01:21:02, particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: true, best obj: 539.31(5), mean: 626.91, max: 759.33
Date: 04-10 at 01:21:04, particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: true, best obj: 521.59(5), mean: 598.85, max: 699.71
Date: 04-10 at 01:21:05, particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: true, best obj: 521.59(5), mean: 605.67, max: 784.15
Date: 04-10 at 01:21:07, particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: true, best obj: 521.59(5), mean: 612.72, max: 905.91
Date: 04-10 at 01:21:09, particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: true, best obj: 521.59(5), mean: 644.00, max: 990.35
Date: 04-10 at 01:21:11, particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: true, best obj: 521.59(5), mean: 689.15, max: 1112.11
Date: 04-10 at 01:21:12, particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: true, best obj: 521.59(5), mean: 722.59, max: 1204.73
Date: 04-10 at 01:21:14, particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: true, best obj: 521.59(5), mean: 787.50, max: 1326.48
Date: 04-10 at 01:21:16, particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: true, best obj: 521.59(5), mean: 843.79, max: 1410.93
Date: 04-10 at 01:21:18, particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: true, best obj: 521.59(5), mean: 924.97, max: 1532.68
Date: 04-10 at 01:21:21, particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: true, best obj: 521.59(5), mean: 1034.59, max: 1650.14
Date: 04-10 at 01:21:23, particle: 15, iter: 12, fix: false, local: true, cut car: true, new generate: true, best obj: 521.59(5), mean: 1132.89, max: 1755.46
