Date: 07-17 at 14:55:29, iter: 1, fix: false, local: false, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1866.84(23) mean: 2603.41, max: 2824.25
Date: 07-17 at 14:56:21, iter: 2, fix: false, local: false, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1814.08(22) mean: 2529.46, max: 2769.51
Date: 07-17 at 14:57:13, iter: 3, fix: false, local: false, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1800.65(22) mean: 2503.67, max: 2813.83
Date: 07-17 at 14:58:06, iter: 4, fix: false, local: false, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1766.25(22) mean: 2509.17, max: 2840.17
Date: 07-17 at 14:58:57, iter: 5, fix: false, local: false, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1759.74(22) mean: 2478.37, max: 2869.54
Date: 07-17 at 14:59:56, iter: 6, fix: false, local: false, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1755.37(22) mean: 2200.70, max: 2872.12
Date: 07-17 at 15:00:52, iter: 7, fix: false, local: false, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1751.36(24) mean: 2106.77, max: 2792.83
Date: 07-17 at 15:01:47, iter: 8, fix: false, local: false, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1749.69(23) mean: 2118.79, max: 2793.94
Date: 07-17 at 15:02:45, iter: 9, fix: false, local: false, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1724.35(23) mean: 2056.05, max: 2822.01
Date: 07-17 at 15:03:41, iter: 10, fix: false, local: false, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1724.35(23) mean: 2021.23, max: 2879.66
Date: 07-17 at 15:04:39, iter: 11, fix: false, local: false, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1724.35(23) mean: 2040.55, max: 2917.21
Date: 07-17 at 15:05:37, iter: 12, fix: false, local: false, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1724.35(23) mean: 2058.01, max: 2907.00
Date: 07-17 at 15:06:44, iter: 13, fix: false, local: false, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1724.35(23) mean: 2003.86, max: 2877.00
Date: 07-17 at 15:07:56, iter: 14, fix: false, local: false, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1715.05(23) mean: 1819.80, max: 1924.54
Date: 07-17 at 15:09:05, iter: 15, fix: false, local: false, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1715.05(23) mean: 1819.25, max: 1948.93
Date: 07-17 at 15:10:20, iter: 16, fix: false, local: false, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1715.05(23) mean: 1784.30, max: 1917.25
Date: 07-17 at 15:11:25, iter: 17, fix: false, local: false, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1685.72(22) mean: 1802.87, max: 1979.45
Date: 07-17 at 15:12:31, iter: 18, fix: false, local: false, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1685.72(22) mean: 1793.29, max: 1933.65
Date: 07-17 at 15:13:37, iter: 19, fix: false, local: false, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1685.72(22) mean: 1800.50, max: 1964.81
