Problem,Num_customer,NV,Distance
C201,25,2,214.7
C201,50,3,360.2
C201,100, 3,589.1
C202,25, 2,214.7
C202,50, 3,360.2
C202,100, 3,589.1
C203,25, 2,214.7
C203,50, 3,359.8
C203,100, 3, 588.7
C204,25, 2,213.1
C204,50, 2, 350.1
C204,100,3,588.1
C205,25, 2,214.7
C205,50, 3,359.8
C205,100, 3,586.4
C206,25, 2,214.7
C206,50, 3,359.8
C206,100, 3,586
C207,25, 2,214.5
C207,50, 3,359.6
C207,100, 3,585.8
C208,25, 2,214.5
C208,50, 2,350.5
C208,100, 3, 585.8
