Date: 07-07 at 19:59:05, iter: 1, fix: false, local: true, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1357.56(9) mean: 2293.69, max: 3051.40
Date: 07-07 at 20:00:35, iter: 2, fix: false, local: true, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1245.04(9) mean: 2275.74, max: 2979.92
Date: 07-07 at 20:02:05, iter: 3, fix: false, local: true, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1205.29(9) mean: 2196.09, max: 2877.30
Date: 07-07 at 20:03:32, iter: 4, fix: false, local: true, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1205.22(9) mean: 2198.26, max: 2830.02
Date: 07-07 at 20:05:01, iter: 5, fix: false, local: true, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1203.88(9) mean: 1801.77, max: 2434.56
Date: 07-07 at 20:06:39, iter: 6, fix: false, local: true, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1203.88(9) mean: 1803.14, max: 2375.62
Date: 07-07 at 20:08:13, iter: 7, fix: false, local: true, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1203.88(9) mean: 1602.80, max: 2157.67
Date: 07-07 at 20:09:53, iter: 8, fix: false, local: true, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1172.46(11) mean: 1452.58, max: 1824.39
Date: 07-07 at 20:11:33, iter: 9, fix: false, local: true, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1158.32(11) mean: 1307.33, max: 1698.72
Date: 07-07 at 20:13:04, iter: 10, fix: false, local: true, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1157.88(11) mean: 1268.84, max: 1731.02
Date: 07-07 at 20:14:37, iter: 11, fix: false, local: true, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1157.88(11) mean: 1215.34, max: 1275.44
Date: 07-07 at 20:16:12, iter: 12, fix: false, local: true, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1157.88(11) mean: 1250.40, max: 1319.66
Date: 07-07 at 20:17:49, iter: 13, fix: false, local: true, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1157.88(11) mean: 1293.88, max: 1371.24
Date: 07-07 at 20:19:24, iter: 14, fix: false, local: true, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1157.88(11) mean: 1339.84, max: 1415.34
Date: 07-07 at 20:20:59, iter: 15, fix: false, local: true, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1148.21(11) mean: 1209.99, max: 1291.20
Date: 07-07 at 20:22:38, iter: 16, fix: false, local: true, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1140.84(11) mean: 1257.76, max: 1349.81
Date: 07-07 at 20:24:08, iter: 17, fix: false, local: true, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1131.72(11) mean: 1219.79, max: 1339.68
Date: 07-07 at 20:25:47, iter: 18, fix: false, local: true, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1131.72(11) mean: 1236.56, max: 1377.19
Date: 07-07 at 20:27:22, iter: 19, fix: false, local: true, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1131.72(11) mean: 1201.58, max: 1252.92
Date: 07-07 at 20:28:57, iter: 20, fix: false, local: true, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1131.72(11) mean: 1228.00, max: 1304.09
Date: 07-07 at 20:30:32, iter: 21, fix: false, local: true, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1131.72(11) mean: 1240.00, max: 1317.91
Date: 07-07 at 20:32:09, iter: 22, fix: false, local: true, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1131.72(11) mean: 1192.57, max: 1288.35
Date: 07-07 at 20:33:51, iter: 23, fix: false, local: true, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1131.72(11) mean: 1206.89, max: 1292.49
