Date: 11-09 at 20:44:03, #particle: 15, iter: 1, fix: false, local: false, cut car: false, new generate: false, Khoo: 1360.78, best obj: 1573.85(18), mean: 2545.48, max: 2961.76
Date: 11-09 at 20:45:40, #particle: 15, iter: 2, fix: false, local: false, cut car: false, new generate: false, Khoo: 1360.78, best obj: 1536.77(18), mean: 2415.79, max: 3017.88
Date: 11-09 at 20:47:19, #particle: 15, iter: 3, fix: false, local: false, cut car: false, new generate: false, Khoo: 1360.78, best obj: 1497.13(17), mean: 2395.00, max: 2960.98
Date: 11-09 at 20:48:47, #particle: 15, iter: 4, fix: false, local: false, cut car: false, new generate: false, Khoo: 1360.78, best obj: 1497.13(17), mean: 2366.61, max: 2900.71
Date: 11-09 at 20:50:42, #particle: 15, iter: 5, fix: false, local: false, cut car: false, new generate: false, Khoo: 1360.78, best obj: 1497.13(17), mean: 1599.88, max: 1649.58
Date: 11-09 at 20:52:12, #particle: 15, iter: 6, fix: false, local: false, cut car: false, new generate: false, Khoo: 1360.78, best obj: 1497.13(17), mean: 1631.54, max: 1687.04
Date: 11-09 at 20:53:39, #particle: 15, iter: 7, fix: false, local: false, cut car: false, new generate: false, Khoo: 1360.78, best obj: 1497.13(17), mean: 1673.01, max: 1736.43
Date: 11-09 at 20:55:10, #particle: 15, iter: 8, fix: false, local: false, cut car: false, new generate: false, Khoo: 1360.78, best obj: 1497.13(17), mean: 1698.88, max: 1792.06
Date: 11-09 at 20:56:55, #particle: 15, iter: 9, fix: false, local: false, cut car: false, new generate: false, Khoo: 1360.78, best obj: 1497.13(17), mean: 1653.38, max: 1820.93
Date: 11-09 at 20:58:28, #particle: 15, iter: 10, fix: false, local: false, cut car: false, new generate: false, Khoo: 1360.78, best obj: 1497.13(17), mean: 1645.29, max: 1843.56
Date: 11-09 at 21:00:05, #particle: 15, iter: 11, fix: false, local: false, cut car: false, new generate: false, Khoo: 1360.78, best obj: 1497.13(17), mean: 1666.69, max: 1877.13
Date: 11-09 at 21:01:47, #particle: 15, iter: 12, fix: false, local: false, cut car: false, new generate: false, Khoo: 1360.78, best obj: 1497.13(17), mean: 1646.82, max: 1902.63
Date: 11-09 at 21:03:24, #particle: 15, iter: 13, fix: false, local: false, cut car: false, new generate: false, Khoo: 1360.78, best obj: 1478.17(19), mean: 1631.54, max: 1957.40
Date: 11-09 at 21:05:07, #particle: 15, iter: 14, fix: false, local: false, cut car: false, new generate: false, Khoo: 1360.78, best obj: 1450.23(18), mean: 1583.92, max: 1729.21
Date: 11-09 at 21:06:50, #particle: 15, iter: 15, fix: false, local: false, cut car: false, new generate: false, Khoo: 1360.78, best obj: 1434.25(18), mean: 1546.34, max: 1725.60
Date: 11-09 at 21:08:36, #particle: 15, iter: 16, fix: false, local: false, cut car: false, new generate: false, Khoo: 1360.78, best obj: 1434.25(18), mean: 1524.54, max: 1597.62
Date: 11-09 at 21:10:13, #particle: 15, iter: 17, fix: false, local: false, cut car: false, new generate: false, Khoo: 1360.78, best obj: 1434.25(18), mean: 1548.80, max: 1667.73
Date: 11-09 at 21:11:48, #particle: 15, iter: 18, fix: false, local: false, cut car: false, new generate: false, Khoo: 1360.78, best obj: 1434.25(18), mean: 1534.04, max: 1616.24
Date: 11-09 at 21:13:33, #particle: 15, iter: 19, fix: false, local: false, cut car: false, new generate: false, Khoo: 1360.78, best obj: 1434.25(18), mean: 1519.12, max: 1594.41
Date: 11-09 at 21:15:11, #particle: 15, iter: 20, fix: false, local: false, cut car: false, new generate: false, Khoo: 1360.78, best obj: 1434.25(18), mean: 1541.90, max: 1621.00
Date: 11-09 at 21:16:42, #particle: 15, iter: 21, fix: false, local: false, cut car: false, new generate: false, Khoo: 1360.78, best obj: 1434.25(18), mean: 1553.36, max: 1665.72
Date: 11-09 at 21:18:15, #particle: 15, iter: 22, fix: false, local: false, cut car: false, new generate: false, Khoo: 1360.78, best obj: 1434.25(18), mean: 1555.02, max: 1680.16
Date: 11-09 at 21:20:02, #particle: 15, iter: 23, fix: false, local: false, cut car: false, new generate: false, Khoo: 1360.78, best obj: 1434.25(18), mean: 1506.82, max: 1595.10
Date: 11-09 at 21:21:41, #particle: 15, iter: 24, fix: false, local: false, cut car: false, new generate: false, Khoo: 1360.78, best obj: 1434.25(18), mean: 1484.06, max: 1545.80
